panel_id,assay_id,target_id,assay_modality,direction,direction_source,included,exclusion_reason,publication_ids,outcomes_accessed
human-domainome-v1,O95793_PF00035_183,O95793_PF00035_183,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,O95817_PF00397_11,O95817_PF00397_11,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,O95835_PF00627_98,O95835_PF00627_98,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P00519_PF00018_64,P00519_PF00018_64,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P02549_PF00018_979,P02549_PF00018_979,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P02585_PF13499_1,P02585_PF13499_1,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P04049_PF02196_58,P04049_PF02196_58,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P04150_PF00105_419,P04150_PF00105_419,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P05813_PF00030_31,P05813_PF00030_31,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P06239_PF00018_63,P06239_PF00018_63,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P06241_PF00018_83,P06241_PF00018_83,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P07315_PF00030_4,P07315_PF00030_4,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P07315_PF00030_91,P07315_PF00030_91,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P07316_PF00030_1,P07316_PF00030_1,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P07814_PF00458_827,P07814_PF00458_827,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P08151_PF00096_363,P08151_PF00096_363,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P08235_PF00105_600,P08235_PF00105_600,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P08631_PF00018_80,P08631_PF00018_80,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P09086_PF00157_200,P09086_PF00157_200,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P09327_PF02209_793,P09327_PF02209_793,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P0CI26_PF00643_87,P0CI26_PF00643_87,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P10070_PF00096_565,P10070_PF00096_565,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P10071_PF00096_608,P10071_PF00096_608,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P10242_PF00249_143,P10242_PF00249_143,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P10242_PF00249_40,P10242_PF00249_40,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P10275_PF00105_557,P10275_PF00105_557,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P10398_PF02196_21,P10398_PF02196_21,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P10589_PF00105_83,P10589_PF00105_83,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P10826_PF00105_85,P10826_PF00105_85,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P11182_PF02817_171,P11182_PF02817_171,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P11308_PF02198_117,P11308_PF02198_117,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P11844_PF00030_85,P11844_PF00030_85,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P12931_PF00018_87,P12931_PF00018_87,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P12956_PF02037_558,P12956_PF02037_558,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P13796_PF13499_13,P13796_PF13499_13,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P13984_PF02270_177,P13984_PF02270_177,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P14598_PF00018_157,P14598_PF00018_157,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P14653_PF00046_208,P14653_PF00046_208,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P14859_PF00157_285,P14859_PF00157_285,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P14921_PF02198_55,P14921_PF02198_55,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P15498_PF00018_592,P15498_PF00018_592,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P15498_PF00018_782,P15498_PF00018_782,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P16157_PF00531_1405,P16157_PF00531_1405,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P16885_PF00018_772,P16885_PF00018_772,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P16989_PF00313_84,P16989_PF00313_84,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P17480_PF00505_408,P17480_PF00505_408,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P19793_PF00105_132,P19793_PF00105_132,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P19878_PF00018_241,P19878_PF00018_241,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P19878_PF00018_456,P19878_PF00018_456,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P19878_PF00564_353,P19878_PF00564_353,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P20264_PF00046_408,P20264_PF00046_408,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P20264_PF00157_320,P20264_PF00157_320,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P20265_PF00046_356,P20265_PF00046_356,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P20265_PF00157_262,P20265_PF00157_262,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P20929_PF14604_6609,P20929_PF14604_6609,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P20936_PF00018_281,P20936_PF00018_281,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P22492_PF00538_44,P22492_PF00538_44,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P22681_PF00627_854,P22681_PF00627_854,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P23759_PF00046_219,P23759_PF00046_219,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P25490_PF00096_384,P25490_PF00096_384,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P25685_PF00226_4,P25685_PF00226_4,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P26367_PF00046_213,P26367_PF00046_213,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P26651_PF00642_105,P26651_PF00642_105,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P28069_PF00157_130,P28069_PF00157_130,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P28360_PF00046_174,P28360_PF00046_174,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P32243_PF00046_40,P32243_PF00046_40,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P35251_PF00533_405,P35251_PF00533_405,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P35548_PF00046_144,P35548_PF00046_144,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P35711_PF00505_557,P35711_PF00505_557,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P35712_PF00505_622,P35712_PF00505_622,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P35713_PF00505_87,P35713_PF00505_87,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P35716_PF00505_50,P35716_PF00505_50,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P37275_PF00096_933,P37275_PF00096_933,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P39880_PF02376_548,P39880_PF02376_548,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P39880_PF02376_941,P39880_PF02376_941,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P41225_PF00505_140,P41225_PF00505_140,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P41229_PF00628_319,P41229_PF00628_319,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P43320_PF00030_106,P43320_PF00030_106,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P43354_PF00105_260,P43354_PF00105_260,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P45973_PF00385_21,P45973_PF00385_21,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P46934_PF00397_836,P46934_PF00397_836,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P46937_PF00397_162,P46937_PF00397_162,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P46937_PF00397_165,P46937_PF00397_165,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P46937_PF00397_226,P46937_PF00397_226,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P47974_PF00642_193,P47974_PF00642_193,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P48431_PF00505_42,P48431_PF00505_42,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P49335_PF00046_280,P49335_PF00046_280,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P49792_PF00641_1414,P49792_PF00641_1414,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P49792_PF00641_1478,P49792_PF00641_1478,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P50539_PF00010_70,P50539_PF00010_70,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P51451_PF00018_59,P51451_PF00018_59,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P51508_PF00096_331,P51508_PF00096_331,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P51508_PF00096_555,P51508_PF00096_555,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P51608_PF01429_91,P51608_PF01429_91,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P51687_PF00173_87,P51687_PF00173_87,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P53673_PF00030_14,P53673_PF00030_14,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P54277_PF00505_572,P54277_PF00505_572,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P54727_PF00627_186,P54727_PF00627_186,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P54727_PF00627_361,P54727_PF00627_361,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P54821_PF00046_96,P54821_PF00046_96,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P55072_PF02359_26,P55072_PF02359_26,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P55895_PF13341_415,P55895_PF13341_415,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P56915_PF00046_162,P56915_PF00046_162,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P57071_PF00096_1085,P57071_PF00096_1085,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P60002_PF05129_3,P60002_PF05129_3,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P60321_PF05741_63,P60321_PF05741_63,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P61024_PF01111_1,P61024_PF01111_1,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P61086_PF00627_158,P61086_PF00627_158,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P61960_PF03671_4,P61960_PF03671_4,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P62993_PF00018_159,P62993_PF00018_159,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P67809_PF00313_52,P67809_PF00313_52,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P78352_PF00595_157,P78352_PF00595_157,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P78352_PF00595_309,P78352_PF00595_309,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P78352_PF00595_60,P78352_PF00595_60,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P78424_PF00046_609,P78424_PF00046_609,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P78545_PF02198_50,P78545_PF02198_50,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P78563_PF00035_80,P78563_PF00035_80,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P82979_PF02037_3,P82979_PF02037_3,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,P98175_PF00641_214,P98175_PF00641_214,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q00839_PF02037_6,Q00839_PF02037_6,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q00987_PF00641_299,Q00987_PF00641_299,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q01543_PF02198_116,Q01543_PF02198_116,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q01826_PF02376_371,Q01826_PF02376_371,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q01826_PF02376_494,Q01826_PF02376_494,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q01826_PF16557_178,Q01826_PF16557_178,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q01851_PF00157_266,Q01851_PF00157_266,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q01860_PF00157_134,Q01860_PF00157_134,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q03052_PF00157_247,Q03052_PF00157_247,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q03181_PF00105_71,Q03181_PF00105_71,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q05066_PF00505_61,Q05066_PF00505_61,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q05195_PF00010_58,Q05195_PF00010_58,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q05655_PF00130_228,Q05655_PF00130_228,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q06187_PF00018_215,Q06187_PF00018_215,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q06546_PF02198_172,Q06546_PF02198_172,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q06787_PF00013_217,Q06787_PF00013_217,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q06945_PF00505_60,Q06945_PF00505_60,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q08881_PF00018_172,Q08881_PF00018_172,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q12824_PF04855_181,Q12824_PF04855_181,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q12830_PF00628_2862,Q12830_PF00628_2862,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q12837_PF00157_256,Q12837_PF00157_256,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q12873_PF00628_374,Q12873_PF00628_374,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q12899_PF00643_97,Q12899_PF00643_97,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q12929_PF00018_533,Q12929_PF00018_533,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q12929_PF18016_720,Q12929_PF18016_720,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q12965_PF00018_1051,Q12965_PF00018_1051,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q13009_PF00595_843,Q13009_PF00595_843,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q13148_PF18694_5,Q13148_PF18694_5,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q13163_PF00564_15,Q13163_PF00564_15,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q13263_PF00628_620,Q13263_PF00628_620,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q13368_PF00595_132,Q13368_PF00595_132,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q13424_PF00595_79,Q13424_PF00595_79,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q13472_PF06839_812,Q13472_PF06839_812,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q13472_PF06839_896,Q13472_PF06839_896,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q13501_PF00569_120,Q13501_PF00569_120,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q13501_PF16577_389,Q13501_PF16577_389,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q13526_PF00397_1,Q13526_PF00397_1,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q13642_PF00412_160,Q13642_PF00412_160,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q13642_PF00412_99,Q13642_PF00412_99,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q13813_PF13499_2327,Q13813_PF13499_2327,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q14151_PF02037_27,Q14151_PF02037_27,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q14160_PF00595_857,Q14160_PF00595_857,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q14192_PF00412_38,Q14192_PF00412_38,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q14202_PF06467_350,Q14202_PF06467_350,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q14202_PF06467_405,Q14202_PF06467_405,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
human-domainome-v1,Q14839_PF00385_623,Q14839_PF00385_623,abundance/stability,1.0,Domainome abundance-score definition,True,,,False
