panel_id,target_id,status,structure_family_id,exclusion_reason,outcomes_accessed
human-domainome-v1,P15498_PF00018_782,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,P16157_PF00531_1405,audited,foldseek-family-2ad7975a8987,,False
human-domainome-v1,P16885_PF00018_772,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,P16989_PF00313_84,audited,foldseek-family-685589e3eb06,,False
human-domainome-v1,P17480_PF00505_408,audited,foldseek-family-a7e0e568ea58,,False
human-domainome-v1,P19793_PF00105_132,audited,foldseek-family-b6f033cc1c5b,,False
human-domainome-v1,P19878_PF00018_241,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,P19878_PF00018_456,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,P19878_PF00564_353,audited,foldseek-family-95da2b2d423b,,False
human-domainome-v1,P20264_PF00046_408,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,P20264_PF00157_320,audited,foldseek-family-668cb0514ee7,,False
human-domainome-v1,P20265_PF00046_356,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,P20265_PF00157_262,audited,foldseek-family-668cb0514ee7,,False
human-domainome-v1,P20929_PF14604_6609,undocumented_no_structure,,HTTPError: HTTP Error 404: Not Found,False
human-domainome-v1,P20936_PF00018_281,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,P22492_PF00538_44,audited,foldseek-family-c8d2b13329cd,,False
human-domainome-v1,P22681_PF00627_854,audited,foldseek-family-8181361ff555,,False
human-domainome-v1,P23759_PF00046_219,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,P25490_PF00096_384,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,P25685_PF00226_4,audited,foldseek-family-1dff15767f11,,False
human-domainome-v1,P26367_PF00046_213,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,P26651_PF00642_105,audited,foldseek-family-9cc45a3ec4a0,,False
human-domainome-v1,P28069_PF00157_130,audited,foldseek-family-668cb0514ee7,,False
human-domainome-v1,P28360_PF00046_174,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,P32243_PF00046_40,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,P35251_PF00533_405,audited,foldseek-family-a1727ce6bfb5,,False
human-domainome-v1,P35548_PF00046_144,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,P35711_PF00505_557,audited,foldseek-family-a7e0e568ea58,,False
human-domainome-v1,P35712_PF00505_622,audited,foldseek-family-a7e0e568ea58,,False
human-domainome-v1,P35713_PF00505_87,audited,foldseek-family-a7e0e568ea58,,False
human-domainome-v1,P35716_PF00505_50,audited,foldseek-family-a7e0e568ea58,,False
human-domainome-v1,P37275_PF00096_933,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,P39880_PF02376_548,audited,foldseek-family-05163d54f556,,False
human-domainome-v1,P39880_PF02376_941,audited,foldseek-family-05163d54f556,,False
human-domainome-v1,P41225_PF00505_140,audited,foldseek-family-a7e0e568ea58,,False
human-domainome-v1,P41229_PF00628_319,audited,foldseek-family-3918385a7469,,False
human-domainome-v1,P43320_PF00030_106,audited,foldseek-family-a6a5f535b121,,False
human-domainome-v1,P43354_PF00105_260,audited,foldseek-family-b6f033cc1c5b,,False
human-domainome-v1,P45973_PF00385_21,audited,foldseek-family-0fa14c7c72c8,,False
human-domainome-v1,P46934_PF00397_836,audited,foldseek-family-0bd04fe9d2fe,,False
human-domainome-v1,P46937_PF00397_162,audited,foldseek-family-0bd04fe9d2fe,,False
human-domainome-v1,P46937_PF00397_165,audited,foldseek-family-0bd04fe9d2fe,,False
human-domainome-v1,P46937_PF00397_226,audited,foldseek-family-0bd04fe9d2fe,,False
human-domainome-v1,P47974_PF00642_193,audited,foldseek-family-9cc45a3ec4a0,,False
human-domainome-v1,P48431_PF00505_42,audited,foldseek-family-a7e0e568ea58,,False
human-domainome-v1,P49335_PF00046_280,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,P49792_PF00641_1414,undocumented_no_structure,,HTTPError: HTTP Error 404: Not Found,False
human-domainome-v1,P49792_PF00641_1478,undocumented_no_structure,,HTTPError: HTTP Error 404: Not Found,False
human-domainome-v1,P50539_PF00010_70,audited,foldseek-family-d9afd602f568,,False
human-domainome-v1,P51451_PF00018_59,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,P51508_PF00096_331,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,P51508_PF00096_555,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,P51608_PF01429_91,audited,foldseek-family-ba85664464f6,,False
human-domainome-v1,P51687_PF00173_87,audited,foldseek-family-9efa1850c1a1,,False
human-domainome-v1,P53673_PF00030_14,audited,foldseek-family-a6a5f535b121,,False
human-domainome-v1,P54277_PF00505_572,audited,foldseek-family-a7e0e568ea58,,False
human-domainome-v1,P54727_PF00627_186,audited,foldseek-family-b17f3da2e271,,False
human-domainome-v1,P54727_PF00627_361,audited,foldseek-family-b17f3da2e271,,False
human-domainome-v1,P54821_PF00046_96,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,P55072_PF02359_26,audited,foldseek-family-6d10b650f252,,False
human-domainome-v1,P55895_PF13341_415,audited,foldseek-family-de2b6e594552,,False
human-domainome-v1,P56915_PF00046_162,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,P57071_PF00096_1085,undocumented_no_structure,,ValueError: AlphaFold crop sequence differs from the frozen target,False
human-domainome-v1,P60002_PF05129_3,audited,foldseek-family-25458ea79d29,,False
human-domainome-v1,P60321_PF05741_63,audited,foldseek-family-c7ea888f673e,,False
human-domainome-v1,P61024_PF01111_1,audited,foldseek-family-f3d757078e47,,False
human-domainome-v1,P61086_PF00627_158,audited,foldseek-family-b17f3da2e271,,False
human-domainome-v1,P61960_PF03671_4,audited,foldseek-family-12b45d4f06f3,,False
human-domainome-v1,P62993_PF00018_159,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,P67809_PF00313_52,audited,foldseek-family-685589e3eb06,,False
human-domainome-v1,P78352_PF00595_157,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,P78352_PF00595_309,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,P78352_PF00595_60,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,P78424_PF00046_609,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,P78545_PF02198_50,audited,foldseek-family-c20c80a98266,,False
human-domainome-v1,P78563_PF00035_80,audited,foldseek-family-e9ecc65ecf3b,,False
human-domainome-v1,P82979_PF02037_3,audited,foldseek-family-18dd82217f72,,False
human-domainome-v1,P98175_PF00641_214,audited,foldseek-family-6536a86514bd,,False
human-domainome-v1,Q00839_PF02037_6,audited,foldseek-family-18dd82217f72,,False
human-domainome-v1,Q00987_PF00641_299,audited,foldseek-family-c0c5fe279857,,False
human-domainome-v1,Q01543_PF02198_116,audited,foldseek-family-c20c80a98266,,False
human-domainome-v1,Q01826_PF02376_371,audited,foldseek-family-05163d54f556,,False
human-domainome-v1,Q01826_PF02376_494,audited,foldseek-family-05163d54f556,,False
human-domainome-v1,Q01826_PF16557_178,audited,foldseek-family-cd8250e67d7d,,False
human-domainome-v1,Q01851_PF00157_266,audited,foldseek-family-668cb0514ee7,,False
human-domainome-v1,Q01860_PF00157_134,audited,foldseek-family-668cb0514ee7,,False
human-domainome-v1,Q03052_PF00157_247,audited,foldseek-family-668cb0514ee7,,False
human-domainome-v1,Q03181_PF00105_71,audited,foldseek-family-b6f033cc1c5b,,False
human-domainome-v1,Q05066_PF00505_61,audited,foldseek-family-a7e0e568ea58,,False
human-domainome-v1,Q05195_PF00010_58,audited,foldseek-family-d9afd602f568,,False
human-domainome-v1,Q05655_PF00130_228,audited,foldseek-family-659fe476592c,,False
human-domainome-v1,Q06187_PF00018_215,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q06546_PF02198_172,audited,foldseek-family-c20c80a98266,,False
human-domainome-v1,Q06787_PF00013_217,audited,foldseek-family-a3e41f03edc1,,False
human-domainome-v1,Q06945_PF00505_60,audited,foldseek-family-a7e0e568ea58,,False
human-domainome-v1,Q08881_PF00018_172,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q12824_PF04855_181,audited,foldseek-family-89b8fb220a44,,False
human-domainome-v1,Q12830_PF00628_2862,undocumented_no_structure,,HTTPError: HTTP Error 404: Not Found,False
human-domainome-v1,Q12837_PF00157_256,audited,foldseek-family-668cb0514ee7,,False
human-domainome-v1,Q12873_PF00628_374,audited,foldseek-family-3918385a7469,,False
human-domainome-v1,Q12899_PF00643_97,audited,foldseek-family-ac5efd723589,,False
human-domainome-v1,Q12929_PF00018_533,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q12929_PF18016_720,audited,foldseek-family-090a8aab2123,,False
human-domainome-v1,Q12965_PF00018_1051,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q13009_PF00595_843,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q13148_PF18694_5,audited,foldseek-family-49c4a396f5d0,,False
human-domainome-v1,Q13163_PF00564_15,audited,foldseek-family-339849e11038,,False
human-domainome-v1,Q13263_PF00628_620,audited,foldseek-family-3918385a7469,,False
human-domainome-v1,Q13368_PF00595_132,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q13424_PF00595_79,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q13472_PF06839_812,audited,foldseek-family-0216fe5af997,,False
human-domainome-v1,Q13472_PF06839_896,undocumented_no_structure,,ValueError: AlphaFold crop sequence differs from the frozen target,False
human-domainome-v1,Q13501_PF00569_120,audited,foldseek-family-0ee6e166b89a,,False
human-domainome-v1,Q13501_PF16577_389,audited,foldseek-family-75b915a9c420,,False
human-domainome-v1,Q13526_PF00397_1,audited,foldseek-family-40a9153e0863,,False
human-domainome-v1,Q13642_PF00412_160,audited,foldseek-family-fc04d2f8ea8a,,False
human-domainome-v1,Q13642_PF00412_99,audited,foldseek-family-fc04d2f8ea8a,,False
human-domainome-v1,Q13813_PF13499_2327,audited,foldseek-family-ec187f3b6f42,,False
human-domainome-v1,Q14151_PF02037_27,audited,foldseek-family-18dd82217f72,,False
human-domainome-v1,Q14160_PF00595_857,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q14192_PF00412_38,audited,foldseek-family-fc04d2f8ea8a,,False
human-domainome-v1,Q14202_PF06467_350,audited,foldseek-family-aed4658f5dde,,False
human-domainome-v1,Q14202_PF06467_405,audited,foldseek-family-aed4658f5dde,,False
human-domainome-v1,Q14839_PF00385_623,audited,foldseek-family-0fa14c7c72c8,,False
human-domainome-v1,Q14839_PF00628_365,audited,foldseek-family-3918385a7469,,False
human-domainome-v1,Q14839_PF00628_444,audited,foldseek-family-3918385a7469,,False
human-domainome-v1,Q14863_PF00157_139,undocumented_no_structure,,ValueError: AlphaFold crop sequence differs from the frozen target,False
human-domainome-v1,Q14995_PF00105_103,audited,foldseek-family-b6f033cc1c5b,,False
human-domainome-v1,Q14CM0_PF00595_75,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q14CS0_PF00789_256,audited,foldseek-family-ae2d8202d963,,False
human-domainome-v1,Q15319_PF00157_185,audited,foldseek-family-668cb0514ee7,,False
human-domainome-v1,Q15365_PF00013_278,audited,foldseek-family-a3e41f03edc1,,False
human-domainome-v1,Q15424_PF02037_26,audited,foldseek-family-18dd82217f72,,False
human-domainome-v1,Q15475_PF00046_131,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,Q15554_PF00249_489,audited,foldseek-family-b9d7186d8578,,False
human-domainome-v1,Q15699_PF00046_134,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,Q15811_PF00018_1003,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q15811_PF00018_1156,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q15811_PF00018_909,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q15811_PF07653_1003,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q15911_PF00046_2244,undocumented_no_structure,,HTTPError: HTTP Error 404: Not Found,False
human-domainome-v1,Q15911_PF00046_2643,undocumented_no_structure,,HTTPError: HTTP Error 404: Not Found,False
human-domainome-v1,Q15942_PF00412_504,audited,foldseek-family-fc04d2f8ea8a,,False
human-domainome-v1,Q1KMD3_PF02037_1,audited,foldseek-family-18dd82217f72,,False
human-domainome-v1,Q2Q1W2_PF00643_274,audited,foldseek-family-ac5efd723589,,False
human-domainome-v1,Q5F1R6_PF12171_315,audited,foldseek-family-7e60ff488fba,,False
human-domainome-v1,Q5HYK7_PF00018_664,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q5SQQ9_PF00046_102,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,Q5TCQ9_PF00397_287,audited,foldseek-family-0bd04fe9d2fe,,False
human-domainome-v1,Q5U5Q3_PF00013_325,audited,foldseek-family-a3e41f03edc1,,False
human-domainome-v1,Q5VTD9_PF00096_221,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q5VVJ2_PF00249_120,audited,foldseek-family-b9d7186d8578,,False
human-domainome-v1,Q5VWI1_PF01846_448,audited,foldseek-family-6c7cc5cc429c,,False
human-domainome-v1,Q68DC2_PF00536_774,audited,foldseek-family-893035036018,,False
human-domainome-v1,Q6NWY9_PF01846_274,audited,foldseek-family-6c7cc5cc429c,,False
human-domainome-v1,Q6P0N0_PF00249_878,audited,foldseek-family-b9d7186d8578,,False
human-domainome-v1,Q6XZF7_PF00018_146,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q6XZF7_PF00018_1516,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q6XZF7_PF00018_242,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q6XZF7_PF14604_147,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q6ZN01_PF02037_170,audited,foldseek-family-18dd82217f72,,False
human-domainome-v1,Q6ZSG1_PF13639_293,audited,foldseek-family-a208c21e9493,,False
human-domainome-v1,Q6ZVD7_PF10264_112,audited,foldseek-family-ef729c29677c,,False
human-domainome-v1,Q6ZWJ1_PF00397_493,audited,foldseek-family-0bd04fe9d2fe,,False
human-domainome-v1,Q7L590_PF09329_383,audited,foldseek-family-28ee1d65d8c9,,False
human-domainome-v1,Q7Z4I7_PF00412_13,audited,foldseek-family-fc04d2f8ea8a,,False
human-domainome-v1,Q7Z5Q1_PF16366_513,audited,foldseek-family-c513be0675ad,,False
human-domainome-v1,Q7Z6B7_PF00018_744,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q7Z6G8_PF00536_812,audited,foldseek-family-4c49d3340b9a,,False
human-domainome-v1,Q7Z6W7_PF00226_3,audited,foldseek-family-1dff15767f11,,False
human-domainome-v1,Q7Z6Z7_PF00627_1316,undocumented_no_structure,,HTTPError: HTTP Error 404: Not Found,False
human-domainome-v1,Q86UL8_PF00397_296,audited,foldseek-family-0bd04fe9d2fe,,False
human-domainome-v1,Q86UL8_PF00595_1144,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q86UL8_PF00595_601,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q86UL8_PF00595_774,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q86UP3_PF00046_2183,undocumented_no_structure,,ValueError: no exact-accession AlphaFold PDB,False
human-domainome-v1,Q86UP3_PF00046_2562,undocumented_no_structure,,ValueError: no exact-accession AlphaFold PDB,False
human-domainome-v1,Q86VP1_PF18112_729,audited,foldseek-family-2a8f6439f2c2,,False
human-domainome-v1,Q86WN1_PF14604_467,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q86XN8_PF00013_273,audited,foldseek-family-a3e41f03edc1,,False
human-domainome-v1,Q86YT6_PF18346_247,audited,foldseek-family-d7ac244ced51,,False
human-domainome-v1,Q8IV48_PF02037_65,audited,foldseek-family-18dd82217f72,,False
human-domainome-v1,Q8IWR0_PF00642_906,audited,foldseek-family-bb0156902b14,,False
human-domainome-v1,Q8IWT3_PF01485_2234,audited,foldseek-family-6a55fdab6c8b,,False
human-domainome-v1,Q8IX12_PF02037_625,audited,foldseek-family-18dd82217f72,,False
human-domainome-v1,Q8IYH5_PF00249_653,audited,foldseek-family-b9d7186d8578,,False
human-domainome-v1,Q8IZQ8_PF02037_363,audited,foldseek-family-18dd82217f72,,False
human-domainome-v1,Q8N157_PF00018_1053,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q8N3X1_PF00397_200,audited,foldseek-family-27989bda9f98,,False
human-domainome-v1,Q8N3X1_PF00397_593,audited,foldseek-family-884cb2600e9f,,False
human-domainome-v1,Q8N5C8_PF02845_12,audited,foldseek-family-fc9842b67ba3,,False
human-domainome-v1,Q8N8B7_PF08711_30,audited,foldseek-family-82e139eeaa87,,False
human-domainome-v1,Q8NB78_PF07496_139,audited,foldseek-family-3e766d04927b,,False
human-domainome-v1,Q8ND56_PF12701_7,audited,foldseek-family-251b24f5856b,,False
human-domainome-v1,Q8NEA6_PF00096_414,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q8NEA6_PF00096_473,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q8NFW5_PF00046_73,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,Q8NHM5_PF16866_656,audited,foldseek-family-f2d59d392b38,,False
human-domainome-v1,Q8TAT5_PF00641_316,audited,foldseek-family-6536a86514bd,,False
human-domainome-v1,Q8TDD2_PF00096_325,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q8TDI0_PF00628_411,audited,foldseek-family-3918385a7469,,False
human-domainome-v1,Q8TEW0_PF00595_457,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q8WU90_PF18044_104,audited,foldseek-family-bb6d0e6d7436,,False
human-domainome-v1,Q8WWH4_PF07647_273,audited,foldseek-family-4c49d3340b9a,,False
human-domainome-v1,Q8WXI2_PF00536_9,audited,foldseek-family-4c49d3340b9a,,False
human-domainome-v1,Q92734_PF00564_6,audited,foldseek-family-bbe21e8056a6,,False
human-domainome-v1,Q92796_PF00595_222,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q92796_PF00595_383,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q92945_PF00013_142,audited,foldseek-family-a3e41f03edc1,,False
human-domainome-v1,Q92997_PF00778_2,audited,foldseek-family-134047f4bde2,,False
human-domainome-v1,Q969G3_PF00505_67,audited,foldseek-family-a7e0e568ea58,,False
human-domainome-v1,Q96AE4_PF00013_184,audited,foldseek-family-a3e41f03edc1,,False
human-domainome-v1,Q96AE4_PF00013_98,audited,foldseek-family-a3e41f03edc1,,False
human-domainome-v1,Q96CB8_PF00628_155,audited,foldseek-family-117715f37951,,False
