panel_id,target_id,structure_family_id,structure_sha256
human-domainome-v1,O95155_PF04564_1229,foldseek-family-fa89bd0319e7,07e0c927256e28614da6fc9dbdec76cfcd3656a309e10c58b9b305d127fe2d82
human-domainome-v1,O95218_PF00641_11,foldseek-family-7b5949dffa50,2f1b9af49bc2da35a8bdbd882c97a0c4d5aee3a65e9a313a19c16952f09b729d
human-domainome-v1,O95218_PF00641_9,foldseek-family-7b5949dffa50,eeedf6d9eef1d847788f0057a70c13b15a0f81a72aab2280047c09d5173671a2
human-domainome-v1,O95267_PF00130_539,foldseek-family-659fe476592c,6cc6922f2a80349026bf983de147ceb279ee269422dcfdaf443feee76024d44e
human-domainome-v1,O95343_PF00046_212,foldseek-family-8fdcdcc01614,d6f24180dcd1ccb883c29590cbe2325b65f87a21de23257f5e7e72ab579cac1f
human-domainome-v1,O95475_PF00046_134,foldseek-family-8fdcdcc01614,8e00c6ec542ca3ef726f1ccda6b410658dd2b694ef091c2cc7d75bb51f4f5fe3
human-domainome-v1,O95718_PF00105_100,foldseek-family-b6f033cc1c5b,25deabb082b772b2c5215e0bb390e270e61eb7360e7b90df74b6ef52807af1ed
human-domainome-v1,O95789_PF06467_427,foldseek-family-aed4658f5dde,205cb0578d541bc379082403738e2c301df170083145902bd59843d4d3913c02
human-domainome-v1,O95793_PF00035_183,foldseek-family-e9ecc65ecf3b,18250836b1afeb62671bdbcd1157f90e5434be6c6576f43b2f7078410b7f9b78
human-domainome-v1,O95817_PF00397_11,foldseek-family-48d9af238b10,57b21c62c34efded26f43f0659f47d5219d95fc0c74d0e108e45d77c099fed7b
human-domainome-v1,O95835_PF00627_98,foldseek-family-b17f3da2e271,a4cd8a83bedcadd56e0c758114519543f2433020069f89c41d612dd6167860b0
human-domainome-v1,P00519_PF00018_64,foldseek-family-8842538ce269,e6ef6a166e2239909e1def24ac3e332b5efeeeadf209d53592c0a44adc4f5717
human-domainome-v1,P02549_PF00018_979,foldseek-family-8842538ce269,5aa29fa199d200106548fa3b190e0cb2f6f9c7dd93670ab58dd5acd2ddf2ec02
human-domainome-v1,P02585_PF13499_1,foldseek-family-c7a672322d4c,c2d4437a5114fc7be003ea81db3e7cb89589856b13e0347233f66e8443fdd173
human-domainome-v1,P04049_PF02196_58,foldseek-family-473f603e3d91,db3b53fc2934b1b28bb47a180f5ab331357001408c530a90da7f72b1d13e5c0a
human-domainome-v1,P04150_PF00105_419,foldseek-family-b6f033cc1c5b,a931a9ac9a3279d59f3dc1cbd7bb95ba78fbb7fc0cc5c3e8fdaa6ccac08194b5
human-domainome-v1,P05813_PF00030_31,foldseek-family-a6a5f535b121,5d9dd3fb37ae118b0bfb87c98933654592972278fb30f38fd593e37d607a19c7
human-domainome-v1,P06239_PF00018_63,foldseek-family-8842538ce269,d3c8b07165c747c5124e9ae50aa11b0249c4d4cccc725aa0acc0436730e022b9
human-domainome-v1,P06241_PF00018_83,foldseek-family-8842538ce269,cfc843b33e601f89364855a57f2442f6c8e4ee6e47c3333a9c4ef7f22dcd1bb4
human-domainome-v1,P07315_PF00030_4,foldseek-family-a6a5f535b121,06919414e512938c489381bc630a6b861f0867910d280b3b971aaf6e97d939bc
human-domainome-v1,P07315_PF00030_91,foldseek-family-a6a5f535b121,b2066f7d8fc53357c9b9babf4286ce1d44e72ce122faec5d2e551e342033ec3a
human-domainome-v1,P07316_PF00030_1,foldseek-family-a6a5f535b121,eabda85b6d4994cbd1397834d36282992f8283f466e3b09e89575e90fb4569f7
human-domainome-v1,P07814_PF00458_827,foldseek-family-0feafb0c9795,2fc29087f70dba3485e2d967fe3e923ae3ed78cd026b6751746143c3a36ac6b8
human-domainome-v1,P08151_PF00096_363,foldseek-family-4a10d7d27713,45a995741674247d5b4a0dfdb61201bcc69ae1f28b16a514d14fe91c6d88f043
human-domainome-v1,P08235_PF00105_600,foldseek-family-b6f033cc1c5b,9cf44926c9e792729dd19785c61a1d91f6f9f2d7623dc2a29ceeba321eb02024
human-domainome-v1,P08631_PF00018_80,foldseek-family-8842538ce269,c939daf8e0d1820fd0110e46544d506697191f214d6de9ab3e1eb66bede46570
human-domainome-v1,P09086_PF00157_200,foldseek-family-668cb0514ee7,5756ad7a6f8506753d883153ecc0f6b835a20172fa83cded7c9b5e74e5328438
human-domainome-v1,P09327_PF02209_793,foldseek-family-a76cc157cc10,db7efd1e1234bb96d35b3a19bf81c96f849d8e5cae3f768d6ed81e06d31bd7df
human-domainome-v1,P0CI26_PF00643_87,foldseek-family-ac5efd723589,35ecc89629b12a2937fda69d8ae63e6a0f91daccf86dd148797d51e98e9a8ec3
human-domainome-v1,P10070_PF00096_565,foldseek-family-4a10d7d27713,725c90fa8a20539170dd8003c6a95091f5315a78fa8ba97f7d5bb6bb6a1478f7
human-domainome-v1,P10071_PF00096_608,foldseek-family-4a10d7d27713,2326beccb26a6f8cdcaa66fb68b184ce6d28491e380d00b04280cdb927cf8911
human-domainome-v1,P10242_PF00249_143,foldseek-family-7856a192fa5a,f240dd5d58ad64003d0a9fa19183cd6b93ec9a18646560bf2ca9f4b2d71b2f24
human-domainome-v1,P10242_PF00249_40,foldseek-family-b9d7186d8578,40bad400384afb89d76669a43ee22ff910d934529990673e4a552a1e7ea32337
human-domainome-v1,P10275_PF00105_557,foldseek-family-b6f033cc1c5b,41c081eb8bd94a81d61fdc730f3817d8b010b64e1353375984704275bb424654
human-domainome-v1,P10398_PF02196_21,foldseek-family-473f603e3d91,852b43c60ff4f3662f11bec2e7ef9bd52180912358b6a2dd08fd63f71fab4b6a
human-domainome-v1,P10589_PF00105_83,foldseek-family-b6f033cc1c5b,88dfccfd66287f84d61eecfcf4b49be1e68ea05633f10be6b25d45637d871f8e
human-domainome-v1,P10826_PF00105_85,foldseek-family-b6f033cc1c5b,d79aac258c4788643daa3e6a0dbf09b25d96842389b7b360b71e10a78e528707
human-domainome-v1,P11182_PF02817_171,foldseek-family-3899668f7e4d,d461985377ae08ffd8fe474485152ec1b8bf74f9f68bbc2e77ff9d857d6bd73b
human-domainome-v1,P11308_PF02198_117,foldseek-family-c20c80a98266,80e1236182b8f2458591762956da1397ceeb9dd730eb534e9f5b0c66aa93e689
human-domainome-v1,P11844_PF00030_85,foldseek-family-a6a5f535b121,947b85f922eaa37c874c04a8d772cd773a1d0ba016673a690b5a417826e2d5aa
human-domainome-v1,P12931_PF00018_87,foldseek-family-8842538ce269,c282bc234e1fb6bf2a0564d3bb25d753d4577ac9643cd1a971fec6745c8110f7
human-domainome-v1,P12956_PF02037_558,foldseek-family-fbc917bdf874,269920a6bc6be6268bf39620e42c3edc8119943e0820b1828d0d4e1dcbfa86e1
human-domainome-v1,P13796_PF13499_13,foldseek-family-23ef80bfabae,6e5fc41dd341764ee152f0d50ed5bda7d94b75a673f49bbcbd9b882942daac03
human-domainome-v1,P13984_PF02270_177,foldseek-family-9a458b240458,fabddf8efcf14d8edabd4a457a0fbf8571db2f801854bbc0e8b4624510a38c22
human-domainome-v1,P14598_PF00018_157,foldseek-family-8842538ce269,2775c620feb2df449f01fbdfaf5af3d99a785f8092d3b45148c200d55acf4b6a
human-domainome-v1,P14653_PF00046_208,foldseek-family-8fdcdcc01614,f05a703f01e9f591eac3682ea457dc898b29ce04f7021bb4c4c7e653b52ae972
human-domainome-v1,P14859_PF00157_285,foldseek-family-668cb0514ee7,fe8cd3e6bd49acf66eb7ae0b3df4850f9f35b3076097b22cecea0d88f326c523
human-domainome-v1,P14921_PF02198_55,foldseek-family-c20c80a98266,e497821909b824ef871d3f4c5bebbe89a0ad258748f50e807eb168a04bb83c40
human-domainome-v1,P15498_PF00018_592,foldseek-family-8842538ce269,f0abd9942c5233e0e2197f70adf9b203534a86788979f865d22199be03292298
human-domainome-v1,P15498_PF00018_782,foldseek-family-8842538ce269,dd21c50064c971ed8405491016a19e43e74d938172e83027a20959dc577f2a77
human-domainome-v1,P16157_PF00531_1405,foldseek-family-2ad7975a8987,3d9b2d44ad159753eee6c0f5213ab9d27cdc9e07b106740c93629f22538eeeed
human-domainome-v1,P16885_PF00018_772,foldseek-family-8842538ce269,92e632136588f995d4ef37fa6f9913a9777f79e4f7dd73f010a9d10051b49766
human-domainome-v1,P16989_PF00313_84,foldseek-family-685589e3eb06,705e0abd8b42cd1d6d18587f686cf56bf753097bbefd8b2a9f9adb8617f03eea
human-domainome-v1,P17480_PF00505_408,foldseek-family-a7e0e568ea58,e22df5493ba1d4cb801eec1d97ef3514c0a5cb8bd2c779ba45e4465f23f1fcce
human-domainome-v1,P19793_PF00105_132,foldseek-family-b6f033cc1c5b,0e23c873226a0521fd0d0197c18585224f451e872000ba22b6c0ef4367975766
human-domainome-v1,P19878_PF00018_241,foldseek-family-8842538ce269,4d5da3d370b43e2de84bd5889273a5ff5626ccb3ac92e4ca4f288db7ddf7f659
human-domainome-v1,P19878_PF00018_456,foldseek-family-8842538ce269,cc18b4447e704febbcc8a9439e0913e6a7aef91167c122508f399795e3ab053d
human-domainome-v1,P19878_PF00564_353,foldseek-family-95da2b2d423b,27ae8257ff3796701da14d15767fb77d48c196d012831f20eaa50152f80bd574
human-domainome-v1,P20264_PF00046_408,foldseek-family-8fdcdcc01614,0b82e8af9dc2a64ae9dade7607bfaf023a3209b2175438f40675f68ec7f211a5
human-domainome-v1,P20264_PF00157_320,foldseek-family-668cb0514ee7,d439f7e308f02ace1a5effb570054be596209b9952c6e8c209b62de69d395a66
human-domainome-v1,P20265_PF00046_356,foldseek-family-8fdcdcc01614,b74746d9a86f5da6b46db702da730c12b5a296e81bd0c8400ea178fa0040042a
human-domainome-v1,P20265_PF00157_262,foldseek-family-668cb0514ee7,fcdda518b732042cfbee3b17d27ea777689d01cb61759c60b233b2e12e9541a7
human-domainome-v1,P20936_PF00018_281,foldseek-family-8842538ce269,790b11bca703cc576dee4bc7da3b20008d57020f3bc7bee461d03e1c442f57c7
human-domainome-v1,P22492_PF00538_44,foldseek-family-c8d2b13329cd,be6e32acccef40696efb2506f7f80b57fae30fd0a78c7be2cea53cdb2b501f60
human-domainome-v1,P22681_PF00627_854,foldseek-family-8181361ff555,b2ed1b175e31f93bc62990d03623a6bd4b0ede1e5fe6e1b0dbd83b8c21c86fe8
human-domainome-v1,P23759_PF00046_219,foldseek-family-8fdcdcc01614,0f0598b387f0d332e9b7229313b81fd4cd0399dc4f897cfa3c25e57b6c48c860
human-domainome-v1,P25490_PF00096_384,foldseek-family-4a10d7d27713,cda159ff53d0e050128c0870a909dbe4e8b9e14682ff3e98d877b145c8d9838a
human-domainome-v1,P25685_PF00226_4,foldseek-family-1dff15767f11,25876d2d74f95f313d786184f3ac0bbeecf959c2cd34351e4de8ba09ac3bb0bf
human-domainome-v1,P26367_PF00046_213,foldseek-family-8fdcdcc01614,03da5b18f1d077771b2c7fb192de83231b9761d3045cba51686b05b511945866
human-domainome-v1,P26651_PF00642_105,foldseek-family-9cc45a3ec4a0,0fd08137094bf202f717dc69f17211a73594baa8fbed89c2a9a4ea315d14268a
human-domainome-v1,P28069_PF00157_130,foldseek-family-668cb0514ee7,4af4e1ce5001e4c72cc767c7305a8fda14afbdff5ad5f360555b2717b666c37c
human-domainome-v1,P28360_PF00046_174,foldseek-family-8fdcdcc01614,15567a92225b80502d6e28119a379b41da7c82353ef7341c962795fedf037183
human-domainome-v1,P32243_PF00046_40,foldseek-family-8fdcdcc01614,2d9d67d22ea54fe1938f4c4804e90aa7b9cae638f600ed07baf244bd9358dc24
human-domainome-v1,P35251_PF00533_405,foldseek-family-a1727ce6bfb5,88dcb0920c2ea707ff0719b87d61e07954665a7679e94f458c4de21ff8a9ce8d
human-domainome-v1,P35548_PF00046_144,foldseek-family-8fdcdcc01614,432dbadd0a755c4fe243cebba740aaef3722d71e848b7d7a5cbcc43f6af7989f
human-domainome-v1,P35711_PF00505_557,foldseek-family-a7e0e568ea58,45d37066f9b484462ec2c74d1aa527a1b739c93d8b379a8e49f767911b220939
human-domainome-v1,P35712_PF00505_622,foldseek-family-a7e0e568ea58,9e5cb47a0dd31c0a5204a94eb08a3b9c5627e4abf673eba1ee8eba636581820f
human-domainome-v1,P35713_PF00505_87,foldseek-family-a7e0e568ea58,81e9e5e6ea2f4842934352d308570157f75119c06973b58455fc375b0baed7ae
human-domainome-v1,P35716_PF00505_50,foldseek-family-a7e0e568ea58,6eebb7d2e42e0c0d4c9c4ce70c27757988518e8d6415ae9a59b59dcb6f03ab13
human-domainome-v1,P37275_PF00096_933,foldseek-family-4a10d7d27713,418a5805c463134658742a867183aa36c93b38526f5d967b36015bb9e32499cc
human-domainome-v1,P39880_PF02376_548,foldseek-family-05163d54f556,f18141c6aceea1832d90ed72208acc0906463fd8299b92d4e64247564ce853ca
human-domainome-v1,P39880_PF02376_941,foldseek-family-05163d54f556,af1f18b5dbeaac90762eb5109203c06da08b4ff82d37638f5d5058220187f60f
human-domainome-v1,P41225_PF00505_140,foldseek-family-a7e0e568ea58,b8d2724b72a49543624a2a16aad0528bbd8700af92f85aad25cbb07d7aa97195
human-domainome-v1,P41229_PF00628_319,foldseek-family-3918385a7469,495ec67a7c1a78c55a10f4167329bd36f8409d37deeda08f59c00e63d2ca26cc
human-domainome-v1,P43320_PF00030_106,foldseek-family-a6a5f535b121,f7defecca19a6f1c809ba5d04becff66eaf4a3e9fe6d324b5ad794bcb4315ae9
human-domainome-v1,P43354_PF00105_260,foldseek-family-b6f033cc1c5b,b2e95bc969202ab737acb91f7462ca1991b6d4f6775bb8209a7d615c69e714e8
human-domainome-v1,P45973_PF00385_21,foldseek-family-0fa14c7c72c8,ac43e5db9a951ec5e0898232ab127aa3069528662925b22beea02acb3c788dd6
human-domainome-v1,P46934_PF00397_836,foldseek-family-0bd04fe9d2fe,5279b444f8e8629bb5dd74ead2cb882c3d88ab52400fb01be191ef603eabd98b
human-domainome-v1,P46937_PF00397_162,foldseek-family-0bd04fe9d2fe,1ecd37e88476a984d36339c7b215b27abccef25ec44da9334a94b05b503e4bfd
human-domainome-v1,P46937_PF00397_165,foldseek-family-0bd04fe9d2fe,7572cdcd214e185707de7d7a81f0e598c8241e0d5758b572dab3a2886ba6ef6a
human-domainome-v1,P46937_PF00397_226,foldseek-family-0bd04fe9d2fe,838cfea521bc3c43ae623279053d943ac55fb9f232aecf8e10023b3d54dc9d42
human-domainome-v1,P47974_PF00642_193,foldseek-family-9cc45a3ec4a0,ea2ce52555325d2cf46bca68cbd44a0eea647fdab43ebe22c04a3662adf66346
human-domainome-v1,P48431_PF00505_42,foldseek-family-a7e0e568ea58,57088f81c22168b26edb04b9c9854260ec3c4511a19ed6c8e00cb8cc91131a34
human-domainome-v1,P49335_PF00046_280,foldseek-family-8fdcdcc01614,432952dce753c9879524909b1fd5d4bf7d4d2c968629f07e354f44ff04f6d3aa
human-domainome-v1,P50539_PF00010_70,foldseek-family-d9afd602f568,78e40ae60be8cef41ea1ac47b11d799fc210a0b9168d7f5b5387b480fc4dc918
human-domainome-v1,P51451_PF00018_59,foldseek-family-8842538ce269,5313e1563de1606f42990bd09b6939be2c8435f4fc918892b52a6826e803ef4c
human-domainome-v1,P51508_PF00096_331,foldseek-family-4a10d7d27713,ed30815ed93be85d79753fead2c1f25df123d082b1072674aa2071fdb5d322b9
human-domainome-v1,P51508_PF00096_555,foldseek-family-4a10d7d27713,725803c6a8b59a0130644c9f857ebab87848023400a797741b62fcfd7bd2b056
human-domainome-v1,P51608_PF01429_91,foldseek-family-ba85664464f6,2525bed0f2b82c1e7c57f2ba257286a5035e364ed83f7917031825c7e333f488
human-domainome-v1,P51687_PF00173_87,foldseek-family-9efa1850c1a1,19ffac8277a71b43ec4f27cadb5cd88cd79d89c43770745e152a4823219a2940
human-domainome-v1,P53673_PF00030_14,foldseek-family-a6a5f535b121,7ad31fd08aa4615df9d111261d23061ce2b4f1b9a5925e7844ad3609ecec1699
human-domainome-v1,P54277_PF00505_572,foldseek-family-a7e0e568ea58,76bad8a3003d05f16d0681a36b7a663f7802d54247a7e54e67b55ae359e0f402
human-domainome-v1,P54727_PF00627_186,foldseek-family-b17f3da2e271,8708e2a47c890d6a9d09f9b8a476edb8d38502d5002fd9beef47d45ed1c38d7e
human-domainome-v1,P54727_PF00627_361,foldseek-family-b17f3da2e271,68384fc934fcd199c9c9b770c0b15049b12666de58e3a0b3be8594efb7f283d7
human-domainome-v1,P54821_PF00046_96,foldseek-family-8fdcdcc01614,9e5660c207cc44cc9b1887e17bf7e2d40e3a87462a5c5fb51b8f4dbfd8c917c1
human-domainome-v1,P55072_PF02359_26,foldseek-family-6d10b650f252,39453d5d6ef7faf9d07cc349fce7c437709f819517dfc192525e4781d4a977c4
human-domainome-v1,P55895_PF13341_415,foldseek-family-de2b6e594552,173affea4ddbfbd9c9a7b78187300d4fc2a3afb45524f07d3e7bc15b59d383c4
human-domainome-v1,P56915_PF00046_162,foldseek-family-8fdcdcc01614,5fa83afdc916fb04d88ff6944ec7fd225d82d4fa99ab7803dd1fc33fa1a5808b
human-domainome-v1,P60002_PF05129_3,foldseek-family-25458ea79d29,2f015d2088c00db4784e93aaf5575430ef9191fa4ec75cb7d74567b0f05d3670
human-domainome-v1,P60321_PF05741_63,foldseek-family-c7ea888f673e,35ee62eabd73715727924e90601b83c0b1c28cd5d81388008a60a6888bb2269e
human-domainome-v1,P61024_PF01111_1,foldseek-family-f3d757078e47,7fdead2f89d72177b01102c0490a2561696497139a76b24341b41c8ca153c7b6
human-domainome-v1,P61086_PF00627_158,foldseek-family-b17f3da2e271,4804833dee6cad878640f19bdcb2bcb935c6da2eaa00eee59d460f0334566478
human-domainome-v1,P61960_PF03671_4,foldseek-family-12b45d4f06f3,43eab614485c68ad3b20813911b289be2e63c9d2cf0a7e2b14f7cff35b2ce4cf
human-domainome-v1,P62993_PF00018_159,foldseek-family-8842538ce269,1f5fd669a3453be8d04f5a5b3a0e7946763bd178614584b1fb5c1acacd563dfc
human-domainome-v1,P67809_PF00313_52,foldseek-family-685589e3eb06,044c04ce81db3432b5dfdfc5b7d9316a9ab9dc13933f7f7cb89920bc727ff80b
human-domainome-v1,P78352_PF00595_157,foldseek-family-2d3185287d98,e6f994f2138766e2452cb724481cd018e0d8fe59abf71bc22bcdeb36ba51720d
human-domainome-v1,P78352_PF00595_309,foldseek-family-2d3185287d98,9b6a583d1c78776e29e66f992a58710c11794a946bf36dd4bf1d1ca5a969daa5
human-domainome-v1,P78352_PF00595_60,foldseek-family-2d3185287d98,e6555ce6c2d1252b117e08829e1869b54078a34e1de37f1fb981e3c0820c1f53
human-domainome-v1,P78424_PF00046_609,foldseek-family-8fdcdcc01614,368a4be64fc873b9c8ddc74d34e24455696981ab53514c5947cd4f7952246003
