protocol_id,panel_id,dataset_id,assay_id,task_id,target_id,protein_id,family_id,model_id,selection_gain_sd,protein_length,assayed_fraction,mutated_positions,msa_depth,msa_neff,alignment_coverage,sequence_identity_to_development,structure_similarity_to_development,domain_coverage,score_dispersion,score_tail_separation,missing_fraction,ensemble_disagreement,ensemble_agreement,taxon,assay_modality,model_family,model_modalities,exposure_status,structure_available,development_crossover_probability_supervised_wins,exact_sequence_unseen,mmseqs_family_unseen,pfam_clan_unseen,foldseek_structure_family_unseen,auditor_task_id,oracle_selection_gain_sd,selection_regret_sd,ensemble_agreement__carp_640m,ensemble_agreement__esm2_150m,ensemble_agreement__esm2_35m,ensemble_agreement__esm2_650m,ensemble_agreement__esm2_8m,ensemble_agreement__vespag,ensemble_disagreement__carp_640m,ensemble_disagreement__esm2_150m,ensemble_disagreement__esm2_35m,ensemble_disagreement__esm2_650m,ensemble_disagreement__esm2_8m,ensemble_disagreement__vespag,missing_fraction__carp_640m,missing_fraction__esm2_150m,missing_fraction__esm2_35m,missing_fraction__esm2_650m,missing_fraction__esm2_8m,missing_fraction__vespag,score_dispersion__carp_640m,score_dispersion__esm2_150m,score_dispersion__esm2_35m,score_dispersion__esm2_650m,score_dispersion__esm2_8m,score_dispersion__vespag,score_tail_separation__carp_640m,score_tail_separation__esm2_150m,score_tail_separation__esm2_35m,score_tail_separation__esm2_650m,score_tail_separation__esm2_8m,score_tail_separation__vespag,assay_modality_normalized
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,ACE2_HUMAN_Chan_2020,ACE2_HUMAN_Chan_2020,ACE2_HUMAN,ACE2_HUMAN,cssf_67d793b1df10,vespag,0.2428614985366881,805,0.1453416149068323,117.0,11106.0,1584.2,0.743,0.0,0.2414,1.0,0.1552723874480561,2.240723641416045,0.0,0.1684684509873785,0.8315315490126215,Human,Binding,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::ACE2_HUMAN_Chan_2020::ACE2_HUMAN,0.2428614985366881,0.0,0.8481689023546575,0.8322259189405854,0.7533322764382575,0.8167878885578826,0.6464422790835865,0.8315315490126215,0.1518310976453425,0.1677740810594146,0.2466677235617425,0.1832121114421173,0.3535577209164134,0.1684684509873785,0.0,0.0,0.0,0.0,0.0,0.0,3.1962893307280287,2.81476226895925,2.149002626343818,3.3765041158936473,1.517134700765833,0.1552723874480561,1.4304310462912413,1.3573896131031926,1.0278922093483245,1.466445270255415,1.0814597100773984,2.240723641416045,binding
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,ADRB2_HUMAN,cssf_516e14d168fd,vespag,0.4696349395627509,413,0.9975786924939468,412.0,204722.0,28078.5,0.712,0.0,0.248,1.0,0.0925405468029195,2.467208908695919,0.0,0.098981382825952,0.901018617174048,Human,Activity,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::ADRB2_HUMAN_Jones_2020::ADRB2_HUMAN,0.4886448420801732,0.01900990251742235,0.8992558157428335,0.9033824747180148,0.8823549312580465,0.9170739635386153,0.8581502554447044,0.901018617174048,0.1007441842571664,0.0966175252819853,0.1176450687419534,0.0829260364613848,0.1418497445552956,0.098981382825952,0.0,0.0,0.0,0.0,0.0,0.0,5.55668735830833,3.373704807862423,2.9336192562631433,3.628796539752475,2.715691575728144,0.0925405468029195,1.3331212710367455,0.8591746559872157,0.862582216230683,0.8590782500542695,0.900434899914272,2.467208908695919,activity
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,AMFR_HUMAN_Tsuboyama_2023_4G3O,AMFR_HUMAN_Tsuboyama_2023_4G3O,AMFR_HUMAN,AMFR_HUMAN,cssf_265b55e38391,vespag,0.7850078514916546,47,1.0,47.0,17787.0,1245.9,0.872,0.0,0.6812,1.0,0.0485501960726775,3.034885173223086,0.0,0.1349096574017072,0.8650903425982928,Human,Stability,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::AMFR_HUMAN_Tsuboyama_2023_4G3O::AMFR_HUMAN,0.8029776375885939,0.017969786096939222,0.8268088253426296,0.876184478489189,0.6976100545148736,0.8450459653493855,0.6328798464296939,0.8650903425982928,0.1731911746573704,0.1238155215108109,0.3023899454851264,0.1549540346506145,0.3671201535703061,0.1349096574017072,0.0,0.0,0.0,0.0,0.0,0.0,2.489902124870686,6.023047258117683,2.2351816425701405,5.885018085269015,0.9478948280016474,0.0485501960726775,2.232690949458179,1.9118251521616756,1.6536631602945715,2.193718543066441,1.572092511757479,3.034885173223086,stability
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,AMIE_PSEAE_Wrenbeck_2017,AMIE_PSEAE_Wrenbeck_2017,AMIE_PSEAE,AMIE_PSEAE,cssf_0406336ba271,vespag,0.8375614287593252,346,0.9855491329479767,341.0,140703.0,30827.3,0.725,0.0,0.3759,1.0,0.100601641693646,2.5075000441265547,0.0,0.2080750570141365,0.7919249429858635,Prokaryote,Activity,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::AMIE_PSEAE_Wrenbeck_2017::AMIE_PSEAE,0.8375614287593252,0.0,0.879654344637443,0.8990433632338122,0.8612865434269708,0.8421382575877305,0.8101269661488694,0.7919249429858635,0.120345655362557,0.1009566367661878,0.1387134565730292,0.1578617424122694,0.1898730338511306,0.2080750570141365,0.0,0.0,0.0,0.0,0.0,0.0,2.700052612659427,2.655866660260734,2.3116267378000264,3.6288834165212887,2.1282648743157933,0.100601641693646,1.1161920605103566,0.9515477469761132,1.0898939502518268,1.0265525370520925,1.2053230903451526,2.5075000441265547,activity
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,ANCSZ_Hobbs_2022,ANCSZ_Hobbs_2022,ANCSZ,ANCSZ,cssf_88339869d8cb,vespag,0.5648973194468099,627,0.4370015948963317,274.0,7424.0,1119.9,1.0,0.31,0.4833,0.0,0.0773000323910331,2.6497067524399793,0.0,0.0751989075762618,0.9248010924237382,Eukaryote,Activity,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::ANCSZ_Hobbs_2022::ANCSZ,0.6710121702948658,0.10611485084805594,0.8906896256665517,0.9177166195104404,0.9248010924237382,0.9159975143804706,0.8960704389150398,0.9248010924237382,0.1093103743334482,0.0822833804895595,0.0751989075762618,0.0840024856195293,0.1039295610849602,0.0751989075762618,0.0,0.0,0.0,0.0,0.0,0.0,4.758635131572005,3.853595396028976,3.444682693666478,4.0861873058356615,2.9805920183013854,0.0773000323910331,1.5551317500241475,1.227568330260897,1.2114568594283237,1.2083033835746084,1.1360686626783856,2.6497067524399793,activity
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,ARGR_ECOLI_Tsuboyama_2023_1AOY,ARGR_ECOLI_Tsuboyama_2023_1AOY,ARGR_ECOLI,ARGR_ECOLI,cssf_8af86fe1b209,vespag,0.6422743921328842,69,1.0,69.0,21443.0,3742.9,0.913,0.0,0.5514,0.9855072463768116,0.0813261100685817,2.5374957914325513,0.0,0.144769935813955,0.855230064186045,Prokaryote,Stability,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::ARGR_ECOLI_Tsuboyama_2023_1AOY::ARGR_ECOLI,0.6885579941023509,0.04628360196946668,0.8432643611590254,0.8811643790428698,0.8278541533071928,0.8732472336417836,0.8070644475996427,0.855230064186045,0.1567356388409746,0.1188356209571301,0.1721458466928072,0.1267527663582164,0.1929355524003573,0.144769935813955,0.0,0.0,0.0,0.0,0.0,0.0,2.748353630371254,2.2664911762463595,2.1838360970144777,2.982255547501415,1.7777392594467991,0.0813261100685817,1.3829050952213806,1.445756182663427,1.2779864571832606,1.2782457389047517,1.3718260410177343,2.5374957914325513,stability
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,BBC1_YEAST_Tsuboyama_2023_1TG0,BBC1_YEAST_Tsuboyama_2023_1TG0,BBC1_YEAST,BBC1_YEAST,cssf_784e4bfd3195,vespag,0.4890523212492144,64,1.0,64.0,604824.0,17392.4,0.844,0.0,0.6808,1.0,0.0798261309812893,2.918050690934934,0.0,0.1329818002056424,0.8670181997943576,Eukaryote,Stability,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::BBC1_YEAST_Tsuboyama_2023_1TG0::BBC1_YEAST,0.9647871636186672,0.47573484236945285,0.8348700932180012,0.9035149938222062,0.9067630154285004,0.9401086801862896,0.5931434219833429,0.8670181997943576,0.1651299067819988,0.0964850061777937,0.0932369845714995,0.0598913198137104,0.4068565780166571,0.1329818002056424,0.0,0.0,0.0,0.0,0.0,0.0,2.6352777245139136,3.6867927587038527,2.977296743888187,4.6554985470667845,1.86170121621933,0.0798261309812893,1.6632056332156873,1.2719952856196837,1.438900293767901,1.2338668558075483,1.6379411631144931,2.918050690934934,stability
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,BCHB_CHLTE_Tsuboyama_2023_2KRU,BCHB_CHLTE_Tsuboyama_2023_2KRU,BCHB_CHLTE,BCHB_CHLTE,cssf_39e5faa59a41,vespag,0.5398016926365916,52,1.0,52.0,12079.0,2701.3,0.923,0.0,0.5237,1.0,0.0976620628570486,2.771702158686038,0.0,0.2320948884595319,0.767905111540468,Prokaryote,Stability,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::BCHB_CHLTE_Tsuboyama_2023_2KRU::BCHB_CHLTE,0.5780993209419584,0.03829762830536676,0.8253732976602951,0.8461667351811009,0.8176507083993176,0.8368122915867846,0.8544293553775353,0.767905111540468,0.1746267023397049,0.1538332648188991,0.1823492916006823,0.1631877084132154,0.1455706446224647,0.2320948884595319,0.0,0.0,0.0,0.0,0.0,0.0,1.2117658899044506,1.286902814520966,1.18390691374991,3.76573239489223,1.5218597093403528,0.0976620628570486,1.6272653795001184,1.830928935961156,1.539557464411308,1.5810813296692734,1.4849448771075102,2.771702158686038,stability
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,BLAT_ECOLX_Deng_2012,BLAT_ECOLX_Deng_2012,BLAT_ECOLX,BLAT_ECOLX,cssf_1ca89f8f1279,vespag,0.9821531594530822,286,0.9195804195804196,263.0,209644.0,50901.4,0.752,0.0,0.2795,1.0,0.0922986087390897,2.5580008476471328,0.0,0.1487010327360014,0.8512989672639986,Prokaryote,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::BLAT_ECOLX_Deng_2012::BLAT_ECOLX,0.9821531594530822,0.0,0.8830690533512896,0.8979918685323527,0.870402698489094,0.8492283789116652,0.7681971705658488,0.8512989672639986,0.1169309466487104,0.1020081314676473,0.1295973015109059,0.1507716210883347,0.2318028294341512,0.1487010327360014,0.0,0.0,0.0,0.0,0.0,0.0,3.612158930115387,3.4707111352049687,2.799912370924541,4.009975887601031,2.3408694003964268,0.0922986087390897,1.613532677550302,1.4788092783327833,1.3609139066385458,1.590206312781759,1.221926272498928,2.5580008476471328,organismalfitness
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,BLAT_ECOLX_Firnberg_2014,BLAT_ECOLX_Firnberg_2014,BLAT_ECOLX,BLAT_ECOLX,cssf_1ca89f8f1279,vespag,1.1473303880249548,286,0.9195804195804196,263.0,209644.0,50901.4,0.752,0.0,0.2795,1.0,0.0928928211090989,2.5463454344790524,0.0,0.1508193551846842,0.8491806448153157,Prokaryote,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::BLAT_ECOLX_Firnberg_2014::BLAT_ECOLX,1.1473303880249548,0.0,0.8827710779254615,0.8964229363896119,0.8687671580371799,0.846592419471232,0.7662713347343871,0.8491806448153157,0.1172289220745385,0.1035770636103881,0.1312328419628201,0.153407580528768,0.2337286652656128,0.1508193551846842,0.0,0.0,0.0,0.0,0.0,0.0,3.5873625830298166,3.4442098987214083,2.7723521155185624,3.990443218225201,2.3139489352239284,0.0928928211090989,1.6233721080269032,1.4792942614822284,1.3606372466934908,1.5925616174357276,1.2266307649353465,2.5463454344790524,organismalfitness
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,BLAT_ECOLX_Jacquier_2013,BLAT_ECOLX_Jacquier_2013,BLAT_ECOLX,BLAT_ECOLX,cssf_1ca89f8f1279,vespag,0.6908722650435279,286,0.9195804195804196,263.0,209644.0,50901.4,0.752,0.0,0.2795,1.0,0.1099393244386346,2.209149883741073,0.0,0.1439687811168839,0.8560312188831161,Prokaryote,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::BLAT_ECOLX_Jacquier_2013::BLAT_ECOLX,0.6908722650435279,0.0,0.8801087759738178,0.8937590082739356,0.868050425617878,0.8544217344041728,0.7584391625262255,0.8560312188831161,0.1198912240261822,0.1062409917260643,0.1319495743821219,0.1455782655958272,0.2415608374737745,0.1439687811168839,0.0,0.0,0.0,0.0,0.0,0.0,3.271686170175111,3.2324253264023017,2.595629405943503,3.640755065142113,2.096017297799469,0.1099393244386346,1.510001975759064,1.2869106241009918,1.2368765943785145,1.4265728614640676,1.092468624891145,2.209149883741073,organismalfitness
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,BLAT_ECOLX_Stiffler_2015,BLAT_ECOLX_Stiffler_2015,BLAT_ECOLX,BLAT_ECOLX,cssf_1ca89f8f1279,vespag,0.9947649027874556,286,0.9195804195804196,263.0,209644.0,50901.4,0.752,0.0,0.2795,1.0,0.0923160547645186,2.5571022612692875,0.0,0.1486867010941344,0.8513132989058656,Prokaryote,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::BLAT_ECOLX_Stiffler_2015::BLAT_ECOLX,0.9947649027874556,0.0,0.8830690425586011,0.8979740016629983,0.8704027003745051,0.849228409810145,0.7681971705658488,0.8513132989058656,0.1169309574413989,0.1020259983370016,0.1295972996254949,0.1507715901898549,0.2318028294341512,0.1486867010941344,0.0,0.0,0.0,0.0,0.0,0.0,3.612158930115387,3.4707111352049687,2.7999124148088175,4.009975914677313,2.3408694003964268,0.0923160547645186,1.613532677550302,1.4788092783327833,1.3609141892163803,1.5902062520117903,1.221926272498928,2.5571022612692875,organismalfitness
