protocol_id,panel_id,dataset_id,assay_id,task_id,target_id,protein_id,family_id,model_id,protein_length,assayed_fraction,mutated_positions,msa_depth,msa_neff,alignment_coverage,sequence_identity_to_development,structure_similarity_to_development,domain_coverage,score_dispersion,score_tail_separation,missing_fraction,ensemble_agreement,ensemble_disagreement,taxon,assay_modality,model_family,model_modalities,exposure_status,structure_available,exact_sequence_unseen,mmseqs_family_unseen,pfam_clan_unseen,foldseek_structure_family_unseen
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-b-1,mavedb-complement-v1::urn:mavedb:00001200-b-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_8m,461,,,,,,0.0,0.3021,0.7310195227765727,2.7398257289455943,0.8354000486216414,0.0,0.8706379576133194,0.1293620423866806,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-b-1,mavedb-complement-v1::urn:mavedb:00001200-b-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,vespag,461,,,,,,0.0,0.3021,0.7310195227765727,1.6866477334607832,0.9923531699274148,0.0,0.848406169551635,0.15159383044836505,human,multiplexed variant effect,distilled-evolutionary-variant-effect-model,sequence,known,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-c-1,mavedb-complement-v1::urn:mavedb:00001200-c-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,carp_640m,461,,,,,,0.0,0.3021,0.7310195227765727,4.222135920252364,1.1937380437298721,0.0,0.8676578103993751,0.13234218960062494,human,multiplexed variant effect,convolutional-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-c-1,mavedb-complement-v1::urn:mavedb:00001200-c-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_150m,461,,,,,,0.0,0.3021,0.7310195227765727,3.6845157753508624,0.8584838485860391,0.0,0.920176977561304,0.07982302243869599,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-c-1,mavedb-complement-v1::urn:mavedb:00001200-c-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_35m,461,,,,,,0.0,0.3021,0.7310195227765727,3.2502148935786273,0.8848840816176936,0.0,0.8939511260560278,0.10604887394397222,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-c-1,mavedb-complement-v1::urn:mavedb:00001200-c-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_650m,461,,,,,,0.0,0.3021,0.7310195227765727,4.0914166993034975,1.0357330309117847,0.0,0.9139963228109729,0.08600367718902713,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-c-1,mavedb-complement-v1::urn:mavedb:00001200-c-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_8m,461,,,,,,0.0,0.3021,0.7310195227765727,2.7398257289455943,0.8354000486216414,0.0,0.8706379576133194,0.1293620423866806,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-c-1,mavedb-complement-v1::urn:mavedb:00001200-c-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,vespag,461,,,,,,0.0,0.3021,0.7310195227765727,1.6866477334607832,0.9923531699274148,0.0,0.848406169551635,0.15159383044836505,human,multiplexed variant effect,distilled-evolutionary-variant-effect-model,sequence,known,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-d-1,mavedb-complement-v1::urn:mavedb:00001200-d-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,carp_640m,461,,,,,,0.0,0.3021,0.7310195227765727,4.222135920252364,1.1937380437298721,0.0,0.8676578103993751,0.13234218960062494,human,multiplexed variant effect,convolutional-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-d-1,mavedb-complement-v1::urn:mavedb:00001200-d-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_150m,461,,,,,,0.0,0.3021,0.7310195227765727,3.6845157753508624,0.8584838485860391,0.0,0.920176977561304,0.07982302243869599,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-d-1,mavedb-complement-v1::urn:mavedb:00001200-d-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_35m,461,,,,,,0.0,0.3021,0.7310195227765727,3.2502148935786273,0.8848840816176936,0.0,0.8939511260560278,0.10604887394397222,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-d-1,mavedb-complement-v1::urn:mavedb:00001200-d-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_650m,461,,,,,,0.0,0.3021,0.7310195227765727,4.0914166993034975,1.0357330309117847,0.0,0.9139963228109729,0.08600367718902713,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-d-1,mavedb-complement-v1::urn:mavedb:00001200-d-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_8m,461,,,,,,0.0,0.3021,0.7310195227765727,2.7398257289455943,0.8354000486216414,0.0,0.8706379576133194,0.1293620423866806,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-d-1,mavedb-complement-v1::urn:mavedb:00001200-d-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,vespag,461,,,,,,0.0,0.3021,0.7310195227765727,1.6866477334607832,0.9923531699274148,0.0,0.848406169551635,0.15159383044836505,human,multiplexed variant effect,distilled-evolutionary-variant-effect-model,sequence,known,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-e-1,mavedb-complement-v1::urn:mavedb:00001200-e-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,carp_640m,461,,,,,,0.0,0.3021,0.7310195227765727,4.222135920252364,1.1937380437298721,0.0,0.8676578103993751,0.13234218960062494,human,multiplexed variant effect,convolutional-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-e-1,mavedb-complement-v1::urn:mavedb:00001200-e-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_150m,461,,,,,,0.0,0.3021,0.7310195227765727,3.6845157753508624,0.8584838485860391,0.0,0.920176977561304,0.07982302243869599,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-e-1,mavedb-complement-v1::urn:mavedb:00001200-e-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_35m,461,,,,,,0.0,0.3021,0.7310195227765727,3.2502148935786273,0.8848840816176936,0.0,0.8939511260560278,0.10604887394397222,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-e-1,mavedb-complement-v1::urn:mavedb:00001200-e-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_650m,461,,,,,,0.0,0.3021,0.7310195227765727,4.0914166993034975,1.0357330309117847,0.0,0.9139963228109729,0.08600367718902713,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-e-1,mavedb-complement-v1::urn:mavedb:00001200-e-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_8m,461,,,,,,0.0,0.3021,0.7310195227765727,2.7398257289455943,0.8354000486216414,0.0,0.8706379576133194,0.1293620423866806,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-e-1,mavedb-complement-v1::urn:mavedb:00001200-e-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,vespag,461,,,,,,0.0,0.3021,0.7310195227765727,1.6866477334607832,0.9923531699274148,0.0,0.848406169551635,0.15159383044836505,human,multiplexed variant effect,distilled-evolutionary-variant-effect-model,sequence,known,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000659-a-1,mavedb-complement-v1::urn:mavedb:00000659-a-1,mavedb-93100c3b9be6e587,SGCB,pfam:PF04790,carp_640m,318,,,,,,0.0,0.215,0.7830188679245284,3.46080083589135,1.3689104737604056,0.0,0.7852730300355386,0.2147269699644614,human,multiplexed variant effect,convolutional-protein-language-model,sequence,clean,yes,True,True,,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000659-a-1,mavedb-complement-v1::urn:mavedb:00000659-a-1,mavedb-93100c3b9be6e587,SGCB,pfam:PF04790,esm2_150m,318,,,,,,0.0,0.215,0.7830188679245284,2.2299664876590963,1.1050598815401493,0.0,0.7967400683664561,0.20325993163354394,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000659-a-1,mavedb-complement-v1::urn:mavedb:00000659-a-1,mavedb-93100c3b9be6e587,SGCB,pfam:PF04790,esm2_35m,318,,,,,,0.0,0.215,0.7830188679245284,1.5774561356189756,1.2780339130261458,0.0,0.6988095899567524,0.30119041004324765,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000659-a-1,mavedb-complement-v1::urn:mavedb:00000659-a-1,mavedb-93100c3b9be6e587,SGCB,pfam:PF04790,esm2_650m,318,,,,,,0.0,0.215,0.7830188679245284,3.5198477688019176,2.29119494634202,0.0,0.6693564041491897,0.33064359585081027,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000659-a-1,mavedb-complement-v1::urn:mavedb:00000659-a-1,mavedb-93100c3b9be6e587,SGCB,pfam:PF04790,esm2_8m,318,,,,,,0.0,0.215,0.7830188679245284,1.3273684325772226,1.3353612324019641,0.0,0.6909401791738685,0.3090598208261315,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000659-a-1,mavedb-complement-v1::urn:mavedb:00000659-a-1,mavedb-93100c3b9be6e587,SGCB,pfam:PF04790,vespag,318,,,,,,0.0,0.215,0.7830188679245284,1.290779216653082,1.5713778647724654,0.0,0.736316908327055,0.263683091672945,human,multiplexed variant effect,distilled-evolutionary-variant-effect-model,sequence,known,yes,True,True,,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001235-a-1,mavedb-complement-v1::urn:mavedb:00001235-a-1,mavedb-a5cec053cd1989b7,TP53,confirmation-family-a338d5377fcc,carp_640m,393,,,,,,1.0,,,4.267784136258008,1.1043011867394132,0.0,0.8397325001202005,0.1602674998797995,human,multiplexed variant effect,convolutional-protein-language-model,sequence,possible,no,False,False,,
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001235-a-1,mavedb-complement-v1::urn:mavedb:00001235-a-1,mavedb-a5cec053cd1989b7,TP53,confirmation-family-a338d5377fcc,esm2_150m,393,,,,,,1.0,,,2.691878596759116,1.0784125554816428,0.0,0.7655863024106168,0.23441369758938324,human,multiplexed variant effect,masked-protein-language-model,sequence,possible,no,False,False,,
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001235-a-1,mavedb-complement-v1::urn:mavedb:00001235-a-1,mavedb-a5cec053cd1989b7,TP53,confirmation-family-a338d5377fcc,esm2_35m,393,,,,,,1.0,,,1.4743162199894926,1.2972846936007945,0.0,0.6618590832111879,0.3381409167888121,human,multiplexed variant effect,masked-protein-language-model,sequence,possible,no,False,False,,
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001235-a-1,mavedb-complement-v1::urn:mavedb:00001235-a-1,mavedb-a5cec053cd1989b7,TP53,confirmation-family-a338d5377fcc,esm2_650m,393,,,,,,1.0,,,3.3093329083998078,1.0478250038320978,0.0,0.8442465007716204,0.15575349922837955,human,multiplexed variant effect,masked-protein-language-model,sequence,possible,no,False,False,,
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001235-a-1,mavedb-complement-v1::urn:mavedb:00001235-a-1,mavedb-a5cec053cd1989b7,TP53,confirmation-family-a338d5377fcc,esm2_8m,393,,,,,,1.0,,,1.2800896737050924,1.355527672616787,0.0,0.6404229335405167,0.3595770664594833,human,multiplexed variant effect,masked-protein-language-model,sequence,possible,no,False,False,,
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001235-a-1,mavedb-complement-v1::urn:mavedb:00001235-a-1,mavedb-a5cec053cd1989b7,TP53,confirmation-family-a338d5377fcc,vespag,393,,,,,,1.0,,,1.5751970115614804,1.0880576339512857,0.0,0.7655863024106168,0.23441369758938324,human,multiplexed variant effect,distilled-evolutionary-variant-effect-model,sequence,known,no,False,False,,
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-a-1,mavedb-complement-v1::urn:mavedb:00000665-a-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,carp_640m,422,,,,,,0.0,0.2101,0.42890995260663506,6.322706412772463,1.5315315994879761,0.0,0.7733035417291889,0.22669645827081109,human,multiplexed variant effect,convolutional-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-a-1,mavedb-complement-v1::urn:mavedb:00000665-a-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_150m,422,,,,,,0.0,0.2101,0.42890995260663506,2.5192697239576254,1.031456820276011,0.0,0.9117842156664584,0.0882157843335416,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-a-1,mavedb-complement-v1::urn:mavedb:00000665-a-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_35m,422,,,,,,0.0,0.2101,0.42890995260663506,2.3237525376456616,1.1251169228325548,0.0,0.8909331063610393,0.10906689363896072,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-a-1,mavedb-complement-v1::urn:mavedb:00000665-a-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_650m,422,,,,,,0.0,0.2101,0.42890995260663506,3.504675077684772,0.8698283186002648,0.0,0.8799342467293296,0.12006575327067037,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-a-1,mavedb-complement-v1::urn:mavedb:00000665-a-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_8m,422,,,,,,0.0,0.2101,0.42890995260663506,1.7382053289883101,1.2965305329316748,0.0,0.8266285205188688,0.17337147948113119,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-a-1,mavedb-complement-v1::urn:mavedb:00000665-a-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,vespag,422,,,,,,0.0,0.2101,0.42890995260663506,1.4531762710926057,1.1409042069483586,0.0,0.8214568557416323,0.1785431442583677,human,multiplexed variant effect,distilled-evolutionary-variant-effect-model,sequence,known,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-b-1,mavedb-complement-v1::urn:mavedb:00000665-b-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,carp_640m,422,,,,,,0.0,0.2101,0.42890995260663506,6.322706412772463,1.5315315994879761,0.0,0.7733035417291889,0.22669645827081109,human,multiplexed variant effect,convolutional-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-b-1,mavedb-complement-v1::urn:mavedb:00000665-b-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_150m,422,,,,,,0.0,0.2101,0.42890995260663506,2.5192697239576254,1.031456820276011,0.0,0.9117842156664584,0.0882157843335416,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-b-1,mavedb-complement-v1::urn:mavedb:00000665-b-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_35m,422,,,,,,0.0,0.2101,0.42890995260663506,2.3237525376456616,1.1251169228325548,0.0,0.8909331063610393,0.10906689363896072,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-b-1,mavedb-complement-v1::urn:mavedb:00000665-b-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_650m,422,,,,,,0.0,0.2101,0.42890995260663506,3.504675077684772,0.8698283186002648,0.0,0.8799342467293296,0.12006575327067037,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-b-1,mavedb-complement-v1::urn:mavedb:00000665-b-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_8m,422,,,,,,0.0,0.2101,0.42890995260663506,1.7382053289883101,1.2965305329316748,0.0,0.8266285205188688,0.17337147948113119,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-b-1,mavedb-complement-v1::urn:mavedb:00000665-b-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,vespag,422,,,,,,0.0,0.2101,0.42890995260663506,1.4531762710926057,1.1409042069483586,0.0,0.8214568557416323,0.1785431442583677,human,multiplexed variant effect,distilled-evolutionary-variant-effect-model,sequence,known,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-c-1,mavedb-complement-v1::urn:mavedb:00000665-c-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,carp_640m,422,,,,,,0.0,0.2101,0.42890995260663506,6.322706412772463,1.5315315994879761,0.0,0.7733035417291889,0.22669645827081109,human,multiplexed variant effect,convolutional-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-c-1,mavedb-complement-v1::urn:mavedb:00000665-c-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_150m,422,,,,,,0.0,0.2101,0.42890995260663506,2.5192697239576254,1.031456820276011,0.0,0.9117842156664584,0.0882157843335416,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-c-1,mavedb-complement-v1::urn:mavedb:00000665-c-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_35m,422,,,,,,0.0,0.2101,0.42890995260663506,2.3237525376456616,1.1251169228325548,0.0,0.8909331063610393,0.10906689363896072,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-c-1,mavedb-complement-v1::urn:mavedb:00000665-c-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_650m,422,,,,,,0.0,0.2101,0.42890995260663506,3.504675077684772,0.8698283186002648,0.0,0.8799342467293296,0.12006575327067037,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-c-1,mavedb-complement-v1::urn:mavedb:00000665-c-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_8m,422,,,,,,0.0,0.2101,0.42890995260663506,1.7382053289883101,1.2965305329316748,0.0,0.8266285205188688,0.17337147948113119,human,multiplexed variant effect,masked-protein-language-model,sequence,clean,yes,True,True,False,True
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-c-1,mavedb-complement-v1::urn:mavedb:00000665-c-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,vespag,422,,,,,,0.0,0.2101,0.42890995260663506,1.4531762710926057,1.1409042069483586,0.0,0.8214568557416323,0.1785431442583677,human,multiplexed variant effect,distilled-evolutionary-variant-effect-model,sequence,known,yes,True,True,False,True
