assay_id,uniprot_id,taxon,coarse_selection_type,model,n_seeds,random_spearman,position_spearman,subset_spearman_difference,random_normalized_rmse,position_normalized_rmse,subset_normalized_rmse_difference
VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,Eukaryote,Stability,ESM1v_ensemble,10,0.5836235039950619,0.5416404646832185,0.04198303931184341,3.529738135727726,3.6359621759684893,-0.1062240402407633
RBP1_HUMAN_Tsuboyama_2023_2KWH,RBP1_HUMAN,Human,Stability,ESM1v_ensemble,10,0.4484348346793118,0.4072725574311642,0.04116227724814758,2.1142406351260252,1.9854327674091177,0.12880786771690736
ESTA_BACSU_Nutschel_2020,ESTA_BACSU,Prokaryote,Stability,ESM1v_ensemble,10,0.3408457876108982,0.300062017961231,0.040783769649667165,20.00345055032033,20.014398334838475,-0.010947784518144488
BLAT_ECOLX_Jacquier_2013,BLAT_ECOLX,Prokaryote,OrganismalFitness,ESM1v_ensemble,10,0.6923027300944786,0.6519193924464594,0.04038333764801927,2.0766090768526477,2.085580159375218,-0.008971082522570284
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,Human,Stability,ESM1v_ensemble,10,0.3062477468759843,0.2665250781895359,0.03972266868644838,1.8145561179296064,1.7700939614662126,0.04446215646339389
RD23A_HUMAN_Tsuboyama_2023_1IFY,RD23A_HUMAN,Human,Stability,ESM1v_ensemble,10,0.5843073948201101,0.5447273079404286,0.03958008687968153,3.911300619527176,3.949448987873603,-0.03814836834642743
SAV1_MOUSE_Tsuboyama_2023_2YSB,SAV1_MOUSE,Eukaryote,Stability,ESM1v_ensemble,10,0.6064510280998043,0.567612539848852,0.038838488250952416,5.207004564826914,5.131023699233877,0.07598086559303656
DYR_ECOLI_Thompson_2019,DYR_ECOLI,Prokaryote,OrganismalFitness,ESM1v_ensemble,10,0.4360885885003093,0.39792815090957123,0.03816043759073799,6.540120998745854,6.469761002960854,0.0703599957850007
BLAT_ECOLX_Stiffler_2015,BLAT_ECOLX,Prokaryote,OrganismalFitness,ESM1v_ensemble,10,0.7116750960750962,0.6738371435326822,0.037837952542413913,5.082838677091608,4.993277382246602,0.08956129484500579
BLAT_ECOLX_Firnberg_2014,BLAT_ECOLX,Prokaryote,OrganismalFitness,ESM1v_ensemble,10,0.7119820974690987,0.6742979521913238,0.037684145277774916,16.6050687605389,16.379862327523963,0.22520643301493487
C6KNH7_9INFA_Lee_2018,C6KNH7_9INFA,Virus,OrganismalFitness,ESM1v_ensemble,10,0.5004538993700238,0.4657438722563424,0.03471002711368139,5.087483446011544,5.098602812182796,-0.01111936617125231
RASK_HUMAN_Weng_2022_abundance,RASK_HUMAN,Human,Expression,ESM1v_ensemble,10,0.1011451754192128,0.06663853938936717,0.034506636029845626,31.288620457544106,31.45767743226627,-0.16905697472216302
GRB2_HUMAN_Faure_2021,GRB2_HUMAN,Human,OrganismalFitness,ESM1v_ensemble,10,0.6109144830124146,0.5767645864387758,0.0341498965736388,19.66141370836763,18.26262168897235,1.3987920193952803
TRPC_THEMA_Chan_2017,TRPC_THEMA,Prokaryote,OrganismalFitness,ESM1v_ensemble,10,0.5044879247611864,0.4715277602463435,0.032960164514842905,11.049722566156037,10.905865769785175,0.14385679637086302
SUMO1_HUMAN_Weile_2017,SUMO1_HUMAN,Human,OrganismalFitness,ESM1v_ensemble,10,0.5211677691085259,0.4883755836467835,0.032792185461742326,22.42668548403157,21.79195076499509,0.6347347190364776
BLAT_ECOLX_Deng_2012,BLAT_ECOLX,Prokaryote,OrganismalFitness,ESM1v_ensemble,10,0.5128249522281904,0.4812616673177496,0.031563284910440706,3.1726008423161627,3.0733108429987652,0.0992899993173976
CALM1_HUMAN_Weile_2017,CALM1_HUMAN,Human,OrganismalFitness,ESM1v_ensemble,10,0.27291441330380095,0.2434632899592613,0.029451123344539677,35.612925918007825,35.41436807712838,0.19855784087944456
SYUA_HUMAN_Newberry_2020,SYUA_HUMAN,Human,OrganismalFitness,ESM1v_ensemble,10,0.22503573854295417,0.1959632794371792,0.029072459105774967,53.44286478194156,53.62422288391472,-0.1813581019731579
ENVZ_ECOLI_Ghose_2023,ENVZ_ECOLI,Prokaryote,Activity,ESM1v_ensemble,10,0.19832951174422184,0.17080523056193736,0.02752428118228446,7.355380354529127,7.044596824101052,0.31078353042807655
HSP82_YEAST_Mishra_2016,HSP82_YEAST,Eukaryote,OrganismalFitness,ESM1v_ensemble,10,0.5464834667963192,0.5190163870055098,0.02746707979080947,26.159373516007513,25.655482141399432,0.5038913746080798
ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,Human,Activity,ESM1v_ensemble,10,0.5460248080818066,0.5189698140679494,0.027054994013857324,13.25746764898793,12.860528076029013,0.3969395729589145
TRPC_SACS2_Chan_2017,TRPC_SACS2,Prokaryote,OrganismalFitness,ESM1v_ensemble,10,0.6500260822111082,0.623839131796084,0.026186950415024224,10.13962819405699,9.831324204199644,0.30830398985734425
PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,Human,Activity,ESM1v_ensemble,10,0.49531981706050277,0.4708481929895997,0.024471624070903076,6.289989538429062,6.266661499025384,0.023328039403677624
RL40A_YEAST_Roscoe_2013,RL40A_YEAST,Eukaryote,OrganismalFitness,ESM1v_ensemble,10,0.36607388980696876,0.3425189332572152,0.023554956549753578,29.284706691543466,29.16129255613574,0.12341413540772236
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,Eukaryote,Stability,ESM1v_ensemble,10,0.5576056769841979,0.5353111786853245,0.022294498298873484,1.4873666610335108,1.558713923503014,-0.0713472624695031
GAL4_YEAST_Kitzman_2015,GAL4_YEAST,Eukaryote,OrganismalFitness,ESM1v_ensemble,10,0.4466899959552938,0.42453553983447795,0.022154456120815937,0.9822961871281768,0.955839624776836,0.02645656235134073
RL40A_YEAST_Roscoe_2014,RL40A_YEAST,Eukaryote,Activity,ESM1v_ensemble,10,0.24857419271985276,0.22706098297382304,0.02151320974602971,25.817191118609493,25.621807375568245,0.19538374304124737
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,Prokaryote,Stability,ESM1v_ensemble,10,0.1842483304650886,0.16382673748369964,0.02042159298138894,1.9339789848481428,1.8877881464194508,0.04619083842869172
ACE2_HUMAN_Chan_2020,ACE2_HUMAN,Human,Binding,ESM1v_ensemble,10,0.22540868726841415,0.20592952566267947,0.019479161605734704,6.41192056340158,6.834489020339096,-0.42256845693751666
PHOT_CHLRE_Chen_2023,PHOT_CHLRE,Eukaryote,Activity,ESM1v_ensemble,10,0.6329897609854466,0.6144560392475649,0.018533721737881703,17.62999595195131,17.23722056627869,0.3927753856726204
PA_I34A1_Wu_2015,PA_I34A1,Virus,OrganismalFitness,ESM1v_ensemble,10,0.12052129688493325,0.10215304407281785,0.018368252812115397,3.703116211612566,3.858101914767869,-0.1549857031553023
CAR11_HUMAN_Meitlis_2020_lof,CAR11_HUMAN,Human,OrganismalFitness,ESM1v_ensemble,10,0.46846353325005896,0.45063796099974074,0.017825572250318233,6.34157191260318,6.274410482952545,0.06716142965063368
OXDA_RHOTO_Vanella_2023_activity,OXDA_RHOTO,Eukaryote,Activity,ESM1v_ensemble,10,0.35901359243016434,0.34135085397921305,0.017662738450951253,54.21958081085112,55.95523448640455,-1.7356536755534315
NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,Human,Activity,ESM1v_ensemble,10,0.4514672221204908,0.433809567965482,0.017657654155008768,9.313882726966662,9.320343454655788,-0.00646072768912731
A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,Virus,OrganismalFitness,ESM1v_ensemble,10,0.5147371324220458,0.49713468823925816,0.017602444182787676,2.9041683006680943,2.9080426895619467,-0.0038743888938527872
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,Human,Activity,ESM1v_ensemble,10,0.688697693529108,0.6716214075826256,0.017076285946482427,2.8160397742497176,2.844776328488764,-0.028736554239046353
IF1_ECOLI_Kelsic_2016,IF1_ECOLI,Prokaryote,OrganismalFitness,ESM1v_ensemble,10,0.559890523036295,0.543573225509973,0.016317297526322112,33.53613009668301,35.41971469857623,-1.883584601893218
RL40A_YEAST_Mavor_2016,RL40A_YEAST,Eukaryote,OrganismalFitness,ESM1v_ensemble,10,0.3251156701781391,0.3092064153063152,0.015909254871823885,54.950557165494445,54.335985976724714,0.6145711887697274
UBC9_HUMAN_Weile_2017,UBC9_HUMAN,Human,OrganismalFitness,ESM1v_ensemble,10,0.5100628135879584,0.4947515133094759,0.015311300278482426,22.052537187902367,21.28158521476452,0.7709519731378492
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN,Human,Stability,ESM1v_ensemble,10,0.5588847960708948,0.543589998459572,0.015294797611322913,2.734818401157564,2.8306481368471452,-0.09582973568958134
AMFR_HUMAN_Tsuboyama_2023_4G3O,AMFR_HUMAN,Human,Stability,ESM1v_ensemble,10,0.43541713710500174,0.42056430245268944,0.014852834652312344,1.3843404937792128,1.3430983966935117,0.041242097085701215
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,OrganismalFitness,ESM1v_ensemble,10,0.7136908719154105,0.699069919411252,0.014620952504158569,18.0880214780557,17.77883243109209,0.30918904696361177
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,Human,Expression,ESM1v_ensemble,10,0.6379574882228825,0.6236578222820774,0.014299665940804973,20.643989931516764,20.72804409962326,-0.08405416810649768
I6TAH8_I68A0_Doud_2015,I6TAH8_I68A0,Virus,OrganismalFitness,ESM1v_ensemble,10,0.01784143958665978,0.004190039970401385,0.013651399616258395,2.0852389932504716,2.0993145120421732,-0.01407551879170157
MK01_HUMAN_Brenan_2016,MK01_HUMAN,Human,OrganismalFitness,ESM1v_ensemble,10,0.19848015634656635,0.18507931246271536,0.013400843883850988,4.723960662589471,4.7829982537767775,-0.05903759118730641
KCNJ2_MOUSE_Coyote-Maestas_2022_function,KCNJ2_MOUSE,Eukaryote,Activity,ESM1v_ensemble,10,0.36131685435964833,0.3482183277262747,0.013098526633373658,14.068353739239523,14.351777670488143,-0.2834239312486197
LGK_LIPST_Klesmith_2015,LGK_LIPST,Eukaryote,Activity,ESM1v_ensemble,10,0.561236089583865,0.5483245322452849,0.012911557338580109,13.974820944462158,14.003001396519887,-0.02818045205772677
NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31_HUMAN,Human,Stability,ESM1v_ensemble,10,0.4927400452215337,0.4799584343289266,0.012781610892607103,15.199125965288388,14.91762120962882,0.28150475565956795
ANCSZ_Hobbs_2022,ANCSZ,Eukaryote,Activity,ESM1v_ensemble,10,0.5556544700320554,0.5432138018541399,0.012440668177915466,53.983765963249084,53.35039813490003,0.6333678283490499
UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5_HUMAN,Human,Stability,ESM1v_ensemble,10,0.41346852971083214,0.40189475441796085,0.011573775292871246,3.0280678604174542,2.9657516331963194,0.062316227221134876
MYO3_YEAST_Tsuboyama_2023_2BTT,MYO3_YEAST,Eukaryote,Stability,ESM1v_ensemble,10,0.4500254125715686,0.43886758893281036,0.01115782363875828,2.1086290375292216,2.203397882069446,-0.09476884454022476
PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,Human,OrganismalFitness,ESM1v_ensemble,10,0.6214275428417685,0.6103085011423575,0.011119041699411114,28.58016275230846,28.493167097972673,0.08699565433578975
HXK4_HUMAN_Gersing_2022_activity,HXK4_HUMAN,Human,OrganismalFitness,ESM1v_ensemble,10,0.49581084629941874,0.4849273019581705,0.01088354434124813,13.896670113880827,14.007698829586435,-0.11102871570560673
P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53_HUMAN,Human,OrganismalFitness,ESM1v_ensemble,10,0.5120162959687866,0.5013241185461865,0.010692177422600136,5.828203946642786,5.804978439669162,0.02322550697362429
MLAC_ECOLI_MacRae_2023,MLAC_ECOLI,Prokaryote,OrganismalFitness,ESM1v_ensemble,10,0.43688754103658817,0.4263661432150044,0.01052139782158384,25.50399196198103,25.75211778154212,-0.24812581956108914
TPMT_HUMAN_Matreyek_2018,TPMT_HUMAN,Human,Expression,ESM1v_ensemble,10,0.5429283973135622,0.5326407754894569,0.010287621824105364,19.670219986994407,19.827055878223383,-0.156835891228976
SC6A4_HUMAN_Young_2021,SC6A4_HUMAN,Human,Activity,ESM1v_ensemble,10,0.5469335885498989,0.5366542744301498,0.010279314119749028,4.142227884807224,4.170006676788105,-0.027778791980881134
CBPA2_HUMAN_Tsuboyama_2023_1O6X,CBPA2_HUMAN,Human,Stability,ESM1v_ensemble,10,0.4075701810670336,0.3979376717123137,0.009632509354719918,1.159661617223334,1.0902475990780616,0.0694140181452724
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,Virus,OrganismalFitness,ESM1v_ensemble,10,0.04689688757666603,0.03744704667159331,0.009449840905072721,2.2836186783910697,2.2909941128492592,-0.0073754344581892
TAT_HV1BR_Fernandes_2016,TAT_HV1BR,Virus,OrganismalFitness,ESM1v_ensemble,10,0.3237845001834939,0.31477482424447023,0.009009675939023718,45.018576544409584,44.776530023615905,0.24204652079367933
SBI_STAAM_Tsuboyama_2023_2JVG,SBI_STAAM,Prokaryote,Stability,ESM1v_ensemble,10,0.2804244264601412,0.272126785777484,0.00829764068265718,2.058160678154562,2.0639713305331613,-0.00581065237859959
BBC1_YEAST_Tsuboyama_2023_1TG0,BBC1_YEAST,Eukaryote,Stability,ESM1v_ensemble,10,0.49487450499584273,0.48662484332962147,0.008249661666221254,2.385735635741809,2.3942716065619027,-0.008535970820093608
POLG_HCVJF_Qi_2014,POLG_HCVJF,Virus,OrganismalFitness,ESM1v_ensemble,10,0.6341255882737278,0.6262292005190611,0.007896387754666745,14.23437784240511,14.551879830572835,-0.317501988167724
CASP3_HUMAN_Roychowdhury_2020,CASP3_HUMAN,Human,Activity,ESM1v_ensemble,10,0.603676069153776,0.5959124778536665,0.007763591300109518,7.800625649702683,7.665469332234544,0.13515631746813872
NUD15_HUMAN_Suiter_2020,NUD15_HUMAN,Human,Expression,ESM1v_ensemble,10,0.6420064983369834,0.6352567725123645,0.006749725824618991,21.155021215837305,20.868312169493848,0.2867090463434572
RS15_GEOSE_Tsuboyama_2023_1A32,RS15_GEOSE,Prokaryote,Stability,ESM1v_ensemble,10,0.3966725853521324,0.39011865697998804,0.00655392837214438,9.707513180989343,9.749476182205107,-0.04196300121576435
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,Human,Activity,ESM1v_ensemble,10,0.5059787352084464,0.4999346274777798,0.006044107730666571,14.951989372717389,15.041020651491376,-0.08903127877398838
CAS9_STRP1_Spencer_2017_positive,CAS9_STRP1,Prokaryote,Activity,ESM1v_ensemble,10,0.07557524605533508,0.07032204667115707,0.005253199384178002,2.3170366015774837,2.2984698751561012,0.01856672642138233
S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN,Human,Expression,ESM1v_ensemble,10,0.6591365893488843,0.6540470189772873,0.00508957037159693,4.499329980270383,4.480322641596205,0.01900733867417781
CD19_HUMAN_Klesmith_2019_FMC_singles,CD19_HUMAN,Human,Binding,ESM1v_ensemble,10,0.07017900138103851,0.06543331537825986,0.004745686002778651,1.1651944061602146,1.1449205673500393,0.020273838810175436
EPHB2_HUMAN_Tsuboyama_2023_1F0M,EPHB2_HUMAN,Human,Stability,ESM1v_ensemble,10,0.6382364510936523,0.6339227829152299,0.0043136681784224475,2.2032423695415773,2.0904402310141883,0.11280213852738878
YNZC_BACSU_Tsuboyama_2023_2JVD,YNZC_BACSU,Prokaryote,Stability,ESM1v_ensemble,10,0.5182019271808004,0.5140152560897768,0.004186671091023647,5.073232799932375,4.9596186877189465,0.1136141122134287
MBD11_ARATH_Tsuboyama_2023_6ACV,MBD11_ARATH,Eukaryote,Stability,ESM1v_ensemble,10,0.31004215424755155,0.3061072625899574,0.0039348916575941365,2.3653815512164513,2.4390982617406363,-0.07371671052418509
DYR_ECOLI_Nguyen_2023,DYR_ECOLI,Prokaryote,OrganismalFitness,ESM1v_ensemble,10,0.5617176927226852,0.5578017016407875,0.003915991081897813,23.646281675306128,23.565000449187647,0.08128122611848063
NCAP_I34A1_Doud_2015,NCAP_I34A1,Virus,OrganismalFitness,ESM1v_ensemble,10,0.016562240892454637,0.01423542741614114,0.002326813476313494,2.281938674540908,2.3000112740160064,-0.01807259947509876
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,Stability,ESM1v_ensemble,10,0.6029616163808698,0.600733006204089,0.002228610176780699,4.1418445127177606,3.9780327164302576,0.16381179628750236
HMDH_HUMAN_Jiang_2019,HMDH_HUMAN,Human,OrganismalFitness,ESM1v_ensemble,10,0.3136306662383891,0.3117002895854043,0.001930376652984772,34.02826175235823,33.869639589999124,0.15862216235911575
Q837P4_ENTFA_Meier_2023,Q837P4_ENTFA,Prokaryote,Activity,ESM1v_ensemble,10,0.5647573855808969,0.5635455977119885,0.0012117878689085037,3.863494421504318,3.9317236214909066,-0.06822919998658916
SCIN_STAAR_Tsuboyama_2023_2QFF,SCIN_STAAR,Prokaryote,Stability,ESM1v_ensemble,10,0.2720825576513604,0.2709835471563722,0.0010990104949882007,1.5984955025493932,1.6144613270340649,-0.015965824484671563
P53_HUMAN_Kotler_2018,P53_HUMAN,Human,OrganismalFitness,ESM1v_ensemble,10,0.6266440768012231,0.6256430938912165,0.0010009829100066758,6.709562963666447,6.676129176967055,0.03343378669939288
PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,Prokaryote,Stability,ESM1v_ensemble,10,0.4245693468644288,0.42369408102246275,0.0008752658419660219,9.264632889533514,9.05397134854791,0.21066154098560377
KKA2_KLEPN_Melnikov_2014,KKA2_KLEPN,Prokaryote,OrganismalFitness,ESM1v_ensemble,10,0.6227885412926686,0.6219528939626174,0.000835647330051098,6.798832183568345,7.029133302914779,-0.23030111934643474
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,Activity,ESM1v_ensemble,10,-0.00940999965707623,-0.009939326624977863,0.0005293269679016319,2.7004131830076816,2.7077288033571385,-0.0073156203494569635
CASP7_HUMAN_Roychowdhury_2020,CASP7_HUMAN,Human,Activity,ESM1v_ensemble,10,0.6323100478953263,0.6320083158108056,0.00030173208452070053,6.364278808191596,6.502302828044572,-0.13802401985297558
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,ESM1v_ensemble,10,0.5516163063765704,0.5514603076243125,0.00015599875225779102,4.604674885972836,4.56516944364621,0.03950544232662612
ENV_HV1BR_Haddox_2016,ENV_HV1BR,Virus,OrganismalFitness,ESM1v_ensemble,10,0.3324403601983797,0.332324526329428,0.0001158338689516425,137.81446823556507,137.1344016361664,0.6800665993986769
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG,Prokaryote,Stability,ESM1v_ensemble,10,0.12785402231396734,0.12796511876865313,-0.00011109645468579399,2.1961215480983998,2.2103955089034124,-0.01427396080501262
Q59976_STRSQ_Romero_2015,Q59976_STRSQ,Prokaryote,Activity,ESM1v_ensemble,10,0.5500563017166663,0.5504602559595406,-0.0004039542428742104,4.231631306748914,4.290865540244946,-0.059234233496030964
RASH_HUMAN_Bandaru_2017,RASH_HUMAN,Human,Activity,ESM1v_ensemble,10,0.41766583882391356,0.41821811913749996,-0.0005522803135864452,37.94455242654929,38.43898670521536,-0.49443427866607337
S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN,Human,Activity,ESM1v_ensemble,10,0.6148916286165451,0.6154649813021004,-0.0005733526855552396,7.5769711492347085,7.599723766533993,-0.022752617299284062
RDRP_I33A0_Li_2023,RDRP_I33A0,Virus,OrganismalFitness,ESM1v_ensemble,10,0.051865100303413424,0.053300230981414495,-0.0014351306780010752,2.326470005036049,2.33582679922642,-0.00935679419037112
HSP82_YEAST_Flynn_2019,HSP82_YEAST,Eukaryote,OrganismalFitness,ESM1v_ensemble,10,0.4182963422913054,0.4201471748282315,-0.0018508325369261114,23.243682200528934,23.16535319483023,0.07832900569870382
HXK4_HUMAN_Gersing_2023_abundance,HXK4_HUMAN,Human,Expression,ESM1v_ensemble,10,0.34516442724282226,0.34724497494408524,-0.0020805477012629916,30.011012051135822,30.32406684729072,-0.31305479615490306
RCRO_LAMBD_Tsuboyama_2023_1ORC,RCRO_LAMBD,Virus,Stability,ESM1v_ensemble,10,0.4235932280862135,0.42572248291888837,-0.0021292548326748233,2.069333771755336,1.9483553122306472,0.1209784595246888
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,Activity,ESM1v_ensemble,10,0.5460166473419485,0.548203692747873,-0.0021870454059243925,1.363369555758081,1.3377470213691458,0.02562253438893509
