assay_id,uniprot_id,taxon,coarse_selection_type,seed,model,random_spearman,position_spearman,subset_spearman_difference,random_normalized_rmse,position_normalized_rmse,subset_normalized_rmse_difference
A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,Prokaryote,Activity,50,ESM1v_ensemble,0.15511207434980148,0.17831176366995968,-0.0231996893201582,5.478639389610733,5.247134202351904,0.23150518725882918
A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,Prokaryote,Activity,51,ESM1v_ensemble,0.09901553061237395,0.12835159833913545,-0.029336067726761506,5.211363926180133,5.313643762667597,-0.10227983648746442
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,42,ESM1v_ensemble,0.09981340351135495,0.08983598524586545,0.009977418265489507,1.5145434979551318,1.3772215642723493,0.13732193368278245
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,43,ESM1v_ensemble,0.10102067322421815,0.21982033666303105,-0.1187996634388129,1.6421297006360216,1.36017100747027,0.2819586931657516
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,44,ESM1v_ensemble,0.11630481109424028,0.18549780268145516,-0.06919299158721488,1.6912213129848634,2.1385219538812805,-0.4473006408964171
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,45,ESM1v_ensemble,0.10734537356458358,-0.0803276306708801,0.18767300423546368,1.4978023598961707,1.408929480798474,0.0888728790976967
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,46,ESM1v_ensemble,0.020820459112308388,0.189984515973573,-0.1691640568612646,1.5637520691303122,2.1642806114706605,-0.6005285423403484
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,47,ESM1v_ensemble,0.022839119965645686,0.12210247504439563,-0.09926335507874995,1.6849469883871853,1.3308206156876898,0.35412637269949543
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,48,ESM1v_ensemble,0.0368603345633037,0.12726829862379735,-0.09040796406049365,1.5147896754009835,1.3182946408694778,0.19649503453150574
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,49,ESM1v_ensemble,0.023175519726043252,0.15932770260405205,-0.1361521828780088,1.6576477315712372,1.2593848886732921,0.3982628428979451
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,50,ESM1v_ensemble,0.016269706347813457,0.14886249440025184,-0.13259278805243838,1.6345864702862094,1.4151725566432107,0.21941391364299867
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,51,ESM1v_ensemble,0.11406888646641815,0.07426083229556023,0.03980805417085792,1.6694497694842483,2.28308877343837,-0.6136390039541217
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,42,ESM1v_ensemble,0.5501503245798638,0.5475999208617296,0.0025504037181341976,4.665179139992436,4.677553814652681,-0.012374674660245333
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,43,ESM1v_ensemble,0.5569094181644354,0.5229170796040364,0.03399233856039896,4.61835010242101,4.60425913733988,0.014090965081130058
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,44,ESM1v_ensemble,0.5162930533925776,0.6188192050345808,-0.10252615164200318,4.628411382797951,4.64128217360502,-0.012870790807068211
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,45,ESM1v_ensemble,0.5437241580246227,0.5834604518355649,-0.039736293810942236,4.591851492067105,4.301369861978534,0.2904816300885713
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,46,ESM1v_ensemble,0.5575871946552701,0.5494643400290891,0.008122854626181009,4.533397201568716,4.581996557786881,-0.04859935621816458
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,47,ESM1v_ensemble,0.5611391198444541,0.4951559178403371,0.065983202004117,4.585810038780705,4.640670491745847,-0.054860452965141526
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,48,ESM1v_ensemble,0.5589577927269975,0.504519084124815,0.05443870860218247,4.607123794280005,4.655761915614447,-0.04863812133444245
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,49,ESM1v_ensemble,0.5472456491877227,0.5776049371395102,-0.03035928795178755,4.675207220454576,4.576594018153903,0.0986132023006725
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,50,ESM1v_ensemble,0.5562849926676433,0.5964729905015467,-0.040187997833903366,4.561611265751005,4.568525581542632,-0.006914315791626713
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,51,ESM1v_ensemble,0.5678713605221168,0.5185891492719162,0.0492822112502006,4.579807221614845,4.403680884042269,0.17612633757257612
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,42,ESM1v_ensemble,0.46148423737986893,0.4886043837305714,-0.02712014635070248,6.438390807229238,6.478580151586292,-0.04018934435705379
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,43,ESM1v_ensemble,0.4754111456626841,0.5003603442918009,-0.024949198629116764,6.457551325554082,6.4119196810079755,0.045631644546106465
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,44,ESM1v_ensemble,0.4904003348602624,0.5138335666017663,-0.023433231741503857,6.255954086904273,6.527477495892522,-0.2715234089882488
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,45,ESM1v_ensemble,0.516751077369529,0.4745560723719434,0.04219500499758555,6.552802867819384,6.246926415124435,0.30587645269494956
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,46,ESM1v_ensemble,0.4733142465333292,0.5141096096862576,-0.04079536315292842,6.242292758459662,6.368062691315929,-0.12576993285626692
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,47,ESM1v_ensemble,0.5004545119698188,0.505866005260036,-0.005411493290217173,6.383654173757703,6.306687576066698,0.07696659769100567
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,48,ESM1v_ensemble,0.45676879743748616,0.5004444275181154,-0.04367563008062919,6.48418702842108,6.440866480651017,0.04332054777006267
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,49,ESM1v_ensemble,0.5326482904548014,0.5133948805275809,0.019253409927220577,6.369352241756282,6.562123691057684,-0.1927714493014019
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,50,ESM1v_ensemble,0.488347785959154,0.4850556909433425,0.0032920950158115136,6.3645006221588245,6.2846221243922376,0.07987849776658695
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,51,ESM1v_ensemble,0.503638225058209,0.4858498689343534,0.017788356123855598,6.3214427809773515,6.173813534690364,0.14762924628698748
A4D664_9INFA_Soh_2019,A4D664_9INFA,Virus,OrganismalFitness,42,ESM1v_ensemble,0.028797306914787688,0.04709135495304412,-0.01829404803825643,3.2402177346486316,3.5084568498845865,-0.2682391152359549
A4D664_9INFA_Soh_2019,A4D664_9INFA,Virus,OrganismalFitness,43,ESM1v_ensemble,0.017985384183159755,0.06757704787516881,-0.049591663692009055,3.223892373503325,3.335458636952667,-0.11156626344934217
A4D664_9INFA_Soh_2019,A4D664_9INFA,Virus,OrganismalFitness,44,ESM1v_ensemble,0.025174208132596854,0.11411222652205787,-0.08893801838946101,3.173736578950185,3.1671969218307106,0.006539657119474462
A4D664_9INFA_Soh_2019,A4D664_9INFA,Virus,OrganismalFitness,45,ESM1v_ensemble,0.038418289489279375,-0.024749510594300663,0.06316780008358004,3.20808579163248,3.4137624800252806,-0.2056766883928005
A4D664_9INFA_Soh_2019,A4D664_9INFA,Virus,OrganismalFitness,46,ESM1v_ensemble,0.052843355688672114,0.009845588970855395,0.042997766717816716,3.24844701149273,3.292714697796257,-0.044267686303526954
A4D664_9INFA_Soh_2019,A4D664_9INFA,Virus,OrganismalFitness,47,ESM1v_ensemble,0.027140740295491187,0.015117562828401552,0.012023177467089636,3.1248545858257235,3.2312995970465326,-0.10644501122080907
A4D664_9INFA_Soh_2019,A4D664_9INFA,Virus,OrganismalFitness,48,ESM1v_ensemble,0.04553197707612071,0.05877621266215793,-0.013244235586037219,3.2150469786091196,2.8957695795907266,0.319277399018393
A4D664_9INFA_Soh_2019,A4D664_9INFA,Virus,OrganismalFitness,49,ESM1v_ensemble,0.042227581786061376,0.007053813444643889,0.035173768341417486,3.2021389780611282,3.301450879743628,-0.09931190168249993
A4D664_9INFA_Soh_2019,A4D664_9INFA,Virus,OrganismalFitness,50,ESM1v_ensemble,0.033708609191101496,0.0404028538204513,-0.006694244629349803,3.148231007234609,3.3729240554596576,-0.22469304822504865
A4D664_9INFA_Soh_2019,A4D664_9INFA,Virus,OrganismalFitness,51,ESM1v_ensemble,0.027172283864919024,0.03294078261456305,-0.005768498749644024,3.3247116038872235,3.188279604703652,0.1364319991835714
A4GRB6_PSEAI_Chen_2020,A4GRB6_PSEAI,Prokaryote,OrganismalFitness,42,ESM1v_ensemble,0.655668379524667,0.6941823085214146,-0.03851392899674755,1.3919490786473174,1.3851006167128177,0.006848461934499728
A4GRB6_PSEAI_Chen_2020,A4GRB6_PSEAI,Prokaryote,OrganismalFitness,43,ESM1v_ensemble,0.6717219786201822,0.6637965637965638,0.007925414823618415,1.4232013647541666,1.4108385659253115,0.012362798828855048
A4GRB6_PSEAI_Chen_2020,A4GRB6_PSEAI,Prokaryote,OrganismalFitness,44,ESM1v_ensemble,0.6807673404439871,0.6755479103744542,0.00521943006953296,1.3906413953388321,1.4878561833346688,-0.09721478799583672
A4GRB6_PSEAI_Chen_2020,A4GRB6_PSEAI,Prokaryote,OrganismalFitness,45,ESM1v_ensemble,0.6502294950558424,0.7201061548804847,-0.0698766598246423,1.4611301546872497,1.4312812376587694,0.02984891702848036
A4GRB6_PSEAI_Chen_2020,A4GRB6_PSEAI,Prokaryote,OrganismalFitness,46,ESM1v_ensemble,0.6710028893262426,0.6009415587086736,0.07006133061756903,1.3718003979604563,1.2560316538727752,0.11576874408768112
A4GRB6_PSEAI_Chen_2020,A4GRB6_PSEAI,Prokaryote,OrganismalFitness,47,ESM1v_ensemble,0.6925366489797627,0.7240158066421789,-0.03147915766241616,1.4300651499430617,1.3597230433304908,0.0703421066125709
A4GRB6_PSEAI_Chen_2020,A4GRB6_PSEAI,Prokaryote,OrganismalFitness,48,ESM1v_ensemble,0.6543091638900023,0.6554991905733388,-0.0011900266833365647,1.4035911860744832,1.2453840437525452,0.158207142321938
A4GRB6_PSEAI_Chen_2020,A4GRB6_PSEAI,Prokaryote,OrganismalFitness,49,ESM1v_ensemble,0.6466436318172845,0.6738274398177883,-0.027183808000503795,1.3538291511430731,1.4271451001141402,-0.07331594897106708
A4GRB6_PSEAI_Chen_2020,A4GRB6_PSEAI,Prokaryote,OrganismalFitness,50,ESM1v_ensemble,0.657523446613267,0.7080568886253823,-0.05053344201211529,1.377643089781554,1.530963962488829,-0.153320872707275
A4GRB6_PSEAI_Chen_2020,A4GRB6_PSEAI,Prokaryote,OrganismalFitness,51,ESM1v_ensemble,0.6561750824026273,0.75928466742838,-0.10310958502575263,1.3383543633780903,1.4569942183309108,-0.11863985495282048
A4_HUMAN_Seuma_2022,A4_HUMAN,Human,Stability,42,ESM1v_ensemble,0.5219442165709597,0.3550188287235424,0.16692538784741728,6.917140776696627,7.225730545237347,-0.3085897685407204
A4_HUMAN_Seuma_2022,A4_HUMAN,Human,Stability,43,ESM1v_ensemble,0.5088245634595101,0.4125677458156493,0.09625681764386079,7.071869801450525,6.674768275454673,0.39710152599585236
A4_HUMAN_Seuma_2022,A4_HUMAN,Human,Stability,44,ESM1v_ensemble,0.3401236376420954,0.35387065247848876,-0.013747014836393345,7.152035634707344,6.836133610263256,0.315902024444088
A4_HUMAN_Seuma_2022,A4_HUMAN,Human,Stability,45,ESM1v_ensemble,0.28892534864643155,0.5058023906669673,-0.21687704202053576,7.0783597223698855,7.251665831276371,-0.1733061089064858
A4_HUMAN_Seuma_2022,A4_HUMAN,Human,Stability,46,ESM1v_ensemble,0.43003046994023203,0.5007039413883364,-0.07067347144810437,7.0243758881695015,6.725656260787015,0.2987196273824866
A4_HUMAN_Seuma_2022,A4_HUMAN,Human,Stability,47,ESM1v_ensemble,0.29458279620297667,0.4929469173518135,-0.19836412114883684,6.986888418005614,6.719444930421718,0.267443487583896
A4_HUMAN_Seuma_2022,A4_HUMAN,Human,Stability,48,ESM1v_ensemble,0.41058830423063397,0.4407014810106684,-0.030113176780034445,6.8394760476880725,7.144776749290083,-0.30530070160201017
A4_HUMAN_Seuma_2022,A4_HUMAN,Human,Stability,49,ESM1v_ensemble,0.3873579046056487,0.500126436074604,-0.11276853146895538,7.165155800825271,6.844842436732566,0.32031336409270494
A4_HUMAN_Seuma_2022,A4_HUMAN,Human,Stability,50,ESM1v_ensemble,0.3769248798781203,0.41585569884977347,-0.03893081897165318,7.019608295892889,6.731084786180513,0.28852350971237595
A4_HUMAN_Seuma_2022,A4_HUMAN,Human,Stability,51,ESM1v_ensemble,0.2735145904136881,0.567793656326246,-0.2942790659125579,7.116408545579315,6.824972956613152,0.29143558896616284
AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,Prokaryote,OrganismalFitness,42,ESM1v_ensemble,0.47763910357458045,0.5886231258808822,-0.11098402230630172,3.3094514200282217,2.9897269381053824,0.3197244819228393
AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,Prokaryote,OrganismalFitness,43,ESM1v_ensemble,0.4358830341337496,0.5702215471038377,-0.13433851297008803,3.1912449067088584,3.342034801824807,-0.15078989511594854
AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,Prokaryote,OrganismalFitness,44,ESM1v_ensemble,0.5235576947603087,0.5562756708318597,-0.032717976071551025,3.103953301718074,3.315014285184861,-0.21106098346678737
AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,Prokaryote,OrganismalFitness,45,ESM1v_ensemble,0.49202772123679356,0.5351765703873157,-0.04314884915052214,3.0543418555678605,3.45597869254617,-0.40163683697830965
AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,Prokaryote,OrganismalFitness,46,ESM1v_ensemble,0.4722121893859394,0.5353241203241204,-0.06311193093818096,3.2065225594079334,3.460661228738419,-0.25413866933048546
AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,Prokaryote,OrganismalFitness,47,ESM1v_ensemble,0.41178866765634636,0.41693704310208485,-0.0051483754457384845,3.0746217483077243,3.176779301547754,-0.10215755324002984
AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,Prokaryote,OrganismalFitness,48,ESM1v_ensemble,0.5181162414614611,0.37201446063479043,0.14610178082667064,3.1382557621551745,2.996803907406458,0.1414518547487167
AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,Prokaryote,OrganismalFitness,49,ESM1v_ensemble,0.44565102054350764,0.5917379084598453,-0.14608688791633767,3.171131617430779,3.6768296679867642,-0.5056980505559854
AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,Prokaryote,OrganismalFitness,50,ESM1v_ensemble,0.48521423506425254,0.3837872323557909,0.10142700270846167,3.226368504903898,3.1237977293339085,0.10257077556998961
AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,Prokaryote,OrganismalFitness,51,ESM1v_ensemble,0.44262510011580264,0.36973147395045936,0.07289362616534328,3.172969614151481,3.3453143965335346,-0.17234478238205364
ACE2_HUMAN_Chan_2020,ACE2_HUMAN,Human,Binding,42,ESM1v_ensemble,0.2713092999282348,0.39893374255041897,-0.12762444262218414,6.562058969235878,5.940609377989075,0.6214495912468028
ACE2_HUMAN_Chan_2020,ACE2_HUMAN,Human,Binding,43,ESM1v_ensemble,0.1452920245281811,0.3231108627637856,-0.1778188382356045,6.6863770101709,7.0796620275728745,-0.39328501740197463
ACE2_HUMAN_Chan_2020,ACE2_HUMAN,Human,Binding,44,ESM1v_ensemble,0.19719353050838914,0.21179946330519678,-0.014605932796807636,6.3274607183183225,7.875305159272576,-1.547844440954253
ACE2_HUMAN_Chan_2020,ACE2_HUMAN,Human,Binding,45,ESM1v_ensemble,0.27309784717957236,0.17262796110328713,0.10046988607628524,6.524691439271401,6.7221723225435905,-0.19748088327218927
ACE2_HUMAN_Chan_2020,ACE2_HUMAN,Human,Binding,46,ESM1v_ensemble,0.179630661043469,0.17605125259942672,0.0035794084440422813,6.229822972903902,6.795158315962381,-0.5653353430584795
ACE2_HUMAN_Chan_2020,ACE2_HUMAN,Human,Binding,47,ESM1v_ensemble,0.25898651712628634,0.14143656593549597,0.11754995119079037,6.353533081774363,6.797275232036479,-0.44374215026211594
ACE2_HUMAN_Chan_2020,ACE2_HUMAN,Human,Binding,48,ESM1v_ensemble,0.259665903622169,0.1614980577813988,0.09816784584077021,6.2694495639381085,6.7630517541868365,-0.493602190248728
ACE2_HUMAN_Chan_2020,ACE2_HUMAN,Human,Binding,49,ESM1v_ensemble,0.1834432053860683,-0.019705027796718573,0.20314823318278685,6.455433075510749,7.264596851385102,-0.8091637758743531
ACE2_HUMAN_Chan_2020,ACE2_HUMAN,Human,Binding,50,ESM1v_ensemble,0.3222707768482948,0.2410725095903065,0.08119826725798832,6.340638020153257,6.636936816492204,-0.29629879633894696
ACE2_HUMAN_Chan_2020,ACE2_HUMAN,Human,Binding,51,ESM1v_ensemble,0.16319710651347674,0.2524698687941967,-0.08927276228071995,6.3697407827389165,6.470122345949846,-0.10038156321092906
ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,Human,Activity,42,ESM1v_ensemble,0.5487975659475154,0.5403598535890977,0.008437712358417726,13.460748679120721,13.10731711063601,0.35343156848471047
ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,Human,Activity,43,ESM1v_ensemble,0.5365030652448998,0.5226806278580153,0.01382243738688449,13.255105591991319,13.358426883277936,-0.10332129128661727
ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,Human,Activity,44,ESM1v_ensemble,0.5397551812072445,0.5015336104859132,0.038221570721331366,13.177236008518753,13.115560574767366,0.061675433751386066
ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,Human,Activity,45,ESM1v_ensemble,0.5403932358870702,0.5196416310439054,0.02075160484316485,13.167489331159347,12.184530971541779,0.9829583596175677
ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,Human,Activity,46,ESM1v_ensemble,0.5486427019279801,0.557208525356808,-0.008565823428827835,13.364729444203597,13.135966601624679,0.22876284257891832
ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,Human,Activity,47,ESM1v_ensemble,0.5531789780043086,0.48701068537253245,0.06616829263177615,13.358950112490351,11.779989168883994,1.5789609436063579
ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,Human,Activity,48,ESM1v_ensemble,0.5541758333423681,0.5545639624128106,-0.0003881290704425,12.986656155804708,13.294952929733961,-0.3082967739292535
ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,Human,Activity,49,ESM1v_ensemble,0.569996223067785,0.5108644454795354,0.05913177758824961,13.472850879419694,13.23100117183958,0.24184970758011382
ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,Human,Activity,50,ESM1v_ensemble,0.536079599360074,0.5176436412140359,0.018435958146038045,13.232239563428701,12.580827055401627,0.6514125080270734
ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,Human,Activity,51,ESM1v_ensemble,0.5327256968288213,0.47819115786683997,0.05453453896198135,13.098670723742092,12.816708292583204,0.2819624311588882
AMFR_HUMAN_Tsuboyama_2023_4G3O,AMFR_HUMAN,Human,Stability,42,ESM1v_ensemble,0.36691469536000426,0.1837014439279788,0.18321325143202546,1.379421645995339,1.3376393607995338,0.04178228519580518
AMFR_HUMAN_Tsuboyama_2023_4G3O,AMFR_HUMAN,Human,Stability,43,ESM1v_ensemble,0.4682192265313617,0.6296519572381641,-0.16143273070680242,1.3914144219309739,1.2986287822289042,0.09278563970206966
