protocol_id,panel_id,dataset_id,assay_id,task_id,target_id,protein_id,family_id,model_id,selection_gain_sd,protein_length,assayed_fraction,mutated_positions,msa_depth,msa_neff,alignment_coverage,sequence_identity_to_development,structure_similarity_to_development,domain_coverage,score_dispersion,score_tail_separation,missing_fraction,ensemble_disagreement,ensemble_agreement,taxon,assay_modality,model_family,model_modalities,exposure_status,structure_available,development_crossover_probability_supervised_wins
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,carp_640m,0.9306828129101086,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,4.004955417402801,1.9845519226290504,0.0,0.39506899526397254,0.6049310047360275,Virus,OrganismalFitness,convolutional-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,esm1v_ensemble,0.9323175025893282,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,3.6337977320430794,2.036024824389613,0.0,0.38659942798792923,0.6134005720120708,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,esm2_150m,-0.0634174838363436,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,1.3803243047834917,1.125505730995576,0.0,0.36424669718893,0.63575330281107,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,esm2_35m,-0.0611938948174764,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,1.0712538172559896,1.4117689813719854,0.0,0.3724082813817592,0.6275917186182408,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,esm2_650m,-0.0074212903913124,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,1.8167178351083462,0.9388887861334511,0.0,0.3555543728155607,0.6444456271844393,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,esm2_8m,-0.0487206072792298,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,1.040000320209489,1.4165589170423645,0.0,0.3675946156538821,0.6324053843461179,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,esm_if1,-0.0076705805435503,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,0.005708076669637678,0.982322877873473,0.0,0.43639168939604,0.56360831060396,Virus,OrganismalFitness,inverse-folding-model,sequence+structure,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,saprot_35m,0.0523893213391179,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,1.8577218543259688,1.2892498484334813,0.0,0.3459981794501167,0.6540018205498833,Virus,OrganismalFitness,structure-aware-protein-language-model,sequence+structure,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,tranception_l_no_retrieval,0.9695047211480669,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,0.005314766061509938,1.9377507266532492,0.0,0.3990284270813764,0.6009715729186236,Virus,OrganismalFitness,autoregressive-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,vespag,0.3249930860882668,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,0.05008293305311965,2.6192548754721616,0.0,0.34838127753718096,0.651618722462819,Virus,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,A0A1I9GEU1_NEIME,cssf_977f4be4ca9f,carp_640m,0.1182394227272361,161,1.0,161,5553,2265.9,0.857,0.0,0.3352,1.0,3.688862080752421,1.8222147553571104,0.0,0.16947821425312748,0.8305217857468725,Prokaryote,Activity,convolutional-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,A0A1I9GEU1_NEIME,cssf_977f4be4ca9f,esm1v_ensemble,0.1384287711017129,161,1.0,161,5553,2265.9,0.857,0.0,0.3352,1.0,3.5355105941225435,1.9723418756262423,0.0,0.19747477101655375,0.8025252289834462,Prokaryote,Activity,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,A0A1I9GEU1_NEIME,cssf_977f4be4ca9f,esm2_150m,0.0465745686909572,161,1.0,161,5553,2265.9,0.857,0.0,0.3352,1.0,2.6906822039899785,0.7891462869214394,0.0,0.1958393278034969,0.8041606721965031,Prokaryote,Activity,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,A0A1I9GEU1_NEIME,cssf_977f4be4ca9f,esm2_35m,-0.1024327389071795,161,1.0,161,5553,2265.9,0.857,0.0,0.3352,1.0,2.3815977493941523,0.7825894825235253,0.0,0.2533463039693026,0.7466536960306974,Prokaryote,Activity,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,A0A1I9GEU1_NEIME,cssf_977f4be4ca9f,esm2_650m,-0.0986406890395417,161,1.0,161,5553,2265.9,0.857,0.0,0.3352,1.0,3.1485221489850606,0.9420645869465428,0.0,0.16532134058835024,0.8346786594116498,Prokaryote,Activity,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,A0A1I9GEU1_NEIME,cssf_977f4be4ca9f,esm2_8m,-0.0676967240975468,161,1.0,161,5553,2265.9,0.857,0.0,0.3352,1.0,2.017446481405209,0.8695717942097353,0.0,0.25569582827745974,0.7443041717225403,Prokaryote,Activity,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,A0A1I9GEU1_NEIME,cssf_977f4be4ca9f,esm_if1,0.0336410947409292,161,1.0,161,5553,2265.9,0.857,0.0,0.3352,1.0,0.036854858608915256,1.237964449493465,0.0,0.22645110705956517,0.7735488929404348,Prokaryote,Activity,inverse-folding-model,sequence+structure,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,A0A1I9GEU1_NEIME,cssf_977f4be4ca9f,saprot_35m,-0.1235788291451304,161,1.0,161,5553,2265.9,0.857,0.0,0.3352,1.0,2.963473799406629,1.047742363635858,0.0,0.1633919436877853,0.8366080563122147,Prokaryote,Activity,structure-aware-protein-language-model,sequence+structure,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,A0A1I9GEU1_NEIME,cssf_977f4be4ca9f,tranception_l_no_retrieval,0.1100547405083198,161,1.0,161,5553,2265.9,0.857,0.0,0.3352,1.0,0.06000398618761263,0.7760533904318484,0.0,0.18410437569037374,0.8158956243096263,Prokaryote,Activity,autoregressive-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,A0A1I9GEU1_NEIME,cssf_977f4be4ca9f,vespag,0.0065171137355787,161,1.0,161,5553,2265.9,0.857,0.0,0.3352,1.0,0.12083089291658326,1.8962517089987208,0.0,0.1633919436877853,0.8366080563122147,Prokaryote,Activity,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,A0A247D711_LISMN,cssf_c9df9de4e934,carp_640m,-0.1575417440549658,87,1.0,87,57,8.9,1.0,0.0,0.4406,1.0,1.5970209118077243,1.1549808752096529,0.0,0.030453842562677913,0.9695461574373221,Prokaryote,Activity,convolutional-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,A0A247D711_LISMN,cssf_c9df9de4e934,esm1v_ensemble,-0.0292705013686444,87,1.0,87,57,8.9,1.0,0.0,0.4406,1.0,1.5283620605912274,1.269941936015388,0.0,0.02311583981094123,0.9768841601890588,Prokaryote,Activity,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,A0A247D711_LISMN,cssf_c9df9de4e934,esm2_150m,-0.080339686002854,87,1.0,87,57,8.9,1.0,0.0,0.4406,1.0,1.5901521286838236,1.2887762948728676,0.0,0.04443235728106787,0.9555676427189321,Prokaryote,Activity,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,A0A247D711_LISMN,cssf_c9df9de4e934,esm2_35m,-0.1457350484874278,87,1.0,87,57,8.9,1.0,0.0,0.4406,1.0,1.5427714393498029,1.304092019859985,0.0,0.028498937915865108,0.9715010620841349,Prokaryote,Activity,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,A0A247D711_LISMN,cssf_c9df9de4e934,esm2_650m,-0.0410214007610705,87,1.0,87,57,8.9,1.0,0.0,0.4406,1.0,1.5013306586472837,1.3364199090299784,0.0,0.04164624653605231,0.9583537534639477,Prokaryote,Activity,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,A0A247D711_LISMN,cssf_c9df9de4e934,esm2_8m,-0.139853911085786,87,1.0,87,57,8.9,1.0,0.0,0.4406,1.0,1.4358834057940102,1.391704389563489,0.0,0.04164624653605231,0.9583537534639477,Prokaryote,Activity,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,A0A247D711_LISMN,cssf_c9df9de4e934,esm_if1,0.4704606715847494,87,1.0,87,57,8.9,1.0,0.0,0.4406,1.0,0.05904595698963128,1.046772105328557,0.0,0.35139378281101696,0.648606217188983,Prokaryote,Activity,inverse-folding-model,sequence+structure,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,A0A247D711_LISMN,cssf_c9df9de4e934,saprot_35m,0.1097686481101867,87,1.0,87,57,8.9,1.0,0.0,0.4406,1.0,2.3704511498227485,1.2166718542836816,0.0,0.1821962496150461,0.8178037503849539,Prokaryote,Activity,structure-aware-protein-language-model,sequence+structure,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,A0A247D711_LISMN,cssf_c9df9de4e934,tranception_l_no_retrieval,-0.2314359319167205,87,1.0,87,57,8.9,1.0,0.0,0.4406,1.0,0.018796270384721665,1.236814061698812,0.0,0.05288567231532859,0.9471143276846714,Prokaryote,Activity,autoregressive-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,A0A247D711_LISMN,cssf_c9df9de4e934,vespag,0.4376326656161532,87,1.0,87,57,8.9,1.0,0.0,0.4406,1.0,0.06057218093511653,2.6305464915787997,0.0,0.29950349492192885,0.7004965050780712,Prokaryote,Activity,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,carp_640m,0.3395793640269513,565,0.9982300884955753,564,57581,9047.2,0.968,0.0,0.2744,0.0,3.967669696053643,1.334058079473013,0.0,0.3270275814961783,0.6729724185038217,Virus,OrganismalFitness,convolutional-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,esm1v_ensemble,1.0243724737704714,565,0.9982300884955753,564,57581,9047.2,0.968,0.0,0.2744,0.0,3.231973299449176,1.901325121177474,0.0,0.3013846755402324,0.6986153244597676,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,esm2_150m,-0.076061916711406,565,0.9982300884955753,564,57581,9047.2,0.968,0.0,0.2744,0.0,1.4823047245492373,1.130250712005371,0.0,0.35764186761568184,0.6423581323843182,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,esm2_35m,-0.0775595938458854,565,0.9982300884955753,564,57581,9047.2,0.968,0.0,0.2744,0.0,1.1893120403586468,1.2879005554011085,0.0,0.3739001849692982,0.6260998150307018,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,esm2_650m,0.8742570202757723,565,0.9982300884955753,564,57581,9047.2,0.968,0.0,0.2744,0.0,3.7526839380363217,2.0455210525947716,0.0,0.2758764666816439,0.7241235333183561,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,esm2_8m,-0.0881576719563229,565,0.9982300884955753,564,57581,9047.2,0.968,0.0,0.2744,0.0,1.1436082628082327,1.3054475101665057,0.0,0.3892645103107433,0.6107354896892567,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,esm_if1,0.4977420971842231,565,0.9982300884955753,564,57581,9047.2,0.968,0.0,0.2744,0.0,0.009435617693301908,1.1747281355263848,0.0,0.3270275814961783,0.6729724185038217,Virus,OrganismalFitness,inverse-folding-model,sequence+structure,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,saprot_35m,0.1306780000995913,565,0.9982300884955753,564,57581,9047.2,0.968,0.0,0.2744,0.0,1.8486219484024957,1.307051189669993,0.0,0.3535952238932578,0.6464047761067422,Virus,OrganismalFitness,structure-aware-protein-language-model,sequence+structure,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,tranception_l_no_retrieval,0.9729799821379638,565,0.9982300884955753,564,57581,9047.2,0.968,0.0,0.2744,0.0,0.008980251380046935,1.4288706198807197,0.0,0.28729996363563326,0.7127000363643667,Virus,OrganismalFitness,autoregressive-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,vespag,0.9555504623191544,565,0.9982300884955753,564,57581,9047.2,0.968,0.0,0.2744,0.0,0.08499623619410218,2.7958781072369687,0.0,0.2397747520024045,0.7602252479975955,Virus,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,carp_640m,0.1800957985902728,565,0.9769911504424779,552,57581,9047.2,0.968,0.0,0.2744,0.0,3.4065443331494265,1.264323390684626,0.0,0.32522820146532083,0.6747717985346792,Virus,OrganismalFitness,convolutional-protein-language-model,sequence,known-development-benchmark,available,
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,esm1v_ensemble,0.4714639945420251,565,0.9769911504424779,552,57581,9047.2,0.968,0.0,0.2744,0.0,2.840611018355738,1.9263316382856237,0.0,0.2654786361364897,0.7345213638635103,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,
