protocol_id,panel_id,dataset_id,assay_id,task_id,target_id,protein_id,family_id,model_id,selection_gain_sd,protein_length,assayed_fraction,mutated_positions,msa_depth,msa_neff,alignment_coverage,sequence_identity_to_development,structure_similarity_to_development,domain_coverage,score_dispersion,score_tail_separation,missing_fraction,ensemble_disagreement,ensemble_agreement,taxon,assay_modality,model_family,model_modalities,exposure_status,structure_available,development_crossover_probability_supervised_wins,transport_estimator,fold,predicted_selection_gain_sd,decision_selection_gain_sd,predicted_error_scale,lower_selection_gain_sd,auditor_selected,auditor_confidence,trusted,prediction_error,decision_prediction_error,lower_bound_covers,elastic_predicted_selection_gain_sd
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,esm2_35m,-0.0775595938458854,565,0.9982300884955752,564,57581,9047.2,0.968,0.0,0.2744,0.0,1.1893120403586468,1.2879005554011085,0.0,0.3739001849692982,0.6260998150307018,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,histgb,2,-0.002340196084174803,-0.002340196084174803,0.10284696693396247,-0.2711281129840174,False,,False,0.07521939776171059,0.07521939776171059,True,0.06304033338583381
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,esm2_650m,0.8742570202757723,565,0.9982300884955752,564,57581,9047.2,0.968,0.0,0.2744,0.0,3.7526839380363217,2.0455210525947716,0.0,0.2758764666816439,0.7241235333183561,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,histgb,2,0.34146537353189416,0.34146537353189416,0.04151071496294177,0.23297818196428602,False,,False,-0.5327916467438782,-0.5327916467438782,True,0.45799606272196364
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,esm2_8m,-0.0881576719563229,565,0.9982300884955752,564,57581,9047.2,0.968,0.0,0.2744,0.0,1.1436082628082327,1.3054475101665055,0.0,0.3892645103107433,0.6107354896892567,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,histgb,2,-0.0495859709378823,-0.0495859709378823,0.08628020406792897,-0.2750770769225909,False,,False,0.0385717010184406,0.0385717010184406,True,0.05234072826875297
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,vespag,0.9555504623191544,565,0.9982300884955752,564,57581,9047.2,0.968,0.0,0.2744,0.0,0.0849962361941021,2.7958781072369687,0.0,0.2397747520024045,0.7602252479975955,Virus,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,histgb,2,0.5276159638178477,0.5276159638178477,0.053867390323356204,0.3868349173224028,True,0.4769559203368122,True,-0.4279344985013067,-0.4279344985013067,True,0.4460652771864507
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,carp_640m,0.1800957985902728,565,0.976991150442478,552,57581,9047.2,0.968,0.0,0.2744,0.0,3.4065443331494265,1.264323390684626,0.0,0.3252282014653208,0.6747717985346792,Virus,OrganismalFitness,convolutional-protein-language-model,sequence,known-development-benchmark,available,,histgb,2,0.5059177512895295,0.5059177512895295,0.045376664729861196,0.38732699891047895,False,,False,0.32582195269925673,0.32582195269925673,False,0.29688646854096773
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,esm2_150m,0.0317338842150716,565,0.976991150442478,552,57581,9047.2,0.968,0.0,0.2744,0.0,1.2312404271261912,1.1685166216665102,0.0,0.3841609092997226,0.6158390907002774,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,histgb,2,-0.01825413654980501,-0.01825413654980501,0.09794368940903045,-0.27422746308108054,False,,False,-0.049988020764876614,-0.049988020764876614,True,0.03533479160793207
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,esm2_35m,0.0049960908117437,565,0.976991150442478,552,57581,9047.2,0.968,0.0,0.2744,0.0,0.9628040920094172,1.3505500939264237,0.0,0.3991683658569419,0.6008316341430581,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,histgb,2,-0.023424980740794674,-0.023424980740794674,0.08285607645412643,-0.23996721680788896,False,,False,-0.028421071552538375,-0.028421071552538375,True,0.0410216454760533
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,esm2_650m,0.4035045921062407,565,0.976991150442478,552,57581,9047.2,0.968,0.0,0.2744,0.0,3.3047818227373704,2.0764999110157025,0.0,0.2680835634590508,0.7319164365409492,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,histgb,2,0.29372202640569084,0.29372202640569084,0.04057539733074513,0.1876792635411601,False,,False,-0.10978256570054984,-0.10978256570054984,True,0.4377974359252727
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,esm2_8m,0.0068066359937221,565,0.976991150442478,552,57581,9047.2,0.968,0.0,0.2744,0.0,0.9289140171485388,1.3947668163162503,0.0,0.405745307417545,0.594254692582455,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,histgb,2,-0.058932771659089944,-0.058932771659089944,0.08616445795840574,-0.2841213781477465,False,,False,-0.06573940765281204,-0.06573940765281204,True,0.04251768110778209
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,vespag,0.4966412255502964,565,0.976991150442478,552,57581,9047.2,0.968,0.0,0.2744,0.0,0.1097432640308314,2.469360284374108,0.0,0.2330852166436735,0.7669147833563265,Virus,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,histgb,2,0.5941175828724092,0.5941175828724092,0.0953862284272599,0.34482811518827033,True,0.6272240638799984,True,0.09747635732211285,0.09747635732211285,True,0.38921931284763817
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A4D664_9INFA_Soh_2019,A4D664_9INFA_Soh_2019,A4D664_9INFA,A4D664_9INFA,cssf_c55b9af61b07,carp_640m,0.123342382848954,759,1.0,759,26683,1288.0,1.0,0.0,0.2345,0.0,3.577922204581919,0.5142565383894416,0.0,0.2674074318106139,0.7325925681893861,Virus,OrganismalFitness,convolutional-protein-language-model,sequence,known-development-benchmark,available,,histgb,3,0.24931162273268515,0.24931162273268515,0.13988841861283446,0.0027204690488548955,False,,False,0.12596923988373115,0.12596923988373115,True,0.20011057873946475
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A4D664_9INFA_Soh_2019,A4D664_9INFA_Soh_2019,A4D664_9INFA,A4D664_9INFA,cssf_c55b9af61b07,esm2_150m,0.0244979683310171,759,1.0,759,26683,1288.0,1.0,0.0,0.2345,0.0,1.036318582269835,1.4277270968875893,0.0,0.2620178426544411,0.7379821573455588,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,histgb,3,-0.06641861140667824,-0.06641861140667824,0.07955892071852892,-0.20666271624655147,False,,False,-0.09091657973769533,-0.09091657973769533,True,0.11509646548010632
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A4D664_9INFA_Soh_2019,A4D664_9INFA_Soh_2019,A4D664_9INFA,A4D664_9INFA,cssf_c55b9af61b07,esm2_35m,0.0436645705952879,759,1.0,759,26683,1288.0,1.0,0.0,0.2345,0.0,1.0086630479033871,1.4521627812055158,0.0,0.2674074318106139,0.7325925681893861,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,histgb,3,-0.0749116620425245,-0.0749116620425245,0.07895785302260308,-0.21409622258237493,False,,False,-0.1185762326378124,-0.1185762326378124,True,0.11522683243715237
