assay_id,uniprot_id,split,source_variants,score_variants,matched_variants,duplicate_score_variants,dms_score_max_abs_difference,Embeddings - Augmented - ESM1v_predictions_finite,ProteinNPT_predictions_finite,Kermut_predictions_finite,eligible,exclusion_reasons
AMIE_PSEAE_Wrenbeck_2017,AMIE_PSEAE,random_variant,6227,6227,6227,0,0.0,6227,6227,6227,True,
ANCSZ_Hobbs_2022,ANCSZ,contiguous_position,4670,4670,4670,0,0.0,4670,4670,4670,True,
ANCSZ_Hobbs_2022,ANCSZ,modulo_position,4670,4670,4670,0,0.0,4670,4670,4670,True,
ANCSZ_Hobbs_2022,ANCSZ,random_variant,4670,4670,4670,0,0.0,4670,4670,4670,True,
ARGR_ECOLI_Tsuboyama_2023_1AOY,ARGR_ECOLI,contiguous_position,1287,1287,1287,0,4.440892098500626e-16,1287,1287,1287,True,
ARGR_ECOLI_Tsuboyama_2023_1AOY,ARGR_ECOLI,modulo_position,1287,1287,1287,0,4.440892098500626e-16,1287,1287,1287,True,
ARGR_ECOLI_Tsuboyama_2023_1AOY,ARGR_ECOLI,random_variant,1287,1287,1287,0,4.440892098500626e-16,1287,1287,1287,True,
BBC1_YEAST_Tsuboyama_2023_1TG0,BBC1_YEAST,contiguous_position,1084,2069,1084,0,4.440892098500626e-16,1084,1084,1084,True,
BBC1_YEAST_Tsuboyama_2023_1TG0,BBC1_YEAST,modulo_position,1084,2069,1084,0,4.440892098500626e-16,1084,1084,1084,True,
BBC1_YEAST_Tsuboyama_2023_1TG0,BBC1_YEAST,random_variant,1084,2069,1084,0,4.440892098500626e-16,1084,1084,1084,True,
BCHB_CHLTE_Tsuboyama_2023_2KRU,BCHB_CHLTE,contiguous_position,890,1572,890,0,4.440892098500626e-16,890,890,890,True,
BCHB_CHLTE_Tsuboyama_2023_2KRU,BCHB_CHLTE,modulo_position,890,1572,890,0,4.440892098500626e-16,890,890,890,True,
BCHB_CHLTE_Tsuboyama_2023_2KRU,BCHB_CHLTE,random_variant,890,1572,890,0,4.440892098500626e-16,890,890,890,True,
BLAT_ECOLX_Deng_2012,BLAT_ECOLX,contiguous_position,4996,4996,4996,0,0.0,4996,4996,4996,True,
BLAT_ECOLX_Deng_2012,BLAT_ECOLX,modulo_position,4996,4996,4996,0,0.0,4996,4996,4996,True,
BLAT_ECOLX_Deng_2012,BLAT_ECOLX,random_variant,4996,4996,4996,0,0.0,4996,4996,4996,True,
BLAT_ECOLX_Firnberg_2014,BLAT_ECOLX,contiguous_position,4783,4783,4783,0,0.0,4783,4783,4783,True,
BLAT_ECOLX_Firnberg_2014,BLAT_ECOLX,modulo_position,4783,4783,4783,0,0.0,4783,4783,4783,True,
BLAT_ECOLX_Firnberg_2014,BLAT_ECOLX,random_variant,4783,4783,4783,0,0.0,4783,4783,4783,True,
BLAT_ECOLX_Jacquier_2013,BLAT_ECOLX,contiguous_position,989,989,989,0,0.0,989,989,989,True,
BLAT_ECOLX_Jacquier_2013,BLAT_ECOLX,modulo_position,989,989,989,0,0.0,989,989,989,True,
BLAT_ECOLX_Jacquier_2013,BLAT_ECOLX,random_variant,989,989,989,0,0.0,989,989,989,True,
BLAT_ECOLX_Stiffler_2015,BLAT_ECOLX,contiguous_position,4996,4996,4996,0,0.0,4996,4996,4996,True,
BLAT_ECOLX_Stiffler_2015,BLAT_ECOLX,modulo_position,4996,4996,4996,0,0.0,4996,4996,4996,True,
BLAT_ECOLX_Stiffler_2015,BLAT_ECOLX,random_variant,4996,4996,4996,0,0.0,4996,4996,4996,True,
BRCA1_HUMAN_Findlay_2018,BRCA1_HUMAN,contiguous_position,1837,1837,1837,0,0.0,1837,1837,1837,True,
BRCA1_HUMAN_Findlay_2018,BRCA1_HUMAN,modulo_position,1837,1837,1837,0,0.0,1837,1837,1837,True,
BRCA1_HUMAN_Findlay_2018,BRCA1_HUMAN,random_variant,1837,1837,1837,0,0.0,1837,1837,1837,True,
C6KNH7_9INFA_Lee_2018,C6KNH7_9INFA,contiguous_position,10754,10754,10754,0,0.0,10754,10754,10754,True,
C6KNH7_9INFA_Lee_2018,C6KNH7_9INFA,modulo_position,10754,10754,10754,0,0.0,10754,10754,10754,True,
C6KNH7_9INFA_Lee_2018,C6KNH7_9INFA,random_variant,10754,10754,10754,0,0.0,10754,10754,10754,True,
CALM1_HUMAN_Weile_2017,CALM1_HUMAN,contiguous_position,1813,1813,1813,0,0.0,1813,1813,1813,True,
CALM1_HUMAN_Weile_2017,CALM1_HUMAN,modulo_position,1813,1813,1813,0,0.0,1813,1813,1813,True,
CALM1_HUMAN_Weile_2017,CALM1_HUMAN,random_variant,1813,1813,1813,0,0.0,1813,1813,1813,True,
CAPSD_AAV2S_Sinai_2021,CAPSD_AAV2S,contiguous_position,532,42328,532,0,0.0,532,532,532,True,
CAPSD_AAV2S_Sinai_2021,CAPSD_AAV2S,modulo_position,532,42328,532,0,0.0,532,532,532,True,
CAPSD_AAV2S_Sinai_2021,CAPSD_AAV2S,random_variant,532,42328,532,0,0.0,532,532,532,True,
CAR11_HUMAN_Meitlis_2020_gof,CAR11_HUMAN,contiguous_position,2374,2374,2374,0,0.0,2374,2374,2374,True,
CAR11_HUMAN_Meitlis_2020_gof,CAR11_HUMAN,modulo_position,2374,2374,2374,0,0.0,2374,2374,2374,True,
CAR11_HUMAN_Meitlis_2020_gof,CAR11_HUMAN,random_variant,2374,2374,2374,0,0.0,2374,2374,2374,True,
CAR11_HUMAN_Meitlis_2020_lof,CAR11_HUMAN,contiguous_position,2395,2395,2395,0,4.440892098500626e-16,2395,2395,2395,True,
CAR11_HUMAN_Meitlis_2020_lof,CAR11_HUMAN,modulo_position,2395,2395,2395,0,4.440892098500626e-16,2395,2395,2395,True,
CAR11_HUMAN_Meitlis_2020_lof,CAR11_HUMAN,random_variant,2395,2395,2395,0,4.440892098500626e-16,2395,2395,2395,True,
CAS9_STRP1_Spencer_2017_positive,CAS9_STRP1,contiguous_position,8117,8117,8117,0,4.440892098500626e-16,8117,8117,8117,True,
CAS9_STRP1_Spencer_2017_positive,CAS9_STRP1,modulo_position,8117,8117,8117,0,4.440892098500626e-16,8117,8117,8117,True,
CAS9_STRP1_Spencer_2017_positive,CAS9_STRP1,random_variant,8117,8117,8117,0,4.440892098500626e-16,8117,8117,8117,True,
CASP3_HUMAN_Roychowdhury_2020,CASP3_HUMAN,contiguous_position,1567,1567,1567,0,0.0,1567,1567,1567,True,
CASP3_HUMAN_Roychowdhury_2020,CASP3_HUMAN,modulo_position,1567,1567,1567,0,0.0,1567,1567,1567,True,
CASP3_HUMAN_Roychowdhury_2020,CASP3_HUMAN,random_variant,1567,1567,1567,0,0.0,1567,1567,1567,True,
CASP7_HUMAN_Roychowdhury_2020,CASP7_HUMAN,contiguous_position,1680,1680,1680,0,0.0,1680,1680,1680,True,
CASP7_HUMAN_Roychowdhury_2020,CASP7_HUMAN,modulo_position,1680,1680,1680,0,0.0,1680,1680,1680,True,
CASP7_HUMAN_Roychowdhury_2020,CASP7_HUMAN,random_variant,1680,1680,1680,0,0.0,1680,1680,1680,True,
CATR_CHLRE_Tsuboyama_2023_2AMI,CATR_CHLRE,contiguous_position,1340,1903,1340,0,8.881784197001252e-16,1340,1340,1340,True,
CATR_CHLRE_Tsuboyama_2023_2AMI,CATR_CHLRE,modulo_position,1340,1903,1340,0,8.881784197001252e-16,1340,1340,1340,True,
CATR_CHLRE_Tsuboyama_2023_2AMI,CATR_CHLRE,random_variant,1340,1903,1340,0,8.881784197001252e-16,1340,1340,1340,True,
CBPA2_HUMAN_Tsuboyama_2023_1O6X,CBPA2_HUMAN,contiguous_position,1357,2068,1357,0,8.881784197001252e-16,1357,1357,1357,True,
CBPA2_HUMAN_Tsuboyama_2023_1O6X,CBPA2_HUMAN,modulo_position,1357,2068,1357,0,8.881784197001252e-16,1357,1357,1357,True,
CBPA2_HUMAN_Tsuboyama_2023_1O6X,CBPA2_HUMAN,random_variant,1357,2068,1357,0,8.881784197001252e-16,1357,1357,1357,True,
CBS_HUMAN_Sun_2020,CBS_HUMAN,contiguous_position,7217,7217,7217,0,0.0,7217,7217,7217,True,
CBS_HUMAN_Sun_2020,CBS_HUMAN,modulo_position,7217,7217,7217,0,0.0,7217,7217,7217,True,
CBS_HUMAN_Sun_2020,CBS_HUMAN,random_variant,7217,7217,7217,0,0.0,7217,7217,7217,True,
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,contiguous_position,917,2282,917,0,4.440892098500626e-16,917,917,917,True,
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,modulo_position,917,2282,917,0,4.440892098500626e-16,917,917,917,True,
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,random_variant,917,2282,917,0,4.440892098500626e-16,917,917,917,True,
CCDB_ECOLI_Adkar_2012,CCDB_ECOLI,contiguous_position,1176,1176,1176,0,0.0,1176,1176,1176,True,
CCDB_ECOLI_Adkar_2012,CCDB_ECOLI,modulo_position,1176,1176,1176,0,0.0,1176,1176,1176,True,
CCDB_ECOLI_Adkar_2012,CCDB_ECOLI,random_variant,1176,1176,1176,0,0.0,1176,1176,1176,True,
CCR5_HUMAN_Gill_2023,CCR5_HUMAN,contiguous_position,6137,6137,6137,0,0.0,6137,6137,6137,True,
CCR5_HUMAN_Gill_2023,CCR5_HUMAN,modulo_position,6137,6137,6137,0,0.0,6137,6137,6137,True,
CCR5_HUMAN_Gill_2023,CCR5_HUMAN,random_variant,6137,6137,6137,0,0.0,6137,6137,6137,True,
CD19_HUMAN_Klesmith_2019_FMC_singles,CD19_HUMAN,contiguous_position,3761,3761,3761,0,0.0,3761,3761,3761,True,
CD19_HUMAN_Klesmith_2019_FMC_singles,CD19_HUMAN,modulo_position,3761,3761,3761,0,0.0,3761,3761,3761,True,
CD19_HUMAN_Klesmith_2019_FMC_singles,CD19_HUMAN,random_variant,3761,3761,3761,0,0.0,3761,3761,3761,True,
CP2C9_HUMAN_Amorosi_2021_abundance,CP2C9_HUMAN,contiguous_position,6370,6370,6370,0,0.0,6370,6370,6370,True,
CP2C9_HUMAN_Amorosi_2021_abundance,CP2C9_HUMAN,modulo_position,6370,6370,6370,0,0.0,6370,6370,6370,True,
CP2C9_HUMAN_Amorosi_2021_abundance,CP2C9_HUMAN,random_variant,6370,6370,6370,0,0.0,6370,6370,6370,True,
CP2C9_HUMAN_Amorosi_2021_activity,CP2C9_HUMAN,contiguous_position,6142,6142,6142,0,0.0,6142,6142,6142,True,
CP2C9_HUMAN_Amorosi_2021_activity,CP2C9_HUMAN,modulo_position,6142,6142,6142,0,0.0,6142,6142,6142,True,
CP2C9_HUMAN_Amorosi_2021_activity,CP2C9_HUMAN,random_variant,6142,6142,6142,0,0.0,6142,6142,6142,True,
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,contiguous_position,1353,3295,1353,0,4.440892098500626e-16,1353,1353,1353,True,
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,modulo_position,1353,3295,1353,0,4.440892098500626e-16,1353,1353,1353,True,
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,random_variant,1353,3295,1353,0,4.440892098500626e-16,1353,1353,1353,True,
CUE1_YEAST_Tsuboyama_2023_2MYX,CUE1_YEAST,contiguous_position,955,1580,955,0,4.440892098500626e-16,955,955,955,True,
CUE1_YEAST_Tsuboyama_2023_2MYX,CUE1_YEAST,modulo_position,955,1580,955,0,4.440892098500626e-16,955,955,955,True,
CUE1_YEAST_Tsuboyama_2023_2MYX,CUE1_YEAST,random_variant,955,1580,955,0,4.440892098500626e-16,955,955,955,True,
D7PM05_CLYGR_Somermeyer_2022,D7PM05_CLYGR,contiguous_position,1169,24515,1169,0,0.0,1169,1169,1169,True,
D7PM05_CLYGR_Somermeyer_2022,D7PM05_CLYGR,modulo_position,1169,24515,1169,0,0.0,1169,1169,1169,True,
D7PM05_CLYGR_Somermeyer_2022,D7PM05_CLYGR,random_variant,1169,24515,1169,0,0.0,1169,1169,1169,True,
DLG4_HUMAN_Faure_2021,DLG4_HUMAN,contiguous_position,1280,6976,1280,0,0.0,1280,1280,1280,True,
DLG4_HUMAN_Faure_2021,DLG4_HUMAN,modulo_position,1280,6976,1280,0,0.0,1280,1280,1280,True,
DLG4_HUMAN_Faure_2021,DLG4_HUMAN,random_variant,1280,6976,1280,0,0.0,1280,1280,1280,True,
DLG4_RAT_McLaughlin_2012,DLG4_RAT,contiguous_position,1576,1576,1576,0,0.0,1576,1576,1576,True,
DLG4_RAT_McLaughlin_2012,DLG4_RAT,modulo_position,1576,1576,1576,0,0.0,1576,1576,1576,True,
DLG4_RAT_McLaughlin_2012,DLG4_RAT,random_variant,1576,1576,1576,0,0.0,1576,1576,1576,True,
DN7A_SACS2_Tsuboyama_2023_1JIC,DN7A_SACS2,contiguous_position,1008,1008,1008,0,4.440892098500626e-16,1008,1008,1008,True,
DN7A_SACS2_Tsuboyama_2023_1JIC,DN7A_SACS2,modulo_position,1008,1008,1008,0,4.440892098500626e-16,1008,1008,1008,True,
DN7A_SACS2_Tsuboyama_2023_1JIC,DN7A_SACS2,random_variant,1008,1008,1008,0,4.440892098500626e-16,1008,1008,1008,True,
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,contiguous_position,1216,2264,1216,0,8.881784197001252e-16,1216,1216,1216,True,
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,modulo_position,1216,2264,1216,0,8.881784197001252e-16,1216,1216,1216,True,
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,random_variant,1216,2264,1216,0,8.881784197001252e-16,1216,1216,1216,True,
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,DOCK1_MOUSE,contiguous_position,1213,2915,1213,0,4.440892098500626e-16,1213,1213,1213,True,
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,DOCK1_MOUSE,modulo_position,1213,2915,1213,0,4.440892098500626e-16,1213,1213,1213,True,
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,DOCK1_MOUSE,random_variant,1213,2915,1213,0,4.440892098500626e-16,1213,1213,1213,True,
DYR_ECOLI_Nguyen_2023,DYR_ECOLI,contiguous_position,2916,2916,2916,0,0.0,2916,2916,2916,True,
DYR_ECOLI_Nguyen_2023,DYR_ECOLI,modulo_position,2916,2916,2916,0,0.0,2916,2916,2916,True,
DYR_ECOLI_Nguyen_2023,DYR_ECOLI,random_variant,2916,2916,2916,0,0.0,2916,2916,2916,True,
DYR_ECOLI_Thompson_2019,DYR_ECOLI,contiguous_position,2363,2363,2363,0,0.0,2363,2363,2363,True,
DYR_ECOLI_Thompson_2019,DYR_ECOLI,modulo_position,2363,2363,2363,0,0.0,2363,2363,2363,True,
DYR_ECOLI_Thompson_2019,DYR_ECOLI,random_variant,2363,2363,2363,0,0.0,2363,2363,2363,True,
ENVZ_ECOLI_Ghose_2023,ENVZ_ECOLI,contiguous_position,1121,1121,1121,0,0.0,1121,1121,1121,True,
ENVZ_ECOLI_Ghose_2023,ENVZ_ECOLI,modulo_position,1121,1121,1121,0,0.0,1121,1121,1121,True,
ENVZ_ECOLI_Ghose_2023,ENVZ_ECOLI,random_variant,1121,1121,1121,0,0.0,1121,1121,1121,True,
ENV_HV1BR_Haddox_2016,ENV_HV1BR,contiguous_position,12863,12863,12863,0,0.0,12863,12863,12863,True,
ENV_HV1BR_Haddox_2016,ENV_HV1BR,modulo_position,12863,12863,12863,0,0.0,12863,12863,12863,True,
ENV_HV1BR_Haddox_2016,ENV_HV1BR,random_variant,12863,12863,12863,0,0.0,12863,12863,12863,True,
EPHB2_HUMAN_Tsuboyama_2023_1F0M,EPHB2_HUMAN,contiguous_position,1239,1960,1239,0,8.881784197001252e-16,1239,1239,1239,True,
EPHB2_HUMAN_Tsuboyama_2023_1F0M,EPHB2_HUMAN,modulo_position,1239,1960,1239,0,8.881784197001252e-16,1239,1239,1239,True,
EPHB2_HUMAN_Tsuboyama_2023_1F0M,EPHB2_HUMAN,random_variant,1239,1960,1239,0,8.881784197001252e-16,1239,1239,1239,True,
ESTA_BACSU_Nutschel_2020,ESTA_BACSU,contiguous_position,2172,2172,2172,0,0.0,2172,2172,2172,True,
ESTA_BACSU_Nutschel_2020,ESTA_BACSU,modulo_position,2172,2172,2172,0,0.0,2172,2172,2172,True,
ESTA_BACSU_Nutschel_2020,ESTA_BACSU,random_variant,2172,2172,2172,0,0.0,2172,2172,2172,True,
FECA_ECOLI_Tsuboyama_2023_2D1U,FECA_ECOLI,contiguous_position,1219,1886,1219,0,4.440892098500626e-16,1219,1219,1219,True,
FECA_ECOLI_Tsuboyama_2023_2D1U,FECA_ECOLI,modulo_position,1219,1886,1219,0,4.440892098500626e-16,1219,1219,1219,True,
FECA_ECOLI_Tsuboyama_2023_2D1U,FECA_ECOLI,random_variant,1219,1886,1219,0,4.440892098500626e-16,1219,1219,1219,True,
FKBP3_HUMAN_Tsuboyama_2023_2KFV,FKBP3_HUMAN,contiguous_position,1237,1237,1237,0,4.440892098500626e-16,1237,1237,1237,True,
FKBP3_HUMAN_Tsuboyama_2023_2KFV,FKBP3_HUMAN,modulo_position,1237,1237,1237,0,4.440892098500626e-16,1237,1237,1237,True,
FKBP3_HUMAN_Tsuboyama_2023_2KFV,FKBP3_HUMAN,random_variant,1237,1237,1237,0,4.440892098500626e-16,1237,1237,1237,True,
GAL4_YEAST_Kitzman_2015,GAL4_YEAST,contiguous_position,1195,1195,1195,0,0.0,1195,1195,1195,True,
GAL4_YEAST_Kitzman_2015,GAL4_YEAST,modulo_position,1195,1195,1195,0,0.0,1195,1195,1195,True,
GAL4_YEAST_Kitzman_2015,GAL4_YEAST,random_variant,1195,1195,1195,0,0.0,1195,1195,1195,True,
GDIA_HUMAN_Silverstein_2021,GDIA_HUMAN,contiguous_position,1154,1154,1154,0,0.0,1154,1154,1154,True,
GDIA_HUMAN_Silverstein_2021,GDIA_HUMAN,modulo_position,1154,1154,1154,0,0.0,1154,1154,1154,True,
GDIA_HUMAN_Silverstein_2021,GDIA_HUMAN,random_variant,1154,1154,1154,0,0.0,1154,1154,1154,True,
GFP_AEQVI_Sarkisyan_2016,GFP_AEQVI,contiguous_position,1084,51714,1084,0,0.0,1084,1084,1084,True,
GFP_AEQVI_Sarkisyan_2016,GFP_AEQVI,modulo_position,1084,51714,1084,0,0.0,1084,1084,1084,True,
GFP_AEQVI_Sarkisyan_2016,GFP_AEQVI,random_variant,1084,51714,1084,0,0.0,1084,1084,1084,True,
GRB2_HUMAN_Faure_2021,GRB2_HUMAN,contiguous_position,1034,63366,1034,0,0.0,1034,1034,1034,True,
GRB2_HUMAN_Faure_2021,GRB2_HUMAN,modulo_position,1034,63366,1034,0,0.0,1034,1034,1034,True,
GRB2_HUMAN_Faure_2021,GRB2_HUMAN,random_variant,1034,63366,1034,0,0.0,1034,1034,1034,True,
HCP_LAMBD_Tsuboyama_2023_2L6Q,HCP_LAMBD,contiguous_position,1040,1040,1040,0,4.440892098500626e-16,1040,1040,1040,True,
HCP_LAMBD_Tsuboyama_2023_2L6Q,HCP_LAMBD,modulo_position,1040,1040,1040,0,4.440892098500626e-16,1040,1040,1040,True,
HCP_LAMBD_Tsuboyama_2023_2L6Q,HCP_LAMBD,random_variant,1040,1040,1040,0,4.440892098500626e-16,1040,1040,1040,True,
HECD1_HUMAN_Tsuboyama_2023_3DKM,HECD1_HUMAN,contiguous_position,1244,5586,1244,0,8.881784197001252e-16,1244,1244,1244,True,
HECD1_HUMAN_Tsuboyama_2023_3DKM,HECD1_HUMAN,modulo_position,1244,5586,1244,0,8.881784197001252e-16,1244,1244,1244,True,
HECD1_HUMAN_Tsuboyama_2023_3DKM,HECD1_HUMAN,random_variant,1244,5586,1244,0,8.881784197001252e-16,1244,1244,1244,True,
HEM3_HUMAN_Loggerenberg_2023,HEM3_HUMAN,contiguous_position,5689,5689,5689,0,0.0,5689,5689,5689,True,
HEM3_HUMAN_Loggerenberg_2023,HEM3_HUMAN,modulo_position,5689,5689,5689,0,0.0,5689,5689,5689,True,
HEM3_HUMAN_Loggerenberg_2023,HEM3_HUMAN,random_variant,5689,5689,5689,0,0.0,5689,5689,5689,True,
HMDH_HUMAN_Jiang_2019,HMDH_HUMAN,contiguous_position,16853,16853,16853,0,0.0,16853,16853,16853,True,
HMDH_HUMAN_Jiang_2019,HMDH_HUMAN,modulo_position,16853,16853,16853,0,0.0,16853,16853,16853,True,
HMDH_HUMAN_Jiang_2019,HMDH_HUMAN,random_variant,16853,16853,16853,0,0.0,16853,16853,16853,True,
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,HSP82_YEAST,contiguous_position,2252,2252,2252,0,3.3881317890172014e-21,2252,2252,2252,True,
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,HSP82_YEAST,modulo_position,2252,2252,2252,0,3.3881317890172014e-21,2252,2252,2252,True,
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,HSP82_YEAST,random_variant,2252,2252,2252,0,3.3881317890172014e-21,2252,2252,2252,True,
HSP82_YEAST_Flynn_2019,HSP82_YEAST,contiguous_position,13294,13294,13294,0,0.0,13294,13294,13294,True,
HSP82_YEAST_Flynn_2019,HSP82_YEAST,modulo_position,13294,13294,13294,0,0.0,13294,13294,13294,True,
HSP82_YEAST_Flynn_2019,HSP82_YEAST,random_variant,13294,13294,13294,0,0.0,13294,13294,13294,True,
HSP82_YEAST_Mishra_2016,HSP82_YEAST,contiguous_position,4323,4323,4323,0,0.0,4323,4323,4323,True,
HSP82_YEAST_Mishra_2016,HSP82_YEAST,modulo_position,4323,4323,4323,0,0.0,4323,4323,4323,True,
HSP82_YEAST_Mishra_2016,HSP82_YEAST,random_variant,4323,4323,4323,0,0.0,4323,4323,4323,True,
HXK4_HUMAN_Gersing_2022_activity,HXK4_HUMAN,contiguous_position,8570,8570,8570,0,0.0,8570,8570,8570,True,
