uniprot_id,family_id,family_size,family_members,base_family_id,sequence_family_id,structure_added_relationship,assay_count,assayed_sequence_count
TNKS2_HUMAN,cssc_1a40a2a2ccdc,2,EPHB2_HUMAN;TNKS2_HUMAN,ssf_1a40a2a2ccdc,sf_1ecb2ce4d2e3,True,1,1
A0A192B1T2_9HIV1,cssc_1bf288bd319a,3,A0A192B1T2_9HIV1;ENV_HV1BR;Q2N0S5_9HIV1,ssf_1bf288bd319a,sf_1bf288bd319a,False,1,1
ENV_HV1BR,cssc_1bf288bd319a,3,A0A192B1T2_9HIV1;ENV_HV1BR;Q2N0S5_9HIV1,ssf_1bf288bd319a,sf_1bf288bd319a,False,1,1
Q2N0S5_9HIV1,cssc_1bf288bd319a,3,A0A192B1T2_9HIV1;ENV_HV1BR;Q2N0S5_9HIV1,ssf_1bf288bd319a,sf_1bf288bd319a,False,1,1
CD19_HUMAN,cssc_1ca77773c7d8,1,CD19_HUMAN,ssf_1ca77773c7d8,sf_1ca77773c7d8,False,1,1
BLAT_ECOLX,cssc_1ca89f8f1279,1,BLAT_ECOLX,ssf_1ca89f8f1279,sf_1ca89f8f1279,False,4,1
CP2C9_HUMAN,cssc_1d3a8e32222c,1,CP2C9_HUMAN,ssf_1d3a8e32222c,sf_1d3a8e32222c,False,2,1
MLAC_ECOLI,cssc_2185c9b20e14,1,MLAC_ECOLI,ssf_2185c9b20e14,sf_2185c9b20e14,False,1,1
CBS_HUMAN,cssc_2aec2e528c86,7,CBS_HUMAN;GDIA_HUMAN;MTH3_HAEAE;OTC_HUMAN;OXDA_RHOTO;POLG_DEN26;TPMT_HUMAN,ssf_c188af622fce,sf_c188af622fce,False,1,1
GDIA_HUMAN,cssc_2aec2e528c86,7,CBS_HUMAN;GDIA_HUMAN;MTH3_HAEAE;OTC_HUMAN;OXDA_RHOTO;POLG_DEN26;TPMT_HUMAN,ssf_8931019bd293,sf_8931019bd293,False,1,1
MTH3_HAEAE,cssc_2aec2e528c86,7,CBS_HUMAN;GDIA_HUMAN;MTH3_HAEAE;OTC_HUMAN;OXDA_RHOTO;POLG_DEN26;TPMT_HUMAN,ssf_9a90786f7320,sf_9a90786f7320,False,1,1
OTC_HUMAN,cssc_2aec2e528c86,7,CBS_HUMAN;GDIA_HUMAN;MTH3_HAEAE;OTC_HUMAN;OXDA_RHOTO;POLG_DEN26;TPMT_HUMAN,ssf_85ec1183d131,sf_85ec1183d131,False,1,1
OXDA_RHOTO,cssc_2aec2e528c86,7,CBS_HUMAN;GDIA_HUMAN;MTH3_HAEAE;OTC_HUMAN;OXDA_RHOTO;POLG_DEN26;TPMT_HUMAN,ssf_08db490a0d52,sf_08db490a0d52,False,2,1
POLG_DEN26,cssc_2aec2e528c86,7,CBS_HUMAN;GDIA_HUMAN;MTH3_HAEAE;OTC_HUMAN;OXDA_RHOTO;POLG_DEN26;TPMT_HUMAN,ssf_1d81bb997017,sf_1d81bb997017,False,1,1
TPMT_HUMAN,cssc_2aec2e528c86,7,CBS_HUMAN;GDIA_HUMAN;MTH3_HAEAE;OTC_HUMAN;OXDA_RHOTO;POLG_DEN26;TPMT_HUMAN,ssf_b5a772423035,sf_b5a772423035,False,1,1
GAL4_YEAST,cssc_2be67f569203,1,GAL4_YEAST,ssf_2be67f569203,sf_2be67f569203,False,1,1
RL20_AQUAE,cssc_310c599ef29a,1,RL20_AQUAE,ssf_310c599ef29a,sf_310c599ef29a,False,1,1
PHOT_CHLRE,cssc_3193156583c0,1,PHOT_CHLRE,ssf_3193156583c0,sf_3193156583c0,False,1,1
RCD1_ARATH,cssc_329d15de34fe,1,RCD1_ARATH,ssf_329d15de34fe,sf_329d15de34fe,False,1,1
PKN1_HUMAN,cssc_32b373a919b9,1,PKN1_HUMAN,ssf_32b373a919b9,sf_32b373a919b9,False,1,1
BCHB_CHLTE,cssc_39e5faa59a41,1,BCHB_CHLTE,ssf_39e5faa59a41,sf_39e5faa59a41,False,1,1
SDA_BACSU,cssc_3a5047c87583,1,SDA_BACSU,ssf_3a5047c87583,sf_3a5047c87583,False,1,1
DNJA1_HUMAN,cssc_3bc8071abc2c,1,DNJA1_HUMAN,ssf_3bc8071abc2c,sf_3bc8071abc2c,False,1,1
TPK1_HUMAN,cssc_3c2e5ceba3be,1,TPK1_HUMAN,ssf_3c2e5ceba3be,sf_3c2e5ceba3be,False,1,1
REV_HV1H2,cssc_4ddd0adc0328,1,REV_HV1H2,ssf_4ddd0adc0328,sf_4ddd0adc0328,False,1,1
ADRB2_HUMAN,cssc_516e14d168fd,2,ADRB2_HUMAN;CCR5_HUMAN,ssf_e2a3e4f1f860,sf_e2a3e4f1f860,False,1,1
CCR5_HUMAN,cssc_516e14d168fd,2,ADRB2_HUMAN;CCR5_HUMAN,ssf_2fd7d813c6f4,sf_2fd7d813c6f4,False,1,1
PAI1_HUMAN,cssc_51cbf66f0934,1,PAI1_HUMAN,ssf_51cbf66f0934,sf_51cbf66f0934,False,1,1
POLG_HCVJF,cssc_55f4d290e887,1,POLG_HCVJF,ssf_55f4d290e887,sf_55f4d290e887,False,1,1
SC6A4_HUMAN,cssc_5602ca7080fe,1,SC6A4_HUMAN,ssf_5602ca7080fe,sf_5602ca7080fe,False,1,1
BBC1_YEAST,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_09af8f8b7309,sf_c5f7073ffbdb,True,1,1
CAS9_STRP1,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_2fb7a12de8e4,sf_2fb7a12de8e4,False,1,1
CBX4_HUMAN,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_63a1a4e89751,sf_2ed9fd8d158e,True,1,1
CCDB_ECOLI,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_e2b2659337b1,sf_e2b2659337b1,False,1,1
DLG4_HUMAN,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_d98da1f7d712,sf_d98da1f7d712,False,1,1
DLG4_RAT,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_d98da1f7d712,sf_d98da1f7d712,False,1,1
DN7A_SACS2,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_0500559dbf7c,sf_0500559dbf7c,False,1,1
DOCK1_MOUSE,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_09af8f8b7309,sf_b63fd9507fc4,True,1,1
GRB2_HUMAN,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_a2995dce9367,sf_a2995dce9367,False,1,1
HECD1_HUMAN,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_45f2530c8897,sf_45f2530c8897,False,1,1
KKA2_KLEPN,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_72f0344ad526,sf_72f0344ad526,False,1,1
MET_HUMAN,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_9e206bd97a80,sf_9e206bd97a80,False,1,1
MK01_HUMAN,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_29a8f9564eb0,sf_29a8f9564eb0,False,1,1
MSH2_HUMAN,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_48cbc265b524,sf_48cbc265b524,False,1,1
MYO3_YEAST,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_09af8f8b7309,sf_ce83c8e2ec6e,True,1,1
OBSCN_HUMAN,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_09af8f8b7309,sf_1512f7c11353,True,1,1
PSAE_PICP2,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_b20798b8020c,sf_b20798b8020c,False,1,1
Q837P4_ENTFA,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_cdfaa4cd70ca,sf_cdfaa4cd70ca,False,1,1
Q837P5_ENTFA,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_cdfaa4cd70ca,sf_cdfaa4cd70ca,False,1,1
RASH_HUMAN,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_550503ae0437,sf_550503ae0437,False,1,1
RASK_HUMAN,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_550503ae0437,sf_550503ae0437,False,2,1
SR43C_ARATH,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_63a1a4e89751,sf_3b0bdc6eb756,True,1,1
SRBS1_HUMAN,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_09af8f8b7309,sf_fd69b9c71495,True,1,1
SRC_HUMAN,cssc_563b32cd16bb,24,BBC1_YEAST;CAS9_STRP1;CBX4_HUMAN;CCDB_ECOLI;DLG4_HUMAN;DLG4_RAT;DN7A_SACS2;DOCK1_MOUSE;GRB2_HUMAN;HECD1_HUMAN;KKA2_KLEPN;MET_HUMAN;MK01_HUMAN;MSH2_HUMAN;MYO3_YEAST;OBSCN_HUMAN;PSAE_PICP2;Q837P4_ENTFA;Q837P5_ENTFA;RASH_HUMAN;RASK_HUMAN;SR43C_ARATH;SRBS1_HUMAN;SRC_HUMAN,ssf_c38d9b4005f8,sf_c38d9b4005f8,False,3,1
A4GRB6_PSEAI,cssc_579275b2407d,1,A4GRB6_PSEAI,ssf_579275b2407d,sf_579275b2407d,False,1,1
SPA_STAAU,cssc_5e471b6b3e5d,1,SPA_STAAU,ssf_5e471b6b3e5d,sf_5e471b6b3e5d,False,1,1
HMDH_HUMAN,cssc_5e5c54cd042b,2,HMDH_HUMAN;NPC1_HUMAN,ssf_a470df240675,sf_a470df240675,False,1,1
NPC1_HUMAN,cssc_5e5c54cd042b,2,HMDH_HUMAN;NPC1_HUMAN,ssf_9d5fffe3ecc6,sf_9d5fffe3ecc6,False,1,1
SBI_STAAM,cssc_60dadcbd5371,1,SBI_STAAM,ssf_60dadcbd5371,sf_60dadcbd5371,False,1,1
KCNJ2_MOUSE,cssc_67512007bfe9,3,KCNJ2_MOUSE;Q53Z42_HUMAN;TPOR_HUMAN,ssf_f35e7c0d2382,sf_f35e7c0d2382,False,2,1
Q53Z42_HUMAN,cssc_67512007bfe9,3,KCNJ2_MOUSE;Q53Z42_HUMAN;TPOR_HUMAN,ssf_77b576379330,sf_77b576379330,False,2,1
TPOR_HUMAN,cssc_67512007bfe9,3,KCNJ2_MOUSE;Q53Z42_HUMAN;TPOR_HUMAN,ssf_540579521118,sf_540579521118,False,1,1
ACE2_HUMAN,cssc_67d793b1df10,1,ACE2_HUMAN,ssf_67d793b1df10,sf_67d793b1df10,False,1,1
FKBP3_HUMAN,cssc_686e99086a66,2,FKBP3_HUMAN;THO1_YEAST,ssf_178ecc1910b6,sf_178ecc1910b6,False,1,1
THO1_YEAST,cssc_686e99086a66,2,FKBP3_HUMAN;THO1_YEAST,ssf_a523304d9a92,sf_a523304d9a92,False,1,1
POLG_CXB3N,cssc_6872ef7481de,1,POLG_CXB3N,ssf_6872ef7481de,sf_6872ef7481de,False,1,1
A4_HUMAN,cssc_6a1f189f4e62,1,A4_HUMAN,ssf_6a1f189f4e62,sf_6a1f189f4e62,False,1,1
SOX30_HUMAN,cssc_6cc095ce3976,1,SOX30_HUMAN,ssf_6cc095ce3976,sf_6cc095ce3976,False,1,1
PPARG_HUMAN,cssc_6d98a5313455,1,PPARG_HUMAN,ssf_6d98a5313455,sf_6d98a5313455,False,1,1
PIN1_HUMAN,cssc_6f0217bf6d08,3,PIN1_HUMAN;SAV1_MOUSE;TCRG1_MOUSE,ssf_27b2fd965bcd,sf_27b2fd965bcd,False,1,1
SAV1_MOUSE,cssc_6f0217bf6d08,3,PIN1_HUMAN;SAV1_MOUSE;TCRG1_MOUSE,ssf_0d40c1bb820d,sf_0d40c1bb820d,False,1,1
TCRG1_MOUSE,cssc_6f0217bf6d08,3,PIN1_HUMAN;SAV1_MOUSE;TCRG1_MOUSE,ssf_a21d29addbd9,sf_a21d29addbd9,False,1,1
SHOC2_HUMAN,cssc_6f5083a5504d,1,SHOC2_HUMAN,ssf_6f5083a5504d,sf_6f5083a5504d,False,1,1
SPIKE_SARS2,cssc_761ae81d509c,1,SPIKE_SARS2,ssf_761ae81d509c,sf_761ae81d509c,False,2,1
NUD15_HUMAN,cssc_7dd15a2e7599,1,NUD15_HUMAN,ssf_7dd15a2e7599,sf_7dd15a2e7599,False,1,1
KCNE1_HUMAN,cssc_8626537a0620,1,KCNE1_HUMAN,ssf_8626537a0620,sf_8626537a0620,False,2,1
SYUA_HUMAN,cssc_87dffde05f09,1,SYUA_HUMAN,ssf_87dffde05f09,sf_87dffde05f09,False,1,1
ANCSZ,cssc_88339869d8cb,1,ANCSZ,ssf_88339869d8cb,sf_88339869d8cb,False,1,1
VKOR1_HUMAN,cssc_893ea5ec829f,1,VKOR1_HUMAN,ssf_893ea5ec829f,sf_893ea5ec829f,False,2,1
ISDH_STAAW,cssc_952abe758b6a,1,ISDH_STAAW,ssf_952abe758b6a,sf_952abe758b6a,False,1,1
A0A1I9GEU1_NEIME,cssc_977f4be4ca9f,1,A0A1I9GEU1_NEIME,ssf_977f4be4ca9f,sf_977f4be4ca9f,False,1,1
A0A2Z5U3Z0_9INFA,cssc_97ae43962602,2,A0A2Z5U3Z0_9INFA;C6KNH7_9INFA,ssf_97ae43962602,sf_97ae43962602,False,2,1
C6KNH7_9INFA,cssc_97ae43962602,2,A0A2Z5U3Z0_9INFA;C6KNH7_9INFA,ssf_97ae43962602,sf_97ae43962602,False,1,1
PABP_YEAST,cssc_99a238bc9e63,3,PABP_YEAST;TADBP_HUMAN;UBR5_HUMAN,ssf_a34f78cda012,sf_a34f78cda012,False,1,1
TADBP_HUMAN,cssc_99a238bc9e63,3,PABP_YEAST;TADBP_HUMAN;UBR5_HUMAN,ssf_b0af6d5185b3,sf_b0af6d5185b3,False,1,1
UBR5_HUMAN,cssc_99a238bc9e63,3,PABP_YEAST;TADBP_HUMAN;UBR5_HUMAN,ssf_059a8d032aa4,sf_059a8d032aa4,False,1,1
CASP3_HUMAN,cssc_99e3b36fb3c0,2,CASP3_HUMAN;CASP7_HUMAN,ssf_99e3b36fb3c0,sf_99e3b36fb3c0,False,1,1
CASP7_HUMAN,cssc_99e3b36fb3c0,2,CASP3_HUMAN;CASP7_HUMAN,ssf_99e3b36fb3c0,sf_99e3b36fb3c0,False,1,1
