fold,repeat,assay_id,uniprot_id,model,calibration_method,retained_fraction,retained_rows,mae,normalized_mae,uncertainty_threshold,family_id
1,0,ILF3_HUMAN_Tsuboyama_2023_2L33,ILF3_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.21593793693769844,0.7480313301311543,0.3110016053149893,sf_8239bef973ac
1,0,KCNE1_HUMAN_Muhammad_2023_expression,KCNE1_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.25105187173925364,0.8696696292102283,0.3110016053149893,sf_8626537a0620
1,0,KCNE1_HUMAN_Muhammad_2023_function,KCNE1_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.21963930561492162,0.7608532537551068,0.3110016053149893,sf_8626537a0620
1,0,KCNJ2_MOUSE_Coyote-Maestas_2022_function,KCNJ2_MOUSE,cross_protein_histgb,mondrian_substitution,0.25,250,0.2174756576303907,0.7533581580499061,0.31233912469008585,sf_f35e7c0d2382
1,0,KCNJ2_MOUSE_Coyote-Maestas_2022_surface,KCNJ2_MOUSE,cross_protein_histgb,mondrian_substitution,0.25,250,0.237262844376753,0.8219030133692972,0.3110016053149893,sf_f35e7c0d2382
1,0,LGK_LIPST_Klesmith_2015,LGK_LIPST,cross_protein_histgb,mondrian_substitution,0.25,250,0.20169813466234252,0.6987034475159892,0.3110016053149893,sf_bba3db8a5a23
1,0,MBD11_ARATH_Tsuboyama_2023_6ACV,MBD11_ARATH,cross_protein_histgb,mondrian_substitution,0.25,250,0.18242154335246824,0.6319270789268256,0.3110016053149893,sf_029b997580c1
1,0,MLAC_ECOLI_MacRae_2023,MLAC_ECOLI,cross_protein_histgb,mondrian_substitution,0.25,250,0.21752642055526866,0.7535340015477356,0.3110016053149893,sf_2185c9b20e14
1,0,NUSG_MYCTU_Tsuboyama_2023_2MI6,NUSG_MYCTU,cross_protein_histgb,mondrian_substitution,0.25,250,0.1421919336239522,0.49256755321013135,0.3110016053149893,sf_8972dd1535ff
1,0,OXDA_RHOTO_Vanella_2023_activity,OXDA_RHOTO,cross_protein_histgb,mondrian_substitution,0.25,250,0.1982442598127015,0.6867386101590095,0.3110016053149893,sf_08db490a0d52
1,0,OXDA_RHOTO_Vanella_2023_expression,OXDA_RHOTO,cross_protein_histgb,mondrian_substitution,0.25,250,0.21760358735448598,0.7538013153151962,0.3110016053149893,sf_08db490a0d52
1,0,PA_I34A1_Wu_2015,PA_I34A1,cross_protein_histgb,mondrian_substitution,0.25,250,0.2381283992168624,0.8249013847880966,0.31075289929679517,sf_ec35c0fe8f0c
1,0,POLG_HCVJF_Qi_2014,POLG_HCVJF,cross_protein_histgb,mondrian_substitution,0.25,250,0.23582772852386402,0.8816483939454735,0.3110016053149893,sf_55f4d290e887
1,0,PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.16247344562451405,0.562824806817349,0.31233912469008585,sf_f662b12b6174
1,0,Q6WV12_9MAXI_Somermeyer_2022,Q6WV12_9MAXI,cross_protein_histgb,mondrian_substitution,0.25,250,0.23195304970445788,0.8035093358721088,0.31075289929679517,sf_e786ad53cfe1
1,0,Q837P4_ENTFA_Meier_2023,Q837P4_ENTFA,cross_protein_histgb,mondrian_substitution,0.25,175,0.19370459599351944,0.6710131004002567,0.31075289929679517,sf_cdfaa4cd70ca
1,0,Q837P5_ENTFA_Meier_2023,Q837P5_ENTFA,cross_protein_histgb,mondrian_substitution,0.25,187,0.22368483699630995,0.7748676994357507,0.31233912469008585,sf_cdfaa4cd70ca
1,0,RASH_HUMAN_Bandaru_2017,RASH_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.24201850502723282,0.8383771133467235,0.3110016053149893,sf_550503ae0437
1,0,RASK_HUMAN_Weng_2022_abundance,RASK_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.26219090465374023,0.9082563904137593,0.3110016053149893,sf_550503ae0437
1,0,RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.22605534300612237,0.7830790703576607,0.3110016053149893,sf_550503ae0437
1,0,RNC_ECOLI_Weeks_2023,RNC_ECOLI,cross_protein_histgb,mondrian_substitution,0.25,250,0.18635436400368638,0.6455507761086078,0.31075289929679517,sf_692c79c706c4
1,0,SOX30_HUMAN_Tsuboyama_2023_7JJK,SOX30_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.18323561878068534,0.6347471203425775,0.3110016053149893,sf_6cc095ce3976
1,0,SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,cross_protein_histgb,mondrian_substitution,0.25,250,0.207627660401403,0.7192436733656999,0.3110016053149893,sf_5e471b6b3e5d
1,0,SPG1_STRSG_Olson_2014,SPG1_STRSG,cross_protein_histgb,mondrian_substitution,0.25,250,0.2286317905316201,0.7922474242526978,0.3110016053149893,sf_db4b6fc031cf
1,0,SRC_HUMAN_Ahler_2019,SRC_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.15385758752135728,0.5329785839232908,0.3110016053149893,sf_c38d9b4005f8
1,0,SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.18519554696626012,0.6415365141304789,0.31233912469008585,sf_c38d9b4005f8
1,0,SRC_HUMAN_Nguyen_2022,SRC_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.18584857807646,0.6437986813851413,0.31075289929679517,sf_c38d9b4005f8
1,0,SUMO1_HUMAN_Weile_2017,SUMO1_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.18401539357931682,0.6374483408325711,0.31075289929679517,sf_19622d9f3f73
1,0,TAT_HV1BR_Fernandes_2016,TAT_HV1BR,cross_protein_histgb,mondrian_substitution,0.25,250,0.25487447496714655,0.8829115218469509,0.31075289929679517,sf_0d06a357cd85
1,0,TPK1_HUMAN_Weile_2017,TPK1_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.2278422733404771,0.7892691864457139,0.3110016053149893,sf_3c2e5ceba3be
1,0,UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.2082489776442365,0.7213959805062662,0.31233912469008585,sf_059a8d032aa4
1,0,YAIA_ECOLI_Tsuboyama_2023_2KVT,YAIA_ECOLI,cross_protein_histgb,mondrian_substitution,0.25,232,0.18996787039744326,0.6580683887400589,0.31075289929679517,sf_ac44f5c3e836
2,0,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,cross_protein_histgb,mondrian_substitution,0.25,231,0.27111415206525596,0.9391678695518869,0.3207143461858538,sf_977f4be4ca9f
2,0,A4D664_9INFA_Soh_2019,A4D664_9INFA,cross_protein_histgb,mondrian_substitution,0.25,250,0.24285275851333224,0.8412670536403253,0.32384640274577525,sf_c55b9af61b07
2,0,A4_HUMAN_Seuma_2022,A4_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,199,0.22259699001289343,0.7710992011196549,0.3259644880674233,sf_6a1f189f4e62
2,0,ANCSZ_Hobbs_2022,ANCSZ,cross_protein_histgb,mondrian_substitution,0.25,250,0.18386405975850958,0.6369241048373697,0.3259644880674233,sf_88339869d8cb
2,0,BLAT_ECOLX_Deng_2012,BLAT_ECOLX,cross_protein_histgb,mondrian_substitution,0.25,250,0.22273127714761068,0.77156462100089,0.32384640274577525,sf_1ca89f8f1279
2,0,BLAT_ECOLX_Firnberg_2014,BLAT_ECOLX,cross_protein_histgb,mondrian_substitution,0.25,250,0.185206348398203,0.641589502988799,0.32384640274577525,sf_1ca89f8f1279
2,0,BLAT_ECOLX_Jacquier_2013,BLAT_ECOLX,cross_protein_histgb,mondrian_substitution,0.25,248,0.17919415006773448,0.6329215548600239,0.32384640274577525,sf_1ca89f8f1279
2,0,BLAT_ECOLX_Stiffler_2015,BLAT_ECOLX,cross_protein_histgb,mondrian_substitution,0.25,250,0.18203882400716162,0.6306012995617146,0.32384640274577525,sf_1ca89f8f1279
2,0,CAR11_HUMAN_Meitlis_2020_gof,CAR11_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.20632777585299913,0.7147407389506137,0.32384640274577525,sf_0fc8efec29c6
2,0,CAR11_HUMAN_Meitlis_2020_lof,CAR11_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.2047554237625809,0.709293948811235,0.32384640274577525,sf_0fc8efec29c6
2,0,CASP3_HUMAN_Roychowdhury_2020,CASP3_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.19842092853993654,0.6873506027077144,0.32384640274577525,sf_99e3b36fb3c0
2,0,CASP7_HUMAN_Roychowdhury_2020,CASP7_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.1946085272868749,0.6741440507661528,0.32384640274577525,sf_99e3b36fb3c0
2,0,CCDB_ECOLI_Adkar_2012,CCDB_ECOLI,cross_protein_histgb,mondrian_substitution,0.25,250,0.20222866043722496,0.7020278055202928,0.32384640274577525,sf_e2b2659337b1
2,0,CCR5_HUMAN_Gill_2023,CCR5_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.22262040565482222,0.7711861238579267,0.32384640274577525,sf_2fd7d813c6f4
2,0,DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.1350472401711375,0.46781759670559053,0.32384640274577525,sf_3bc8071abc2c
2,0,HEM3_HUMAN_Loggerenberg_2023,HEM3_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.2148169107107018,0.7470975183975551,0.32384640274577525,sf_afe0fb52df15
2,0,HMDH_HUMAN_Jiang_2019,HMDH_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.19751315867796773,0.6842061069845201,0.32384640274577525,sf_a470df240675
2,0,ISDH_STAAW_Tsuboyama_2023_2LHR,ISDH_STAAW,cross_protein_histgb,mondrian_substitution,0.25,235,0.1923603926903228,0.6663563240761794,0.32384640274577525,sf_952abe758b6a
2,0,MTHR_HUMAN_Weile_2021,MTHR_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.20949529266717679,0.7257134838860284,0.32384640274577525,sf_095a60e097b5
2,0,NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,160,0.19521168760421068,0.6762339555985688,0.32384640274577525,sf_9d5fffe3ecc6
2,0,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.22469901529517147,0.7783811924458187,0.32384640274577525,sf_51cbf66f0934
2,0,POLG_DEN26_Suphatrakul_2023,POLG_DEN26,cross_protein_histgb,mondrian_substitution,0.25,250,0.2264123229838437,0.7843156882463144,0.32384640274577525,sf_1d81bb997017
2,0,PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.182072242751155,0.630717065544641,0.32384640274577525,sf_044a6e3db01c
2,0,Q59976_STRSQ_Romero_2015,Q59976_STRSQ,cross_protein_histgb,mondrian_substitution,0.25,250,0.1796422959548836,0.6223000611878962,0.32384640274577525,sf_9ddcf4dec5c1
2,0,R1AB_SARS2_Flynn_2022,R1AB_SARS2,cross_protein_histgb,mondrian_substitution,0.25,250,0.2036827680679345,0.7055781586290281,0.32384640274577525,sf_9fc1ecf8307b
2,0,RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20_AQUAE,cross_protein_histgb,mondrian_substitution,0.25,250,0.18118587073126194,0.627646581263674,0.3259644880674233,sf_310c599ef29a
2,0,RS15_GEOSE_Tsuboyama_2023_1A32,RS15_GEOSE,cross_protein_histgb,mondrian_substitution,0.25,250,0.13478612025207168,0.46691305031993663,0.32384640274577525,sf_bcab9ac142f5
2,0,S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.19379201911555305,0.6713155820768689,0.3259644880674233,sf_dedbcf3c34ac
2,0,S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.18958072060905187,0.6567272088244825,0.3259644880674233,sf_dedbcf3c34ac
2,0,SCIN_STAAR_Tsuboyama_2023_2QFF,SCIN_STAAR,cross_protein_histgb,mondrian_substitution,0.25,250,0.2229838749129866,0.7724391874554423,0.32384640274577525,sf_cf940c8da196
2,0,SERC_HUMAN_Xie_2023,SERC_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.1861368076335742,0.6447971383586998,0.32384640274577525,sf_f2035d659d6a
2,0,SHOC2_HUMAN_Kwon_2022,SHOC2_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.22098018476427916,0.7654981977045734,0.32384640274577525,sf_6f5083a5504d
2,0,SPIKE_SARS2_Starr_2020_binding,SPIKE_SARS2,cross_protein_histgb,mondrian_substitution,0.25,250,0.24789061703859236,0.8588075069955999,0.32384640274577525,sf_761ae81d509c
2,0,SPIKE_SARS2_Starr_2020_expression,SPIKE_SARS2,cross_protein_histgb,mondrian_substitution,0.25,250,0.22660061106105808,0.7849789729298562,0.3259644880674233,sf_761ae81d509c
2,0,UBC9_HUMAN_Weile_2017,UBC9_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.20720864169408576,0.7177921492591471,0.32384640274577525,sf_ab8b39992872
2,0,VG08_BPP22_Tsuboyama_2023_2GP8,VG08_BPP22,cross_protein_histgb,mondrian_substitution,0.25,181,0.16326466293443964,0.5655659235406854,0.32384640274577525,sf_ffaeeb6011e9
2,0,VKOR1_HUMAN_Chiasson_2020_abundance,VKOR1_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.20807199642939095,0.72078289928753,0.32384640274577525,sf_893ea5ec829f
2,0,VKOR1_HUMAN_Chiasson_2020_activity,VKOR1_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,175,0.19781389199131305,0.685248977973083,0.32384640274577525,sf_893ea5ec829f
2,0,VRPI_BPT7_Tsuboyama_2023_2WNM,VRPI_BPT7,cross_protein_histgb,mondrian_substitution,0.25,250,0.15761305997266503,0.5459879286121453,0.32384640274577525,sf_c5c95e85f55b
3,0,BBC1_YEAST_Tsuboyama_2023_1TG0,BBC1_YEAST,cross_protein_histgb,mondrian_substitution,0.25,250,0.16368604536756884,0.5670253776460666,0.32677792677012796,sf_c5f7073ffbdb
3,0,BRCA1_HUMAN_Findlay_2018,BRCA1_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.2105678756273151,0.7294288827712406,0.32873065983901073,sf_234425dd63e3
3,0,CALM1_HUMAN_Weile_2017,CALM1_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.25028206548955095,0.8670029512079913,0.3194864489637721,sf_90261541b92a
3,0,CAS9_STRP1_Spencer_2017_positive,CAS9_STRP1,cross_protein_histgb,mondrian_substitution,0.25,250,0.2422222719379875,0.8390829829843154,0.32677792677012796,sf_2fb7a12de8e4
3,0,CP2C9_HUMAN_Amorosi_2021_abundance,CP2C9_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.17546671736383665,0.6078348429404838,0.32873065983901073,sf_1d3a8e32222c
3,0,CP2C9_HUMAN_Amorosi_2021_activity,CP2C9_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.1716702180310494,0.5946833768941715,0.32873065983901073,sf_1d3a8e32222c
3,0,CUE1_YEAST_Tsuboyama_2023_2MYX,CUE1_YEAST,cross_protein_histgb,mondrian_substitution,0.25,239,0.1434924793365977,0.4970728019406171,0.32873065983901073,sf_7dd9b66382a6
3,0,D7PM05_CLYGR_Somermeyer_2022,D7PM05_CLYGR,cross_protein_histgb,mondrian_substitution,0.25,250,0.26010325077949475,0.9011791135772375,0.32873065983901073,sf_d5ee7a876864
3,0,ENVZ_ECOLI_Ghose_2023,ENVZ_ECOLI,cross_protein_histgb,mondrian_substitution,0.25,250,0.22337931974319736,0.7738109435088067,0.32873065983901073,sf_2ee5fd080c0f
3,0,ESTA_BACSU_Nutschel_2020,ESTA_BACSU,cross_protein_histgb,mondrian_substitution,0.25,250,0.23439094723230228,0.8119566498388902,0.33079138660850005,sf_eb7894768bb9
3,0,FECA_ECOLI_Tsuboyama_2023_2D1U,FECA_ECOLI,cross_protein_histgb,mondrian_substitution,0.25,250,0.17554083623366723,0.6080915983655539,0.33079138660850005,sf_9a3ea6c0c19c
3,0,GDIA_HUMAN_Silverstein_2021,GDIA_HUMAN,cross_protein_histgb,mondrian_substitution,0.25,250,0.21761873636105256,0.7538553309075318,0.33231573235075873,sf_8931019bd293
3,0,GFP_AEQVI_Sarkisyan_2016,GFP_AEQVI,cross_protein_histgb,mondrian_substitution,0.25,250,0.2711779386047382,0.9393884048047203,0.32873065983901073,sf_d5ee7a876864
3,0,HCP_LAMBD_Tsuboyama_2023_2L6Q,HCP_LAMBD,cross_protein_histgb,mondrian_substitution,0.25,250,0.15410906407563232,0.5338497246966948,0.32677792677012796,sf_f4afbafe8fe3
3,0,HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,HSP82_YEAST,cross_protein_histgb,mondrian_substitution,0.25,250,0.2169951114951872,0.7516934920543151,0.32677792677012796,sf_4ba74830b6b6
3,0,HSP82_YEAST_Flynn_2019,HSP82_YEAST,cross_protein_histgb,mondrian_substitution,0.25,250,0.21871257530777968,0.7576429664691253,0.32677792677012796,sf_4ba74830b6b6
3,0,HSP82_YEAST_Mishra_2016,HSP82_YEAST,cross_protein_histgb,mondrian_substitution,0.25,250,0.1963347237195,0.6801237736063166,0.32677792677012796,sf_4ba74830b6b6
3,0,I6TAH8_I68A0_Doud_2015,I6TAH8_I68A0,cross_protein_histgb,mondrian_substitution,0.25,250,0.2902901014450344,1.0055949120718282,0.32873065983901073,sf_ac5654d2afd9
3,0,NCAP_I34A1_Doud_2015,NCAP_I34A1,cross_protein_histgb,mondrian_substitution,0.25,250,0.2730060267055561,0.9457210909137216,0.32873065983901073,sf_ac5654d2afd9
