panel_id,target_id,annotation_status,pfam_count,resolved_uniprot_accession,error,outcomes_accessed
human-domainome-v1,O95817_PF00397_11,audited_with_annotation,1,,,False
human-domainome-v1,O95835_PF00627_98,audited_with_annotation,1,,,False
human-domainome-v1,P00519_PF00018_64,audited_with_annotation,1,,,False
human-domainome-v1,P02549_PF00018_979,audited_with_annotation,1,,,False
human-domainome-v1,P02585_PF13499_1,audited_with_annotation,1,,,False
human-domainome-v1,P04049_PF02196_58,audited_with_annotation,1,,,False
human-domainome-v1,P04150_PF00105_419,audited_with_annotation,1,,,False
human-domainome-v1,P05813_PF00030_31,audited_with_annotation,1,,,False
human-domainome-v1,P06239_PF00018_63,audited_with_annotation,1,,,False
human-domainome-v1,P06241_PF00018_83,audited_with_annotation,1,,,False
human-domainome-v1,P07315_PF00030_4,audited_with_annotation,1,,,False
human-domainome-v1,P07315_PF00030_91,audited_with_annotation,1,,,False
human-domainome-v1,P07316_PF00030_1,audited_with_annotation,1,,,False
human-domainome-v1,P07814_PF00458_827,audited_with_annotation,1,,,False
human-domainome-v1,P08151_PF00096_363,audited_with_annotation,1,,,False
human-domainome-v1,P08235_PF00105_600,audited_with_annotation,1,,,False
human-domainome-v1,P08631_PF00018_80,audited_with_annotation,1,,,False
human-domainome-v1,P09086_PF00157_200,audited_with_annotation,1,,,False
human-domainome-v1,P09327_PF02209_793,audited_with_annotation,1,,,False
human-domainome-v1,P0CI26_PF00643_87,audited_with_annotation,1,,,False
human-domainome-v1,P10070_PF00096_565,audited_with_annotation,1,,,False
human-domainome-v1,P10071_PF00096_608,audited_with_annotation,1,,,False
human-domainome-v1,P10242_PF00249_143,audited_with_annotation,1,,,False
human-domainome-v1,P10242_PF00249_40,audited_with_annotation,1,,,False
human-domainome-v1,P10275_PF00105_557,audited_with_annotation,1,,,False
human-domainome-v1,P10398_PF02196_21,audited_with_annotation,1,,,False
human-domainome-v1,P10589_PF00105_83,audited_with_annotation,1,,,False
human-domainome-v1,P10826_PF00105_85,audited_with_annotation,1,,,False
human-domainome-v1,P11182_PF02817_171,audited_with_annotation,1,,,False
human-domainome-v1,P11308_PF02198_117,audited_with_annotation,1,,,False
human-domainome-v1,P11844_PF00030_85,audited_with_annotation,1,,,False
human-domainome-v1,P12931_PF00018_87,audited_with_annotation,1,,,False
human-domainome-v1,P12956_PF02037_558,audited_with_annotation,1,,,False
human-domainome-v1,P13796_PF13499_13,audited_with_annotation,1,,,False
human-domainome-v1,P13984_PF02270_177,audited_with_annotation,1,,,False
human-domainome-v1,P14598_PF00018_157,audited_with_annotation,1,,,False
human-domainome-v1,P14653_PF00046_208,audited_with_annotation,1,,,False
human-domainome-v1,P14859_PF00157_285,audited_with_annotation,1,,,False
human-domainome-v1,P14921_PF02198_55,audited_with_annotation,1,,,False
human-domainome-v1,P15498_PF00018_592,audited_with_annotation,1,,,False
human-domainome-v1,P15498_PF00018_782,audited_with_annotation,1,,,False
human-domainome-v1,P16157_PF00531_1405,audited_with_annotation,1,,,False
human-domainome-v1,P16885_PF00018_772,audited_with_annotation,1,,,False
human-domainome-v1,P16989_PF00313_84,audited_with_annotation,1,,,False
human-domainome-v1,P17480_PF00505_408,audited_with_annotation,1,,,False
human-domainome-v1,P19793_PF00105_132,audited_with_annotation,1,,,False
human-domainome-v1,P19878_PF00018_241,audited_with_annotation,1,,,False
human-domainome-v1,P19878_PF00018_456,audited_with_annotation,1,,,False
human-domainome-v1,P19878_PF00564_353,audited_with_annotation,1,,,False
human-domainome-v1,P20264_PF00046_408,audited_with_annotation,1,,,False
human-domainome-v1,P20264_PF00157_320,audited_with_annotation,1,,,False
human-domainome-v1,P20265_PF00046_356,audited_with_annotation,1,,,False
human-domainome-v1,P20265_PF00157_262,audited_with_annotation,1,,,False
human-domainome-v1,P20929_PF14604_6609,audited_with_annotation,1,,,False
human-domainome-v1,P20936_PF00018_281,audited_with_annotation,1,,,False
human-domainome-v1,P22492_PF00538_44,audited_with_annotation,1,,,False
human-domainome-v1,P22681_PF00627_854,audited_with_annotation,1,,,False
human-domainome-v1,P23759_PF00046_219,audited_with_annotation,1,,,False
human-domainome-v1,P25490_PF00096_384,audited_with_annotation,1,,,False
human-domainome-v1,P25685_PF00226_4,audited_with_annotation,1,,,False
human-domainome-v1,P26367_PF00046_213,audited_with_annotation,1,,,False
human-domainome-v1,P26651_PF00642_105,audited_with_annotation,1,,,False
human-domainome-v1,P28069_PF00157_130,audited_with_annotation,1,,,False
human-domainome-v1,P28360_PF00046_174,audited_with_annotation,1,,,False
human-domainome-v1,P32243_PF00046_40,audited_with_annotation,1,,,False
human-domainome-v1,P35251_PF00533_405,audited_with_annotation,1,,,False
human-domainome-v1,P35548_PF00046_144,audited_with_annotation,1,,,False
human-domainome-v1,P35711_PF00505_557,audited_with_annotation,1,,,False
human-domainome-v1,P35712_PF00505_622,audited_with_annotation,1,,,False
human-domainome-v1,P35713_PF00505_87,audited_with_annotation,1,,,False
human-domainome-v1,P35716_PF00505_50,audited_with_annotation,1,,,False
human-domainome-v1,P37275_PF00096_933,audited_with_annotation,1,,,False
human-domainome-v1,P39880_PF02376_548,audited_with_annotation,1,,,False
human-domainome-v1,P39880_PF02376_941,audited_with_annotation,1,,,False
human-domainome-v1,P41225_PF00505_140,audited_with_annotation,1,,,False
human-domainome-v1,P41229_PF00628_319,audited_with_annotation,1,,,False
human-domainome-v1,P43320_PF00030_106,audited_with_annotation,1,,,False
human-domainome-v1,P43354_PF00105_260,audited_with_annotation,1,,,False
human-domainome-v1,P45973_PF00385_21,audited_with_annotation,1,,,False
human-domainome-v1,P46934_PF00397_836,audited_with_annotation,1,,,False
human-domainome-v1,P46937_PF00397_162,audited_with_annotation,1,,,False
human-domainome-v1,P46937_PF00397_165,audited_with_annotation,1,,,False
human-domainome-v1,P46937_PF00397_226,audited_with_annotation,1,,,False
human-domainome-v1,P47974_PF00642_193,audited_with_annotation,1,,,False
human-domainome-v1,P48431_PF00505_42,audited_with_annotation,1,,,False
human-domainome-v1,P49335_PF00046_280,audited_with_annotation,1,,,False
human-domainome-v1,P49792_PF00641_1414,audited_with_annotation,1,,,False
human-domainome-v1,P49792_PF00641_1478,audited_with_annotation,1,,,False
human-domainome-v1,P50539_PF00010_70,audited_with_annotation,1,,,False
human-domainome-v1,P51451_PF00018_59,audited_with_annotation,1,,,False
human-domainome-v1,P51508_PF00096_331,audited_with_annotation,1,,,False
human-domainome-v1,P51508_PF00096_555,audited_with_annotation,1,,,False
human-domainome-v1,P51608_PF01429_91,audited_with_annotation,1,,,False
human-domainome-v1,P51687_PF00173_87,audited_with_annotation,1,,,False
human-domainome-v1,P53673_PF00030_14,audited_with_annotation,1,,,False
human-domainome-v1,P54277_PF00505_572,audited_with_annotation,1,,,False
human-domainome-v1,P54727_PF00627_186,audited_with_annotation,1,,,False
human-domainome-v1,P54727_PF00627_361,audited_with_annotation,1,,,False
human-domainome-v1,P54821_PF00046_96,audited_with_annotation,1,,,False
human-domainome-v1,P55072_PF02359_26,audited_with_annotation,1,,,False
human-domainome-v1,P55895_PF13341_415,audited_with_annotation,1,,,False
human-domainome-v1,P56915_PF00046_162,audited_with_annotation,1,,,False
human-domainome-v1,P57071_PF00096_1085,audited_with_annotation,1,,,False
human-domainome-v1,P60002_PF05129_3,audited_with_annotation,1,,,False
human-domainome-v1,P60321_PF05741_63,audited_with_annotation,1,,,False
human-domainome-v1,P61024_PF01111_1,audited_with_annotation,1,,,False
human-domainome-v1,P61086_PF00627_158,audited_with_annotation,1,,,False
human-domainome-v1,P61960_PF03671_4,audited_with_annotation,1,,,False
human-domainome-v1,P62993_PF00018_159,audited_with_annotation,1,,,False
human-domainome-v1,P67809_PF00313_52,audited_with_annotation,1,,,False
human-domainome-v1,P78352_PF00595_157,audited_with_annotation,1,,,False
human-domainome-v1,P78352_PF00595_309,audited_with_annotation,1,,,False
human-domainome-v1,P78352_PF00595_60,audited_with_annotation,1,,,False
human-domainome-v1,P78424_PF00046_609,audited_with_annotation,1,,,False
human-domainome-v1,P78545_PF02198_50,audited_with_annotation,1,,,False
human-domainome-v1,P78563_PF00035_80,audited_with_annotation,1,,,False
human-domainome-v1,P82979_PF02037_3,audited_with_annotation,1,,,False
human-domainome-v1,P98175_PF00641_214,audited_with_annotation,1,,,False
human-domainome-v1,Q00839_PF02037_6,audited_with_annotation,1,,,False
human-domainome-v1,Q00987_PF00641_299,audited_with_annotation,1,,,False
human-domainome-v1,Q01543_PF02198_116,audited_with_annotation,1,,,False
human-domainome-v1,Q01826_PF02376_371,audited_with_annotation,1,,,False
human-domainome-v1,Q01826_PF02376_494,audited_with_annotation,1,,,False
human-domainome-v1,Q01826_PF16557_178,audited_with_annotation,1,,,False
human-domainome-v1,Q01851_PF00157_266,audited_with_annotation,1,,,False
human-domainome-v1,Q01860_PF00157_134,audited_with_annotation,1,,,False
human-domainome-v1,Q03052_PF00157_247,audited_with_annotation,1,,,False
human-domainome-v1,Q03181_PF00105_71,audited_with_annotation,1,,,False
human-domainome-v1,Q05066_PF00505_61,audited_with_annotation,1,,,False
human-domainome-v1,Q05195_PF00010_58,audited_with_annotation,1,,,False
human-domainome-v1,Q05655_PF00130_228,audited_with_annotation,1,,,False
human-domainome-v1,Q06187_PF00018_215,audited_with_annotation,1,,,False
human-domainome-v1,Q06546_PF02198_172,audited_with_annotation,1,,,False
human-domainome-v1,Q06787_PF00013_217,audited_with_annotation,1,,,False
human-domainome-v1,Q06945_PF00505_60,audited_with_annotation,1,,,False
human-domainome-v1,Q08881_PF00018_172,audited_with_annotation,1,,,False
human-domainome-v1,Q12824_PF04855_181,audited_with_annotation,1,,,False
human-domainome-v1,Q12830_PF00628_2862,audited_with_annotation,1,,,False
human-domainome-v1,Q12837_PF00157_256,audited_with_annotation,1,,,False
human-domainome-v1,Q12873_PF00628_374,audited_with_annotation,1,,,False
human-domainome-v1,Q12899_PF00643_97,audited_with_annotation,1,,,False
human-domainome-v1,Q12929_PF00018_533,audited_with_annotation,1,,,False
human-domainome-v1,Q12929_PF18016_720,audited_with_annotation,1,,,False
human-domainome-v1,Q12965_PF00018_1051,audited_with_annotation,1,,,False
human-domainome-v1,Q13009_PF00595_843,audited_with_annotation,1,,,False
human-domainome-v1,Q13148_PF18694_5,audited_with_annotation,1,,,False
human-domainome-v1,Q13163_PF00564_15,audited_with_annotation,1,,,False
human-domainome-v1,Q13263_PF00628_620,audited_with_annotation,1,,,False
human-domainome-v1,Q13368_PF00595_132,audited_with_annotation,1,,,False
human-domainome-v1,Q13424_PF00595_79,audited_with_annotation,1,,,False
human-domainome-v1,Q13472_PF06839_812,audited_with_annotation,1,,,False
human-domainome-v1,Q13472_PF06839_896,audited_with_annotation,1,,,False
human-domainome-v1,Q13501_PF00569_120,audited_with_annotation,1,,,False
human-domainome-v1,Q13501_PF16577_389,audited_with_annotation,1,,,False
human-domainome-v1,Q13526_PF00397_1,audited_with_annotation,1,,,False
human-domainome-v1,Q13642_PF00412_160,audited_with_annotation,1,,,False
human-domainome-v1,Q13642_PF00412_99,audited_with_annotation,1,,,False
human-domainome-v1,Q13813_PF13499_2327,audited_with_annotation,1,,,False
human-domainome-v1,Q14151_PF02037_27,audited_with_annotation,1,,,False
human-domainome-v1,Q14160_PF00595_857,audited_with_annotation,1,,,False
human-domainome-v1,Q14192_PF00412_38,audited_with_annotation,1,,,False
human-domainome-v1,Q14202_PF06467_350,audited_with_annotation,1,,,False
human-domainome-v1,Q14202_PF06467_405,audited_with_annotation,1,,,False
human-domainome-v1,Q14839_PF00385_623,audited_with_annotation,1,,,False
human-domainome-v1,Q14839_PF00628_365,audited_with_annotation,1,,,False
human-domainome-v1,Q14839_PF00628_444,audited_with_annotation,1,,,False
human-domainome-v1,Q14863_PF00157_139,audited_with_annotation,1,,,False
human-domainome-v1,Q14995_PF00105_103,audited_with_annotation,1,,,False
human-domainome-v1,Q14CM0_PF00595_75,audited_with_annotation,1,,,False
human-domainome-v1,Q14CS0_PF00789_256,audited_with_annotation,1,,,False
human-domainome-v1,Q15319_PF00157_185,audited_with_annotation,1,,,False
human-domainome-v1,Q15365_PF00013_278,audited_with_annotation,1,,,False
human-domainome-v1,Q15424_PF02037_26,audited_with_annotation,1,,,False
human-domainome-v1,Q15475_PF00046_131,audited_with_annotation,1,,,False
human-domainome-v1,Q15554_PF00249_489,audited_with_annotation,1,,,False
human-domainome-v1,Q15699_PF00046_134,audited_with_annotation,1,,,False
human-domainome-v1,Q15811_PF00018_1003,audited_with_annotation,1,,,False
human-domainome-v1,Q15811_PF00018_1156,audited_with_annotation,1,,,False
human-domainome-v1,Q15811_PF00018_909,audited_with_annotation,1,,,False
human-domainome-v1,Q15811_PF07653_1003,audited_with_annotation,1,,,False
human-domainome-v1,Q15911_PF00046_2244,audited_with_annotation,1,,,False
human-domainome-v1,Q15911_PF00046_2643,audited_with_annotation,1,,,False
human-domainome-v1,Q15942_PF00412_504,audited_with_annotation,1,,,False
human-domainome-v1,Q1KMD3_PF02037_1,audited_with_annotation,1,,,False
human-domainome-v1,Q2Q1W2_PF00643_274,audited_with_annotation,1,,,False
human-domainome-v1,Q5F1R6_PF12171_315,audited_with_annotation,1,,,False
human-domainome-v1,Q5HYK7_PF00018_664,audited_with_annotation,1,,,False
human-domainome-v1,Q5SQQ9_PF00046_102,audited_with_annotation,1,,,False
human-domainome-v1,Q5TCQ9_PF00397_287,audited_with_annotation,1,,,False
human-domainome-v1,Q5U5Q3_PF00013_325,audited_with_annotation,1,,,False
human-domainome-v1,Q5VTD9_PF00096_221,audited_with_annotation,1,,,False
human-domainome-v1,Q5VVJ2_PF00249_120,audited_with_annotation,1,,,False
human-domainome-v1,Q5VWI1_PF01846_448,audited_with_annotation,1,,,False
human-domainome-v1,Q68DC2_PF00536_774,audited_with_annotation,1,,,False
human-domainome-v1,Q6NWY9_PF01846_274,audited_with_annotation,1,,,False
human-domainome-v1,Q6P0N0_PF00249_878,audited_with_annotation,1,,,False
human-domainome-v1,Q6XZF7_PF00018_146,audited_with_annotation,1,,,False
human-domainome-v1,Q6XZF7_PF00018_1516,audited_with_annotation,1,,,False
human-domainome-v1,Q6XZF7_PF00018_242,audited_with_annotation,1,,,False
human-domainome-v1,Q6XZF7_PF14604_147,audited_with_annotation,1,,,False
human-domainome-v1,Q6ZN01_PF02037_170,audited_with_annotation,1,,,False
human-domainome-v1,Q6ZSG1_PF13639_293,audited_with_annotation,1,,,False
human-domainome-v1,Q6ZVD7_PF10264_112,audited_with_annotation,1,,,False
human-domainome-v1,Q6ZWJ1_PF00397_493,audited_with_annotation,1,,,False
human-domainome-v1,Q7L590_PF09329_383,audited_with_annotation,1,,,False
human-domainome-v1,Q7Z4I7_PF00412_13,audited_with_annotation,1,,,False
human-domainome-v1,Q7Z5Q1_PF16366_513,audited_with_annotation,1,,,False
human-domainome-v1,Q7Z6B7_PF00018_744,audited_with_annotation,1,,,False
human-domainome-v1,Q7Z6G8_PF00536_812,audited_with_annotation,1,,,False
human-domainome-v1,Q7Z6W7_PF00226_3,audited_with_annotation,1,,,False
human-domainome-v1,Q7Z6Z7_PF00627_1316,audited_with_annotation,1,,,False
human-domainome-v1,Q86UL8_PF00397_296,audited_with_annotation,1,,,False
human-domainome-v1,Q86UL8_PF00595_1144,audited_with_annotation,1,,,False
human-domainome-v1,Q86UL8_PF00595_601,audited_with_annotation,1,,,False
human-domainome-v1,Q86UL8_PF00595_774,audited_with_annotation,1,,,False
human-domainome-v1,Q86UP3_PF00046_2183,audited_with_annotation,1,,,False
human-domainome-v1,Q86UP3_PF00046_2562,audited_with_annotation,1,,,False
human-domainome-v1,Q86VP1_PF18112_729,audited_with_annotation,1,,,False
human-domainome-v1,Q86WN1_PF14604_467,audited_with_annotation,1,,,False
human-domainome-v1,Q86XN8_PF00013_273,audited_with_annotation,1,,,False
human-domainome-v1,Q86YT6_PF18346_247,audited_with_annotation,1,,,False
human-domainome-v1,Q8IV48_PF02037_65,audited_with_annotation,1,,,False
human-domainome-v1,Q8IWR0_PF00642_906,audited_with_annotation,1,,,False
human-domainome-v1,Q8IWT3_PF01485_2234,audited_with_annotation,1,,,False
human-domainome-v1,Q8IX12_PF02037_625,audited_with_annotation,1,,,False
human-domainome-v1,Q8IYH5_PF00249_653,audited_with_annotation,1,,,False
human-domainome-v1,Q8IZQ8_PF02037_363,audited_with_annotation,1,,,False
human-domainome-v1,Q8N157_PF00018_1053,audited_with_annotation,1,,,False
human-domainome-v1,Q8N3X1_PF00397_200,audited_with_annotation,1,,,False
human-domainome-v1,Q8N3X1_PF00397_593,audited_with_annotation,1,,,False
human-domainome-v1,Q8N5C8_PF02845_12,audited_with_annotation,1,,,False
human-domainome-v1,Q8N8B7_PF08711_30,audited_with_annotation,1,,,False
human-domainome-v1,Q8NB78_PF07496_139,audited_with_annotation,1,,,False
human-domainome-v1,Q8ND56_PF12701_7,audited_with_annotation,1,,,False
human-domainome-v1,Q8NEA6_PF00096_414,audited_with_annotation,1,,,False
human-domainome-v1,Q8NEA6_PF00096_473,audited_with_annotation,1,,,False
human-domainome-v1,Q8NFW5_PF00046_73,audited_with_annotation,1,,,False
human-domainome-v1,Q8NHM5_PF16866_656,audited_with_annotation,1,,,False
human-domainome-v1,Q8TAT5_PF00641_316,audited_with_annotation,1,,,False
human-domainome-v1,Q8TDD2_PF00096_325,audited_with_annotation,1,,,False
human-domainome-v1,Q8TDI0_PF00628_411,audited_with_annotation,1,,,False
human-domainome-v1,Q8TEW0_PF00595_457,audited_with_annotation,1,,,False
human-domainome-v1,Q8WU90_PF18044_104,audited_with_annotation,1,,,False
human-domainome-v1,Q8WWH4_PF07647_273,audited_with_annotation,1,,,False
human-domainome-v1,Q8WXI2_PF00536_9,audited_with_annotation,1,,,False
human-domainome-v1,Q92734_PF00564_6,audited_with_annotation,1,,,False
human-domainome-v1,Q92796_PF00595_222,audited_with_annotation,1,,,False
human-domainome-v1,Q92796_PF00595_383,audited_with_annotation,1,,,False
human-domainome-v1,Q92945_PF00013_142,audited_with_annotation,1,,,False
human-domainome-v1,Q92997_PF00778_2,audited_with_annotation,1,,,False
human-domainome-v1,Q969G3_PF00505_67,audited_with_annotation,1,,,False
human-domainome-v1,Q96AE4_PF00013_184,audited_with_annotation,1,,,False
human-domainome-v1,Q96AE4_PF00013_98,audited_with_annotation,1,,,False
human-domainome-v1,Q96CB8_PF00628_155,audited_with_annotation,1,,,False
human-domainome-v1,Q96DX7_PF00643_174,audited_with_annotation,1,,,False
human-domainome-v1,Q96FX2_PF05207_6,audited_with_annotation,1,,,False
human-domainome-v1,Q96GE6_PF13499_123,audited_with_annotation,1,,,False
human-domainome-v1,Q96GE6_PF13499_48,audited_with_annotation,1,,,False
human-domainome-v1,Q96GM8_PF00642_298,audited_with_annotation,1,,,False
human-domainome-v1,Q96I24_PF00013_75,audited_with_annotation,1,,,False
human-domainome-v1,Q96J02_PF00397_428,audited_with_annotation,1,,,False
human-domainome-v1,Q96J02_PF00397_474,audited_with_annotation,1,,,False
human-domainome-v1,Q96JN0_PF05225_353,audited_with_annotation,1,,,False
human-domainome-v1,Q96JY6_PF00412_284,audited_with_annotation,1,,,False
human-domainome-v1,Q96K80_PF00642_138,audited_with_annotation,1,,,False
human-domainome-v1,Q96KC8_PF00249_494,audited_with_annotation,1,,,False
human-domainome-v1,Q96PU5_PF00397_184,audited_with_annotation,1,,,False
human-domainome-v1,Q96PU5_PF00397_381,audited_with_annotation,1,,,False
human-domainome-v1,Q96PU5_PF00397_539,audited_with_annotation,1,,,False
human-domainome-v1,Q96QS3_PF00046_330,audited_with_annotation,1,,,False
human-domainome-v1,Q96QZ7_PF00397_294,audited_with_annotation,1,,,False
human-domainome-v1,Q96QZ7_PF00397_352,audited_with_annotation,1,,,False
human-domainome-v1,Q96RT1_PF00595_1321,audited_with_annotation,1,,,False
human-domainome-v1,Q96T51_PF01363_639,audited_with_annotation,1,,,False
human-domainome-v1,Q99501_PF02187_209,audited_with_annotation,1,,,False
human-domainome-v1,Q99543_PF00249_451,audited_with_annotation,1,,,False
human-domainome-v1,Q99615_PF00226_382,audited_with_annotation,1,,,False
human-domainome-v1,Q99684_PF00096_256,audited_with_annotation,1,,,False
human-domainome-v1,Q99684_PF00096_313,audited_with_annotation,1,,,False
human-domainome-v1,Q9BRP0_PF00096_215,audited_with_annotation,1,,,False
human-domainome-v1,Q9BTC8_PF00249_265,audited_with_annotation,1,,,False
human-domainome-v1,Q9BUJ2_PF02037_1,audited_with_annotation,1,,,False
human-domainome-v1,Q9BV68_PF14369_11,audited_with_annotation,1,,,False
human-domainome-v1,Q9BY11_PF14604_387,audited_with_annotation,1,,,False
human-domainome-v1,Q9BYM8_PF01485_369,audited_with_annotation,1,,,False
human-domainome-v1,Q9BZM3_PF00046_204,audited_with_annotation,1,,,False
human-domainome-v1,Q9C030_PF00643_93,audited_with_annotation,1,,,False
human-domainome-v1,Q9C0A1_PF00046_1859,audited_with_annotation,1,,,False
human-domainome-v1,Q9GZV5_PF00397_116,audited_with_annotation,1,,,False
human-domainome-v1,Q9H000_PF00642_37,audited_with_annotation,1,,,False
human-domainome-v1,Q9H0A6_PF00612_189,audited_with_annotation,1,,,False
human-domainome-v1,Q9H0M0_PF00397_343,audited_with_annotation,1,,,False
human-domainome-v1,Q9H161_PF00046_216,audited_with_annotation,1,,,False
human-domainome-v1,Q9H2P0_PF00046_770,audited_with_annotation,1,,,False
human-domainome-v1,Q9H347_PF00627_613,audited_with_annotation,1,,,False
human-domainome-v1,Q9H3D4_PF07647_545,audited_with_annotation,1,,,False
human-domainome-v1,Q9H3Z4_PF00226_16,audited_with_annotation,1,,,False
human-domainome-v1,Q9H4A3_PF12202_481,audited_with_annotation,1,,,False
human-domainome-v1,Q9H6I2_PF00505_69,audited_with_annotation,1,,,False
human-domainome-v1,Q9H7E2_PF00567_554,audited_with_annotation,1,,,False
human-domainome-v1,Q9H9D4_PF00096_383,audited_with_annotation,1,,,False
human-domainome-v1,Q9H9L4_PF13891_28,audited_with_annotation,1,,,False
human-domainome-v1,Q9HA38_PF12171_246,audited_with_annotation,1,,,False
human-domainome-v1,Q9HAU4_PF00397_150,audited_with_annotation,1,,,False
human-domainome-v1,Q9HAZ2_PF00096_282,audited_with_annotation,1,,,False
human-domainome-v1,Q9HC78_PF00096_635,audited_with_annotation,1,,,False
human-domainome-v1,Q9HC78_PF00096_663,audited_with_annotation,1,,,False
human-domainome-v1,Q9HC78_PF00096_716,audited_with_annotation,1,,,False
human-domainome-v1,Q9NP66_PF00505_104,audited_with_annotation,1,,,False
human-domainome-v1,Q9NPB3_PF13499_155,audited_with_annotation,1,,,False
human-domainome-v1,Q9NPC8_PF00046_131,audited_with_annotation,1,,,False
human-domainome-v1,Q9NQ86_PF00643_208,audited_with_annotation,1,,,False
human-domainome-v1,Q9NQV8_PF00096_668,audited_with_annotation,1,,,False
human-domainome-v1,Q9NQX1_PF00096_433,audited_with_annotation,1,,,False
human-domainome-v1,Q9NSC2_PF00096_1030,audited_with_annotation,1,,,False
human-domainome-v1,Q9NW38_PF11793_305,audited_with_annotation,1,,,False
