protocol_id,panel_id,dataset_id,assay_id,target_id,protein_id,family_id,model_id,aligned_variants,status
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-c-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_8m,8528,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-c-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,vespag,8528,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-d-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,carp_640m,8528,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-d-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_150m,8528,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-d-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_35m,8528,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-d-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_650m,8528,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-d-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_8m,8528,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-d-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,vespag,8528,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-e-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,carp_640m,8528,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-e-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_150m,8528,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-e-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_35m,8528,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-e-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_650m,8528,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-e-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,esm2_8m,8528,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001200-e-1,mavedb-32f5d032de97ea22,F9,multi:f3533a9eb96e,vespag,8528,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000659-a-1,mavedb-93100c3b9be6e587,SGCB,pfam:PF04790,carp_640m,5980,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000659-a-1,mavedb-93100c3b9be6e587,SGCB,pfam:PF04790,esm2_150m,5980,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000659-a-1,mavedb-93100c3b9be6e587,SGCB,pfam:PF04790,esm2_35m,5980,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000659-a-1,mavedb-93100c3b9be6e587,SGCB,pfam:PF04790,esm2_650m,5980,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000659-a-1,mavedb-93100c3b9be6e587,SGCB,pfam:PF04790,esm2_8m,5980,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000659-a-1,mavedb-93100c3b9be6e587,SGCB,pfam:PF04790,vespag,5980,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001235-a-1,mavedb-a5cec053cd1989b7,TP53,confirmation-family-a338d5377fcc,carp_640m,7446,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001235-a-1,mavedb-a5cec053cd1989b7,TP53,confirmation-family-a338d5377fcc,esm2_150m,7446,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001235-a-1,mavedb-a5cec053cd1989b7,TP53,confirmation-family-a338d5377fcc,esm2_35m,7446,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001235-a-1,mavedb-a5cec053cd1989b7,TP53,confirmation-family-a338d5377fcc,esm2_650m,7446,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001235-a-1,mavedb-a5cec053cd1989b7,TP53,confirmation-family-a338d5377fcc,esm2_8m,7446,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001235-a-1,mavedb-a5cec053cd1989b7,TP53,confirmation-family-a338d5377fcc,vespag,7446,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-a-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,carp_640m,2709,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-a-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_150m,2709,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-a-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_35m,2709,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-a-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_650m,2709,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-a-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_8m,2709,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-a-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,vespag,2709,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-b-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,carp_640m,2693,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-b-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_150m,2693,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-b-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_35m,2693,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-b-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_650m,2693,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-b-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_8m,2693,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-b-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,vespag,2693,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-c-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,carp_640m,2710,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-c-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_150m,2710,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-c-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_35m,2710,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-c-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_650m,2710,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-c-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_8m,2710,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-c-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,vespag,2710,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-d-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,carp_640m,2687,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-d-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_150m,2687,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-d-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_35m,2687,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-d-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_650m,2687,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-d-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,esm2_8m,2687,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000665-d-1,mavedb-aebeb991234cd8a3,PAX6,clan:CL0123,vespag,2687,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000094-a-2,mavedb-c6dd0092b775896c,KCNQ4,multi:ccc96e2bc405,carp_640m,4085,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000094-a-2,mavedb-c6dd0092b775896c,KCNQ4,multi:ccc96e2bc405,esm2_150m,4085,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000094-a-2,mavedb-c6dd0092b775896c,KCNQ4,multi:ccc96e2bc405,esm2_35m,4085,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000094-a-2,mavedb-c6dd0092b775896c,KCNQ4,multi:ccc96e2bc405,esm2_650m,4085,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000094-a-2,mavedb-c6dd0092b775896c,KCNQ4,multi:ccc96e2bc405,esm2_8m,4085,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000094-a-2,mavedb-c6dd0092b775896c,KCNQ4,multi:ccc96e2bc405,vespag,4085,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000094-a-3,mavedb-c6dd0092b775896c,KCNQ4,multi:ccc96e2bc405,carp_640m,3319,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000094-a-3,mavedb-c6dd0092b775896c,KCNQ4,multi:ccc96e2bc405,esm2_150m,3319,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000094-a-3,mavedb-c6dd0092b775896c,KCNQ4,multi:ccc96e2bc405,esm2_35m,3319,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000094-a-3,mavedb-c6dd0092b775896c,KCNQ4,multi:ccc96e2bc405,esm2_650m,3319,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000094-a-3,mavedb-c6dd0092b775896c,KCNQ4,multi:ccc96e2bc405,esm2_8m,3319,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00000094-a-3,mavedb-c6dd0092b775896c,KCNQ4,multi:ccc96e2bc405,vespag,3319,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-a-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,carp_640m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-a-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_150m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-a-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_35m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-a-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_650m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-a-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_8m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-a-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,vespag,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-b-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,carp_640m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-b-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_150m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-b-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_35m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-b-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_650m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-b-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_8m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-b-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,vespag,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-c-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,carp_640m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-c-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_150m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-c-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_35m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-c-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_650m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-c-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_8m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-c-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,vespag,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-d-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,carp_640m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-d-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_150m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-d-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_35m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-d-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_650m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-d-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_8m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-d-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,vespag,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-e-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,carp_640m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-e-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_150m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-e-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_35m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-e-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_650m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-e-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_8m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-e-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,vespag,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-f-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,carp_640m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-f-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_150m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-f-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_35m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-f-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_650m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-f-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_8m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-f-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,vespag,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-g-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,carp_640m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-g-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_150m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-g-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_35m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-g-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_650m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-g-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_8m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-g-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,vespag,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-h-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,carp_640m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-h-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_150m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-h-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_35m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-h-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_650m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-h-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,esm2_8m,2314,included
variantshift-external-development-pilot-v1,mavedb-complement-v1,mavedb-complement-v1,urn:mavedb:00001234-h-1,mavedb-e3ca60f18e3b6e98,TP53,multi:953b39a86f5e,vespag,2314,included
variantshift-external-development-pilot-v1,venusmuthub-v1,venusmuthub-v1,Q8KLM3_activity,venus-07739b7c44051d98,Q8KLM3,clan:CL0023,carp_640m,12,included
variantshift-external-development-pilot-v1,venusmuthub-v1,venusmuthub-v1,Q8KLM3_activity,venus-07739b7c44051d98,Q8KLM3,clan:CL0023,esm2_150m,12,included
variantshift-external-development-pilot-v1,venusmuthub-v1,venusmuthub-v1,Q8KLM3_activity,venus-07739b7c44051d98,Q8KLM3,clan:CL0023,esm2_35m,12,included
variantshift-external-development-pilot-v1,venusmuthub-v1,venusmuthub-v1,Q8KLM3_activity,venus-07739b7c44051d98,Q8KLM3,clan:CL0023,esm2_650m,12,included
variantshift-external-development-pilot-v1,venusmuthub-v1,venusmuthub-v1,Q8KLM3_activity,venus-07739b7c44051d98,Q8KLM3,clan:CL0023,esm2_8m,12,included
variantshift-external-development-pilot-v1,venusmuthub-v1,venusmuthub-v1,Q8KLM3_activity,venus-07739b7c44051d98,Q8KLM3,clan:CL0023,vespag,12,included
variantshift-external-development-pilot-v1,venusmuthub-v1,venusmuthub-v1,Q65EX3_activity,venus-0ed16c1325aea2c9,Q65EX3,clan:CL0039,carp_640m,16,included
variantshift-external-development-pilot-v1,venusmuthub-v1,venusmuthub-v1,Q65EX3_activity,venus-0ed16c1325aea2c9,Q65EX3,clan:CL0039,esm2_150m,16,included
variantshift-external-development-pilot-v1,venusmuthub-v1,venusmuthub-v1,Q65EX3_activity,venus-0ed16c1325aea2c9,Q65EX3,clan:CL0039,esm2_35m,16,included
variantshift-external-development-pilot-v1,venusmuthub-v1,venusmuthub-v1,Q65EX3_activity,venus-0ed16c1325aea2c9,Q65EX3,clan:CL0039,esm2_650m,16,included
variantshift-external-development-pilot-v1,venusmuthub-v1,venusmuthub-v1,Q65EX3_activity,venus-0ed16c1325aea2c9,Q65EX3,clan:CL0039,esm2_8m,16,included
variantshift-external-development-pilot-v1,venusmuthub-v1,venusmuthub-v1,Q65EX3_activity,venus-0ed16c1325aea2c9,Q65EX3,clan:CL0039,vespag,16,included
variantshift-external-development-pilot-v1,venusmuthub-v1,venusmuthub-v1,A0A0I9QGZ2_kcat,venus-1972eefa4a6ef629,A0A0I9QGZ2,multi:c61b262d8c84,carp_640m,4,too_few_aligned_variants
variantshift-external-development-pilot-v1,venusmuthub-v1,venusmuthub-v1,A0A0I9QGZ2_kcat,venus-1972eefa4a6ef629,A0A0I9QGZ2,multi:c61b262d8c84,esm2_150m,4,too_few_aligned_variants
variantshift-external-development-pilot-v1,venusmuthub-v1,venusmuthub-v1,A0A0I9QGZ2_kcat,venus-1972eefa4a6ef629,A0A0I9QGZ2,multi:c61b262d8c84,esm2_35m,4,too_few_aligned_variants
